gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-23.171,-10.366,-1.098,0.668,0.03,0.406
-21.585,-9.146,0.61,0.657,0.024,0.402
-19.573,-7.622,2.744,0.646,0.019,0.408
-17.317,-6.22,5.183,0.641,0.006,0.404
-16.159,-4.878,7.622,0.635,-0.004,0.404
-15.488,-3.537,10.305,0.624,-0.017,0.404
-15.549,-2.561,12.927,0.61,-0.024,0.406
-17.134,-1.89,15.549,0.597,-0.023,0.409
-19.878,-1.402,18.415,0.578,-0.028,0.407
-23.293,-1.707,21.098,0.56,-0.028,0.395
-27.5,-1.89,24.085,0.544,-0.017,0.39
-32.561,-2.012,26.951,0.526,0.002,0.378
-37.866,-2.378,29.817,0.505,0.031,0.36
-43.537,-2.622,32.805,0.473,0.061,0.338
-49.207,-3.232,35.427,0.442,0.088,0.317
-54.451,-3.902,38.11,0.402,0.109,0.305
-58.963,-4.573,40.854,0.389,0.145,0.273
-63.537,-5.061,43.659,0.399,0.212,0.262
-67.256,-5.366,46.463,0.351,0.26,0.225
-70.488,-5.61,48.902,0.278,0.296,0.193
-72.744,-5.671,51.646,0.174,0.266,0.146
-74.39,-5.244,54.268,0.128,0.327,0.086
-75.915,-4.573,57.012,0.113,0.368,0.086
-77.378,-3.72,60.122,0.097,0.355,0.078
-79.146,-2.683,63.354,0.057,0.364,0.078
-81.341,-1.28,66.829,-0.013,0.353,0.05
-84.634,0.671,70.915,-0.114,0.354,0.028
-88.78,2.622,75.305,-0.117,0.363,0.016
-94.512,4.634,80.061,-0.151,0.354,0.003
-101.89,5.732,86.341,-0.235,0.337,-0.029
-112.13,9.329,92.866,-0.289,0.317,-0.057
-122.68,16.585,99.634,-0.339,0.253,-0.093
-135.06,22.744,106.34,-0.405,0.236,-0.106
-145.91,25.061,114.08,-0.477,0.315,-0.151
-162.62,22.439,123.42,-0.461,0.215,-0.116
-177.5,18.476,131.65,-0.545,0.192,-0.117
-190.98,17.073,140.61,-0.588,0.165,-0.094
-208.35,17.744,150.18,-0.611,0.172,-0.087
-223.96,17.866,158.66,-0.615,0.041,-0.06
-240.85,15.183,168.6,-0.615,0,-0.064
-256.04,9.573,178.84,-0.653,-0.011,-0.055
-270.31,7.561,188.05,-0.65,-0.038,-0.062
-283.6,4.695,197.99,-0.598,-0.06,-0.045
-295.85,-0.976,208.48,-0.624,0.042,-0.119
-305.79,-8.354,218.54,-0.574,-0.19,-0.126
-315.43,-14.512,229.09,-0.544,-0.251,-0.13
-328.48,-23.841,240.06,-0.526,-0.292,-0.125
-330.55,-32.744,249.21,-0.401,-0.544,-0.077
-341.28,-37.256,259.21,-0.405,-0.658,-0.144
-344.94,-45.61,268.78,-0.238,-0.952,-0.17
-347.62,-54.878,278.17,-0.131,-1.283,-0.256
-347.07,-66.28,286.65,-0.085,-1.552,-0.384
-345.73,-74.695,296.34,0.099,-2.159,-0.412
-348.72,-85.183,307.74,0.206,-2.648,-0.57
-339.88,-98.232,317.19,0.441,-3.257,-0.633
-341.1,-113.11,326.89,0.768,-3.746,-0.773
