gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-35.366,2.561,34.024,0.463,-0.229,0.336
-37.805,2.622,35,0.431,-0.191,0.33
-38.902,3.11,35.488,0.398,-0.163,0.318
-38.598,3.598,35.976,0.367,-0.124,0.312
-36.89,4.634,36.585,0.341,-0.089,0.31
-34.085,5.915,37.256,0.317,-0.065,0.31
-30.305,7.134,38.049,0.297,-0.044,0.313
-26.524,8.476,39.329,0.286,-0.022,0.313
-22.866,10.305,40.976,0.272,-0.007,0.308
-18.72,12.378,43.354,0.256,-0.013,0.298
-15,14.329,46.28,0.232,-0.034,0.3
-11.707,16.098,49.695,0.209,-0.062,0.284
-8.659,18.11,53.354,0.195,-0.093,0.262
-5.549,20.244,57.439,0.188,-0.13,0.229
-2.927,21.951,61.768,0.194,-0.168,0.2
-0.976,23.78,66.341,0.209,-0.213,0.188
0.366,25.732,71.341,0.229,-0.274,0.186
0.976,27.561,76.829,0.267,-0.341,0.174
0.915,29.39,82.805,0.331,-0.416,0.174
-0.061,31.037,89.39,0.417,-0.5,0.168
-2.134,32.683,96.463,0.51,-0.611,0.173
-5.305,34.329,104.27,0.617,-0.75,0.169
-9.512,36.22,112.87,0.731,-0.911,0.162
-14.756,37.988,122.19,0.875,-1.095,0.162
-20.976,39.207,132.01,1.024,-1.31,0.174
-27.439,40.122,142.68,1.176,-1.544,0.214
-34.695,41.585,154.02,1.359,-1.838,0.279
-42.866,43.293,165.61,1.555,-2.162,0.38
-51.524,45.183,177.26,1.771,-2.495,0.499
-60.061,47.744,188.9,2.036,-2.875,0.574
-68.476,51.098,200.61,2.291,-3.315,0.601
-76.829,54.756,212.19,2.561,-3.811,0.587
-85.122,58.659,223.6,2.788,-4.298,0.586
-91.402,63.841,235.55,2.882,-4.917,0.622
-97.195,71.098,249.09,3.281,-5.452,0.814
-102.19,79.634,264.15,3.624,-6.054,0.925
-104.76,89.207,280.73,3.643,-6.844,0.919
-105.61,100.43,299.08,3.935,-7.069,0.923
-103.6,113.84,319.45,4.224,-6.996,0.897
-99.939,129.21,341.28,4.012,-7.207,0.796
-94.085,147.07,363.9,3.771,-7.088,0.771
-86.159,168.35,385.61,3.534,-6.753,0.797
-78.476,192.32,404.51,3.232,-6.322,0.74
-71.159,216.83,419.69,2.807,-5.809,0.64
-63.049,240.24,427.19,2.271,-5.301,0.526
-54.451,264.76,424.57,1.663,-4.853,0.414
-47.561,289.51,405.85,1.088,-4.429,0.29
-36.524,311.34,372.44,0.586,-4.047,0.144
-17.073,326.77,326.46,0.202,-3.739,0.026
15.122,332.01,273.35,-0.085,-3.491,-0.005
37.073,352.01,206.28,-0.279,-3.247,0.009
69.695,369.33,129.94,-0.436,-3.018,0.061
119.08,374.08,49.939,-0.543,-2.781,0.108
162.01,382.38,-43.537,-0.586,-2.615,0.152
203.78,386.52,-141.4,-0.634,-2.567,0.26
251.83,370.18,-236.46,-0.712,-2.537,0.368
295.24,340.61,-332.87,-0.752,-2.295,0.36
329.45,302.62,-426.46,-0.678,-1.959,0.288
355.18,254.39,-513.17,-0.625,-1.734,0.072
371.16,198.05,-590.37,-0.887,-1.806,-0.263
374.08,137.19,-657.32,-1.622,-1.826,-0.654
364.15,75.793,-713.9,-2.525,-1.57,-1.006
346.65,15.854,-759.39,-3.154,-1.444,-1.156
322.81,-40.366,-791.83,-4.486,-1.885,-0.855
290.92,-91.768,-813.29,-5.487,-1.69,-0.826
253.41,-137.26,-825.85,-4.953,-0.67,-0.551
214.57,-175.55,-829.63,-4.879,-0.151,-0.163
177.01,-206.89,-827.01,-5.285,-0.489,-0.152
139.63,-234.02,-818.54,-4.144,-0.338,-0.019
104.27,-259.69,-801.65,-3.777,-0.464,-0.009
68.72,-281.58,-774.09,-3.82,-0.734,0
30.61,-295.67,-733.54,-3.875,-0.977,-0.021
2.805,-303.78,-676.95,-3.901,-1.109,-0.07
-16.768,-305.67,-598.11,-3.916,-1.083,-0.041
-30.793,-304.57,-499.45,-3.896,-0.898,0.05
-42.012,-292.81,-392.13,-3.78,-0.653,0.166
-46.463,-262.74,-277.13,-3.584,-0.423,0.257
-54.939,-201.83,-166.59,-3.379,-0.217,0.302
-67.927,-129.09,-82.744,-3.216,-0.029,0.355
-91.829,-100.49,-15.305,-3.056,0.082,0.369
-98.963,-104.08,47.866,-2.92,0.154,0.356
-121.58,-50.976,82.988,-2.785,0.226,0.373
-142.07,-17.134,93.232,-2.655,0.303,0.451
-140.67,-17.134,87.378,-2.52,0.367,0.548
-131.28,21.098,75.671,-2.354,0.368,0.627
-102.01,49.817,71.951,-2.181,0.303,0.701
-58.476,74.268,76.585,-2,0.173,0.734
-2.134,101.52,85,-1.83,0.034,0.715
64.39,127.38,93.293,-1.667,-0.221,0.738
131.22,150.49,99.268,-1.521,-0.446,0.723
193.29,169.51,100.49,-1.33,-0.671,0.735
246.04,182.32,96.89,-1.155,-0.917,0.766
288.05,188.23,89.268,-0.988,-1.122,0.747
315.55,186.95,79.573,-0.827,-1.295,0.73
323.96,179.76,68.476,-0.681,-1.435,0.72
315.43,167.68,57.134,-0.557,-1.566,0.687
292.44,153.17,46.768,-0.431,-1.666,0.631
256.1,136.65,38.293,-0.289,-1.72,0.561
209.15,117.93,31.341,-0.188,-1.812,0.483
153.66,97.012,24.634,-0.082,-1.87,0.437
93.049,75.793,17.805,0.027,-1.878,0.373
32.988,55.305,11.28,0.128,-1.872,0.329
-23.293,36.098,5.671,0.188,-1.899,0.296
-72.195,20.793,1.159,0.301,-1.898,0.314
-112.19,8.11,-1.22,0.445,-1.851,0.333
-140.91,-0.854,-2.256,0.661,-1.761,0.347
-159.39,-7.561,-2.134,0.824,-1.686,0.358
-167.93,-14.329,-1.159,0.98,-1.604,0.373
-166.34,-19.573,0.305,1.146,-1.528,0.407
-157.01,-23.232,1.646,1.259,-1.496,0.394
-141.77,-27.134,2.134,1.363,-1.444,0.36
-121.89,-32.439,0.976,1.417,-1.416,0.313
-99.512,-36.341,0.366,1.426,-1.405,0.267
-76.22,-39.024,1.341,1.418,-1.356,0.24
-52.622,-43.354,3.415,1.429,-1.278,0.234
