gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-261.1,-146.95,397.01,0.088,-2.051,-1.404
-275.98,-124.76,372.19,0.093,-2.302,-1.563
-289.27,-98.598,343.54,0.08,-2.662,-1.732
-298.29,-72.988,313.66,0.063,-3.041,-1.942
-300.85,-47.439,285.43,0.071,-3.326,-2.133
-297.99,-21.829,259.51,0.112,-3.454,-2.324
-291.28,3.293,234.94,0.246,-3.535,-2.448
-283.35,27.927,211.89,0.427,-3.632,-2.534
-275.43,51.829,188.66,0.603,-3.742,-2.67
-267.38,75.671,164.57,0.741,-3.792,-2.804
-256.52,100.79,141.1,0.856,-3.818,-2.948
-240.67,125.61,118.9,0.979,-3.81,-3.11
-219.76,149.21,97.988,1.105,-3.722,-3.218
-193.35,175.91,77.988,1.247,-3.57,-3.262
-161.89,203.05,60.061,1.403,-3.398,-3.254
-124.63,229.82,41.829,1.562,-3.303,-3.264
-83.11,257.01,22.805,1.708,-3.3,-3.267
-37.317,283.42,3.841,1.848,-3.349,-3.209
7.622,306.28,-14.878,1.981,-3.32,-3.104
46.829,329.27,-34.878,2.115,-3.249,-3.037
80.793,352.62,-56.037,2.233,-3.179,-2.951
104.88,374.15,-77.317,2.282,-3.134,-2.893
117.74,394.21,-98.963,2.273,-3.126,-2.9
120.49,412.62,-120.18,2.264,-3.041,-2.884
112.56,429.27,-140.49,2.22,-2.86,-2.833
97.317,445.85,-159.09,2.151,-2.701,-2.813
73.659,458.29,-175.91,2.077,-2.513,-2.8
45.061,468.6,-191.71,1.988,-2.311,-2.793
13.171,479.39,-205.91,1.899,-2.132,-2.796
-21.89,491.28,-217.19,1.776,-1.97,-2.802
-55,499.57,-229.51,1.594,-1.917,-2.894
-85.427,504.76,-239.69,1.458,-1.767,-2.959
-112.68,508.35,-246.71,1.346,-1.583,-2.961
-131.1,510.79,-250.79,1.28,-1.502,-2.95
-146.46,512.44,-252.32,1.124,-1.398,-2.964
-158.9,515.24,-253.6,1.009,-1.203,-3.012
-164.76,518.72,-254.45,0.924,-1.301,-3.099
-168.9,518.78,-253.23,0.83,-1.309,-3.125
-172.32,515.61,-249.94,0.739,-1.286,-3.141
-171.52,510.37,-245.43,0.662,-1.217,-3.142
-166.4,502.19,-241.46,0.589,-1.073,-3.099
-157.19,490.61,-237.07,0.499,-1.03,-3.109
-147.07,475.12,-232.26,0.408,-1.064,-3.163
-133.41,458.66,-227.81,0.274,-1.018,-3.228
-115.73,445.92,-222.81,0.09,-0.983,-3.3
-90.915,435.18,-216.4,-0.105,-0.973,-3.391
-73.415,423.17,-208.84,-0.291,-0.98,-3.442
-55.671,405.49,-203.29,-0.487,-0.954,-3.337
-33.598,381.28,-201.65,-0.639,-0.971,-3.109
-12.805,359.02,-198.72,-0.75,-1.052,-2.879
10.488,337.07,-193.6,-0.858,-1.079,-2.684
29.268,311.65,-186.65,-1.059,-1.04,-2.59
42.439,282.93,-178.72,-1.346,-0.792,-2.519
51.646,250.55,-167.56,-1.589,-0.772,-2.417
57.5,219.94,-152.38,-1.878,-0.753,-2.252
55.244,195.61,-136.46,-2.149,-0.616,-2.111
42.622,173.54,-117.93,-2.417,-0.437,-2.094
20.488,154.09,-96.768,-2.75,-0.253,-2.131
-4.085,141.59,-74.512,-3.04,-0.242,-2.046
-31.159,134.63,-53.415,-3.251,-0.149,-1.757
-56.585,131.28,-34.024,-3.385,0.078,-1.487
-77.195,129.51,-17.134,-3.404,0.166,-1.264
-86.463,129.09,0.366,-3.392,0.255,-1.009
-83.171,128.96,19.146,-3.356,0.333,-0.668
-69.207,126.4,35.305,-3.312,0.323,-0.299
-46.829,118.84,48.78,-3.267,0.232,0.017
-18.293,106.52,61.524,-3.187,0.109,0.261
14.695,89.634,73.902,-3.099,-0.01,0.401
46.28,72.561,85.061,-3.054,-0.084,0.443
72.195,53.415,94.329,-3.001,-0.173,0.428
89.329,34.512,102.01,-2.926,-0.268,0.325
97.195,17.805,108.17,-2.857,-0.351,0.18
96.646,4.756,112.93,-2.787,-0.41,0.085
89.634,-5,116.46,-2.702,-0.416,0.034
78.78,-13.293,119.02,-2.58,-0.373,0.057
65.488,-21.341,120.49,-2.401,-0.322,0.188
52.256,-29.512,120.92,-2.173,-0.277,0.345
40.732,-38.598,119.94,-1.926,-0.264,0.491
31.829,-48.537,118.66,-1.708,-0.3,0.565
25.549,-58.659,117.13,-1.533,-0.366,0.553
21.646,-67.195,114.88,-1.397,-0.451,0.434
20.854,-73.659,112.74,-1.293,-0.557,0.245
23.72,-77.927,110.06,-1.194,-0.702,0.056
30.427,-80.061,106.46,-1.067,-0.88,-0.076
40,-80.061,101.22,-0.915,-1.054,-0.144
52.988,-79.207,96.768,-0.734,-1.199,-0.206
70.366,-76.646,91.951,-0.561,-1.323,-0.288
94.817,-72.866,87.622,-0.413,-1.434,-0.371
122.5,-69.39,83.476,-0.299,-1.542,-0.479
153.11,-64.573,77.622,-0.184,-1.675,-0.583
185.67,-59.268,70.549,-0.061,-1.814,-0.668
219.57,-54.085,61.707,0.081,-1.937,-0.742
256.89,-49.207,53.415,0.225,-2.045,-0.807
290.24,-44.329,44.817,0.368,-2.137,-0.869
321.58,-38.78,36.22,0.494,-2.201,-0.945
349.51,-33.293,29.268,0.611,-2.249,-1.015
372.07,-28.476,23.72,0.738,-2.258,-1.097
394.02,-25.793,19.329,0.857,-2.265,-1.107
424.76,-23.537,15,0.971,-2.239,-1.083
449.63,-21.341,11.585,1.091,-2.222,-1.07
465.43,-19.329,7.866,1.204,-2.219,-1.013
477.32,-18.659,3.476,1.299,-2.214,-0.982
487.56,-18.11,-0.793,1.344,-2.177,-1.001
498.11,-18.537,-4.878,1.389,-2.175,-0.957
507.01,-20.366,-8.11,1.429,-2.035,-0.888
509.33,-23.476,-10.793,1.485,-1.865,-0.813
