Frame,Time,RightHand_Accel_X,RightHand_Accel_Y,RightHand_Accel_Z,LeftHand_Accel_X,LeftHand_Accel_Y,LeftHand_Accel_Z
0,0.0,3.0603025012419334,7.240095670500823,6.641598619758362,-12.544912152581738,12.952742098350384,-1.7018218928862594
1,0.016667,1.8952723300249525,5.6331614004047745,5.745946225376231,-12.793588481675382,12.944157136790764,-3.4878582866116883
2,0.033334,0.5007159029714574,4.377442928317393,4.426009719119728,-13.249411999157697,13.57175024539716,-6.190596441098661
3,0.050001000000000004,0.29067112547160145,5.271646334733237,3.3804555959415707,-13.60097433029221,14.92142351770121,-8.42792007834057
4,0.066668,2.0937025372265885,8.068513675929609,3.0849024054285534,-13.016413538328823,15.734370020154419,-8.922511076277667
5,0.083335,5.316129941125333,10.65886394797203,3.3824651999135176,-10.23543065255558,14.16994024780081,-7.130996669182737
6,0.10000200000000001,8.459590431814162,10.776719730418668,3.4791228572373476,-4.235484674513494,9.314564986263381,-3.5066827223313997
7,0.11666900000000001,10.425519772874384,7.595782092658971,2.515109086492907,4.780429123163842,1.903626599947872,0.8251049904069359
8,0.133336,10.983657325583247,2.344892720672887,0.38333667628389184,14.851760520493684,-6.12636909536722,4.7150908133582075
9,0.150003,10.302924265208311,-2.3243511620972765,-1.994849932781745,22.94645946249169,-12.656552737421631,7.441761785837453
10,0.16667,8.774908930598615,-4.137930032750866,-3.400084344197169,26.648309945122996,-16.426040594273633,8.756910143125928
11,0.18333700000000003,7.22879397504609,-2.892738573261836,-3.378713416721663,25.558851313382196,-17.58805412659669,8.738706545041262
12,0.20000400000000002,6.60833245326742,-0.32456211051535155,-2.4625755381746934,21.336412213545206,-17.351426893053343,7.727214961464817
13,0.216671,7.309653611669279,1.6149521106052027,-1.4225906681636167,16.469086298227893,-16.992718069714737,6.325823067224075
14,0.23333800000000002,9.162400011928675,2.1116905564460198,-0.6165607015856684,12.76150531492927,-17.0686456647965,5.205486666896169
15,0.25000500000000003,11.833178397213537,1.4599396283174202,-0.12310958409623521,10.599531241170817,-17.350966363203412,4.677796593749953
