gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-9.817,-32.195,-39.268,-0.067,-0.336,-0.052
-17.5,-32.195,-45.122,-0.082,-0.371,-0.06
-25.122,-32.439,-51.463,-0.092,-0.411,-0.066
-32.256,-32.805,-58.293,-0.1,-0.444,-0.074
-37.805,-32.866,-64.817,-0.099,-0.484,-0.083
-42.744,-33.415,-71.951,-0.103,-0.506,-0.098
-46.829,-33.78,-79.451,-0.106,-0.53,-0.125
-49.512,-34.207,-87.073,-0.096,-0.546,-0.124
-51.341,-35.122,-95.061,-0.108,-0.486,-0.132
-52.561,-36.037,-103.6,-0.093,-0.477,-0.165
-51.768,-36.463,-113.05,-0.064,-0.479,-0.183
-50.854,-37.378,-122.87,-0.027,-0.467,-0.191
-48.841,-38.171,-132.74,0.02,-0.447,-0.201
-46.098,-38.293,-142.68,0.077,-0.418,-0.221
-43.537,-39.085,-153.17,0.142,-0.399,-0.242
-40.366,-39.939,-163.54,0.223,-0.376,-0.271
-35.61,-39.939,-173.41,0.322,-0.364,-0.299
-30.122,-39.634,-183.78,0.426,-0.318,-0.305
-23.78,-39.268,-194.27,0.539,-0.275,-0.294
-15.854,-38.537,-204.45,0.671,-0.205,-0.307
-9.695,-37.805,-213.9,0.856,-0.114,-0.332
-3.963,-37.927,-222.81,1.063,-0.01,-0.348
3.476,-37.073,-233.23,1.266,0.155,-0.378
11.463,-34.939,-243.6,1.48,0.313,-0.471
18.232,-32.561,-253.66,1.679,0.518,-0.604
25.549,-30.183,-263.72,1.864,0.833,-0.734
33.415,-27.134,-273.72,2.017,1.249,-0.852
42.134,-23.841,-283.11,2.139,1.736,-0.977
51.646,-19.573,-292.56,2.228,2.275,-1.102
62.012,-13.902,-302.56,2.262,2.94,-1.234
72.317,-7.561,-312.81,2.265,3.739,-1.395
83.354,-0.244,-322.62,2.18,4.282,-1.574
95.366,7.012,-330.67,2.224,5.192,-1.676
108.35,15.549,-338.96,2.08,5.18,-1.958
123.48,23.659,-347.38,1.82,5.105,-2.32
142.07,32.683,-356.95,2.014,6.049,-2.551
159.63,45.244,-368.05,1.955,5.996,-2.909
185.37,57.805,-379.45,1.803,5.691,-3.34
212.62,68.72,-391.46,1.797,5.954,-3.657
238.11,79.634,-402.5,1.832,5.974,-3.869
264.57,94.512,-411.4,1.812,5.86,-3.972
288.17,112.07,-415.43,1.799,5.782,-4.057
310.79,129.02,-411.22,1.932,5.342,-4.095
334.82,142.32,-400,2.01,5.243,-4.154
334.45,159.69,-380.31,1.962,5.133,-4.249
323.72,177.99,-352.38,1.92,4.776,-4.472
307.38,196.28,-319.39,1.837,4.487,-4.657
286.16,215.37,-291.34,1.694,4.275,-4.783
295.92,229.33,-261.52,1.488,4.035,-4.882
301.04,251.52,-237.32,1.282,3.873,-4.898
293.11,278.6,-209.51,0.965,3.629,-4.973
299.82,289.02,-166.59,0.578,3.389,-4.964
314.94,303.42,-126.77,0.26,3.18,-4.855
325.55,319.39,-86.28,-0.055,3.236,-4.677
330.85,336.77,-38.293,-0.425,3.011,-4.545
325.67,359.82,6.159,-0.748,2.602,-4.444
327.81,381.77,46.402,-1.044,2.434,-4.346
315.24,411.16,86.341,-1.363,2.537,-4.229
290.24,439.08,122.99,-1.683,2.607,-3.907
261.52,460.67,158.6,-2.144,2.417,-3.46
211.28,481.89,191.59,-2.61,2.148,-2.95
155.85,500.31,225.43,-2.983,2.081,-2.474
81.463,515.98,260.61,-3.183,2.139,-1.994
34.878,528.72,294.82,-3.302,2.095,-1.547
12.195,532.99,332.81,-3.409,2.594,-1.584
-31.829,535.06,367.56,-3.665,2.43,-1.87
-57.134,527.07,404.82,-4.665,2.546,-1.621
-79.024,518.84,442.07,-5.881,2.963,-1.448
-75.244,506.71,475.12,-7.094,3.062,-1.337
-61.22,491.16,507.62,-7.732,2.986,-1.278
-38.354,472.38,535.43,-7.439,2.395,-1.062
-2.439,454.45,554.88,-6.397,1.886,-0.6
52.561,439.39,565.18,-5.258,1.611,-0.071
118.23,431.65,563.11,-4.443,1.174,0.413
178.78,421.34,549.7,-3.845,0.729,0.77
229.15,405.37,525.98,-3.341,0.329,1.039
263.54,389.21,491.58,-2.856,-0.003,1.221
302.44,379.15,449.21,-2.381,-0.238,1.243
286.77,358.78,391.95,-2.097,-0.37,1.18
270.31,312.19,360.24,-1.936,-0.382,1.066
257.5,240.67,378.6,-1.917,-0.328,0.979
232.19,181.83,362.01,-1.899,-0.301,0.872
200.49,167.01,288.9,-1.852,-0.256,0.729
155.18,176.77,205.91,-1.768,-0.18,0.615
103.17,167.81,155.12,-1.666,-0.091,0.578
45.793,144.09,124.33,-1.521,-0.053,0.592
5,122.81,101.04,-1.343,-0.023,0.576
-10.976,108.35,84.817,-1.145,0.01,0.524
-17.744,106.1,64.878,-0.908,0.07,0.452
-19.39,105.31,40,-0.688,0.129,0.385
-8.049,96.341,37.134,-0.477,0.166,0.317
1.159,92.805,46.951,-0.281,0.192,0.223
19.146,92.317,53.72,-0.107,0.206,0.153
39.695,86.22,61.22,0.055,0.229,0.114
52.378,74.146,67.378,0.19,0.257,0.109
66.768,70.61,65.549,0.288,0.28,0.122
74.512,72.805,55.915,0.345,0.316,0.124
72.927,75.732,42.012,0.367,0.377,0.109
65.671,73.415,29.695,0.362,0.441,0.067
55.854,68.354,16.402,0.345,0.492,0.034
42.439,62.195,4.634,0.312,0.554,0.012
29.268,59.451,-9.878,0.288,0.611,-0.022
11.341,56.585,-24.817,0.286,0.657,-0.082
-7.622,52.317,-39.451,0.308,0.706,-0.148
-26.89,46.89,-53.354,0.347,0.769,-0.186
-46.159,39.268,-65.244,0.406,0.857,-0.196
-62.317,30.793,-75.732,0.458,0.937,-0.209
-75.183,20.976,-85.061,0.509,0.967,-0.253
-84.268,11.89,-93.598,0.543,1.004,-0.305
-89.512,4.085,-102.07,0.562,1.059,-0.341
-91.585,-2.317,-110.55,0.582,1.104,-0.389
-91.402,-8.415,-117.38,0.597,1.137,-0.46
-88.841,-13.902,-122.62,0.611,1.153,-0.528
-83.72,-19.695,-126.77,0.636,1.171,-0.608
-75.976,-25.732,-129.51,0.641,1.192,-0.645
-66.707,-32.439,-132.38,0.639,1.253,-0.633
-57.5,-39.024,-134.33,0.64,1.297,-0.588
-48.841,-44.695,-135.49,0.656,1.316,-0.562
-40.976,-49.939,-136.65,0.695,1.338,-0.576
-34.329,-54.939,-137.56,0.732,1.358,-0.613
-26.524,-61.585,-136.65,0.754,1.365,-0.664
-20.854,-65.793,-135.85,0.761,1.365,-0.728
-18.415,-69.878,-135.06,0.765,1.364,-0.79
-16.951,-74.817,-133.6,0.76,1.362,-0.859
-16.037,-78.902,-131.22,0.757,1.344,-0.913
-19.085,-81.829,-128.23,0.762,1.296,-0.959
-25.427,-83.598,-124.76,0.782,1.257,-0.998
-32.683,-83.354,-119.88,0.826,1.24,-1.008
-39.451,-83.232,-113.96,0.884,1.22,-1.003
-47.317,-85.061,-110.55,0.917,1.18,-0.977
-53.049,-85.671,-107.26,0.973,1.181,-0.936
-58.171,-85.549,-105.18,1.016,1.18,-0.834
-64.756,-84.878,-103.54,1.074,1.186,-0.728
