gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
20.244,5.854,-77.683,0.625,0.304,0.257
22.012,8.11,-78.293,0.639,0.29,0.248
24.085,9.939,-78.841,0.673,0.276,0.226
27.317,12.012,-79.512,0.716,0.246,0.195
30.915,14.207,-79.817,0.763,0.214,0.169
34.207,16.707,-79.817,0.819,0.203,0.156
38.902,19.634,-80.305,0.877,0.208,0.147
44.512,22.866,-80.793,0.93,0.242,0.135
51.098,26.22,-81.341,0.98,0.318,0.126
58.537,29.573,-82.012,1.021,0.401,0.115
66.768,33.293,-83.171,1.078,0.471,0.095
75.915,37.5,-84.573,1.146,0.552,0.075
86.098,41.951,-86.341,1.206,0.647,0.052
97.561,46.646,-88.537,1.251,0.794,0.021
109.82,51.768,-91.402,1.267,1.014,-0.02
122.87,56.646,-95.244,1.261,1.216,-0.059
137.81,62.073,-99.817,1.256,1.368,-0.115
154.15,68.049,-105.31,1.263,1.499,-0.214
171.4,74.451,-111.46,1.295,1.715,-0.38
189.02,80.488,-118.54,1.322,2.026,-0.612
207.38,86.28,-126.34,1.35,2.395,-0.874
225.98,91.951,-134.94,1.371,2.713,-1.136
245.12,97.561,-144.88,1.439,2.976,-1.453
265.61,103.17,-156.52,1.537,3.274,-1.817
286.95,108.78,-169.94,1.599,3.578,-2.197
309.94,113.78,-184.88,1.578,3.863,-2.568
333.72,117.68,-200.43,1.549,4.048,-2.892
358.48,121.04,-215.91,1.562,4.174,-3.217
385.31,123.9,-230.98,1.605,4.177,-3.504
416.1,126.65,-245.85,1.706,4.155,-3.745
449.69,129.15,-259.82,1.764,3.992,-3.825
485.24,130.12,-271.34,1.836,3.799,-3.833
523.11,128.9,-279.08,1.933,3.572,-3.737
564.21,126.89,-282.26,2.012,3.218,-3.597
606.95,125.18,-282.07,2.134,2.908,-3.489
652.01,124.33,-278.96,2.129,2.703,-3.382
697.74,123.96,-271.71,2.081,2.401,-3.279
742.87,125.24,-259.02,1.997,2.119,-3.21
785.61,128.78,-241.34,1.843,1.787,-3.153
824.57,133.35,-220.18,1.677,1.374,-3.089
853.78,140.79,-197.62,1.473,1.039,-3.067
869.02,153.6,-175.49,1.262,0.749,-3.048
868.66,170.55,-153.96,1.032,0.58,-3.022
840.91,192.38,-133.84,0.784,0.45,-2.973
790.85,218.11,-117.01,0.563,0.417,-2.915
718.78,250.12,-98.537,0.393,0.357,-2.86
627.62,285.12,-80.793,0.27,0.269,-2.832
519.15,322.68,-66.22,0.124,0.4,-2.87
400.18,360.98,-52.805,-0.082,0.624,-2.964
276.16,400.37,-37.927,-0.346,0.837,-3.065
160.49,442.5,-21.28,-0.604,0.947,-3.108
55.061,483.11,-2.134,-0.889,0.942,-3.147
-32.073,519.76,21.402,-1.098,0.924,-3.174
-93.72,552.74,49.085,-1.395,0.921,-3.112
-131.4,581.28,80.183,-1.775,1.036,-2.913
-143.05,604.76,113.42,-2.153,1.233,-2.6
-132.81,622.56,148.29,-2.472,1.471,-2.334
-102.44,635.06,182.74,-2.641,1.72,-2.299
-59.512,642.74,215.24,-2.96,1.856,-2.208
-10.488,647.87,245.06,-3.493,1.807,-1.905
41.463,651.65,273.96,-4.132,1.618,-1.547
89.268,654.82,297.62,-4.675,1.312,-1.51
132.07,655.61,313.23,-4.919,1.009,-1.737
165.73,653.6,323.23,-4.925,0.598,-1.866
189.51,649.02,326.1,-4.622,0.243,-2.015
206.34,643.17,324.63,-4.314,-0.196,-2.156
215.91,633.96,320.98,-3.966,-0.508,-2.104
217.81,620.85,314.76,-3.589,-0.632,-1.757
210.06,602.26,304.45,-3.145,-0.579,-1.258
193.11,578.23,287.5,-2.656,-0.441,-0.758
164.82,551.95,264.21,-2.252,-0.208,-0.251
128.9,521.34,238.48,-1.998,0.129,0.23
85.122,484.15,215.73,-1.808,0.505,0.61
39.512,446.1,197.87,-1.69,0.852,0.848
-5.305,405.31,180.55,-1.6,1.131,0.934
-46.585,356.52,163.9,-1.524,1.363,0.923
-83.11,299.21,150,-1.475,1.543,0.835
-105.98,230.24,141.04,-1.427,1.686,0.636
-110.49,163.29,132.44,-1.333,1.611,0.408
-92.988,101.22,124.15,-1.233,1.444,0.143
-52.439,45.122,112.62,-1.117,1.286,-0.119
10.549,-2.866,97.988,-0.973,1.065,-0.347
85.183,-36.159,80.976,-0.794,0.78,-0.494
163.54,-56.159,63.78,-0.564,0.5,-0.559
234.21,-63.841,48.232,-0.327,0.302,-0.59
287.07,-62.5,34.39,-0.115,0.187,-0.59
315.55,-56.463,21.402,0.07,0.18,-0.583
315.55,-48.476,9.878,0.206,0.257,-0.573
287.81,-41.28,-0.549,0.284,0.398,-0.577
238.78,-37.195,-8.11,0.322,0.589,-0.593
172.99,-37.927,-14.39,0.345,0.771,-0.667
