gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
25.915,0.427,-66.402,0.875,-0.34,-0.075
32.805,2.744,-72.805,0.93,-0.329,-0.092
39.207,5.305,-79.817,1.009,-0.333,-0.125
45.366,8.11,-87.317,1.091,-0.343,-0.151
51.098,11.707,-95.305,1.174,-0.353,-0.179
57.195,15.671,-103.96,1.259,-0.346,-0.192
64.207,20.061,-113.29,1.347,-0.345,-0.205
72.134,25.183,-123.05,1.422,-0.327,-0.248
80.976,30.793,-133.23,1.446,-0.321,-0.285
91.098,36.768,-143.66,1.442,-0.281,-0.346
102.62,42.988,-154.21,1.426,-0.177,-0.443
115.92,49.939,-164.88,1.365,-0.137,-0.526
131.04,57.439,-175.55,1.275,-0.137,-0.563
148.17,64.634,-187.01,1.172,0.118,-0.646
167.68,71.829,-199.02,1.017,0.549,-0.744
189.45,79.329,-211.4,0.804,1.188,-0.875
213.84,87.439,-224.63,0.511,1.981,-0.98
240.18,96.037,-238.66,0.201,2.976,-1.139
267.56,104.76,-252.93,-0.058,3.928,-1.334
296.1,112.56,-267.56,-0.243,4.812,-1.553
326.65,119.94,-281.83,-0.361,5.532,-1.773
359.27,127.87,-295.85,-0.335,6.001,-2.158
393.6,134.15,-309.76,-0.206,6.296,-2.621
429.08,141.34,-322.87,-0.133,6.456,-2.968
465.49,145.79,-335.98,-0.017,6.553,-3.283
501.77,145.79,-348.54,0.236,6.515,-3.529
539.39,151.28,-360.37,0.512,6.243,-3.664
576.16,157.99,-372.87,0.744,5.842,-3.742
617.56,161.28,-383.05,1.016,5.346,-3.759
659.21,162.13,-388.78,1.245,4.8,-3.656
702.38,162.01,-393.29,1.509,4.268,-3.539
741.71,157.74,-392.93,1.665,3.725,-3.405
776.1,152.44,-391.95,1.671,3.223,-3.28
800.98,148.6,-394.15,1.589,2.789,-3.184
816.89,144.51,-391.71,1.475,2.406,-3.073
821.65,143.48,-375.61,1.373,2.098,-2.97
810.49,148.11,-348.17,1.226,1.879,-2.846
784.21,161.4,-312.07,1.032,1.666,-2.68
738.41,177.38,-268.78,0.86,1.474,-2.5
673.6,195.67,-224.69,0.725,1.34,-2.379
595.85,220.24,-180.55,0.553,1.266,-2.319
504.21,245.24,-139.21,0.382,1.175,-2.295
406.46,272.5,-100.98,0.151,1.346,-2.28
308.48,303.66,-65.427,-0.083,1.473,-2.271
213.78,337.68,-30.61,-0.278,1.512,-2.276
127.19,373.72,5.488,-0.476,1.56,-2.282
53.659,408.78,42.073,-0.645,1.575,-2.271
-0.305,442.5,78.415,-0.78,1.553,-2.25
-34.39,472.19,113.84,-0.917,1.52,-2.177
-49.634,497.74,147.87,-1.004,1.476,-2.12
-47.5,519.7,180.43,-1.035,1.524,-2.125
-33.049,538.35,211.77,-1.119,1.657,-2.26
-9.146,554.76,242.62,-1.346,1.788,-2.432
20.061,569.88,272.81,-1.705,1.811,-2.483
50.793,583.9,302.93,-2.094,1.637,-2.402
82.439,595.18,336.52,-2.346,1.488,-2.325
107.19,604.63,362.01,-2.504,1.394,-2.364
125.98,612.2,382.13,-2.596,1.35,-2.555
139.88,619.57,400.55,-2.906,1.451,-2.559
147.74,624.7,415.24,-3.401,1.572,-2.306
149.33,627.26,424.88,-3.91,1.418,-1.958
147.62,628.41,433.66,-4.086,0.979,-1.7
142.38,626.52,440.79,-3.865,0.521,-1.429
134.27,621.95,445.24,-3.432,0.243,-1.195
122.38,614.33,447.87,-2.983,0.091,-1.119
106.83,603.6,448.17,-2.661,-0.03,-1.062
91.402,588.23,445.79,-2.423,-0.042,-0.921
76.585,567.01,438.78,-2.181,0.017,-0.768
69.878,540.37,428.96,-1.915,0.008,-0.581
65.671,510.06,414.88,-1.679,0.047,-0.391
64.085,475.79,398.72,-1.515,0.116,-0.208
