gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-54.451,-35.732,14.146,0.66,0.242,-0.078
-52.073,-37.683,18.963,0.626,0.2,-0.092
-48.72,-39.329,23.171,0.584,0.163,-0.116
-44.756,-40.61,26.524,0.537,0.122,-0.13
-40.122,-41.585,29.695,0.475,0.081,-0.137
-35.061,-42.378,32.683,0.417,0.046,-0.146
-30,-42.988,35.366,0.37,0.022,-0.152
-25.671,-43.476,37.561,0.331,-0.014,-0.158
-21.098,-43.963,39.451,0.286,-0.051,-0.161
-17.683,-43.902,40.549,0.241,-0.09,-0.156
-14.512,-43.72,41.707,0.191,-0.132,-0.152
-12.622,-43.841,42.256,0.142,-0.178,-0.146
-12.622,-43.415,41.829,0.099,-0.227,-0.143
-12.378,-43.354,41.098,0.051,-0.272,-0.14
-13.476,-42.683,39.939,-0.002,-0.306,-0.14
-15.427,-41.402,38.78,-0.067,-0.336,-0.142
-17.927,-40.183,37.195,-0.134,-0.388,-0.139
-21.22,-38.963,34.939,-0.198,-0.437,-0.144
-25.366,-37.622,32.073,-0.268,-0.479,-0.153
-29.573,-36.585,28.354,-0.324,-0.519,-0.17
-34.573,-35.305,24.085,-0.372,-0.563,-0.182
-39.878,-34.451,18.902,-0.406,-0.605,-0.188
-45.305,-33.72,12.927,-0.406,-0.645,-0.207
-50.61,-33.11,6.22,-0.397,-0.67,-0.214
-55.732,-32.744,-1.28,-0.383,-0.695,-0.224
-60.61,-32.622,-9.573,-0.35,-0.713,-0.227
-65.366,-33.11,-18.293,-0.313,-0.738,-0.235
-69.39,-34.024,-27.195,-0.28,-0.751,-0.248
-73.659,-35.915,-36.159,-0.262,-0.744,-0.274
-77.256,-38.293,-44.451,-0.257,-0.731,-0.277
-78.415,-39.634,-53.659,-0.262,-0.717,-0.275
-79.329,-41.159,-63.598,-0.272,-0.698,-0.285
-79.756,-42.805,-73.659,-0.291,-0.679,-0.295
-79.512,-46.037,-84.512,-0.306,-0.66,-0.291
-78.232,-50.549,-96.098,-0.306,-0.634,-0.292
-76.28,-52.195,-107.99,-0.287,-0.612,-0.295
-72.317,-51.585,-121.16,-0.254,-0.584,-0.297
-67.317,-53.049,-134.88,-0.215,-0.555,-0.303
-62.134,-55.671,-149.63,-0.161,-0.528,-0.306
-55.732,-58.476,-166.22,-0.091,-0.486,-0.314
-46.951,-60.793,-183.66,0.013,-0.438,-0.325
