gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-3.415,3.415,-17.988,0.874,0.597,0.252
-1.28,4.146,-19.207,0.904,0.546,0.251
0.488,5.915,-19.512,0.915,0.538,0.216
1.037,7.378,-19.207,0.884,0.536,0.27
0.183,9.817,-14.817,0.884,0.491,0.282
0.122,13.11,-13.293,0.881,0.469,0.337
2.439,12.683,-14.634,0.855,0.442,0.36
1.89,20.183,-16.341,0.865,0.402,0.288
3.171,27.439,-11.89,0.888,0.389,0.234
8.963,17.5,-13.659,0.895,0.403,0.255
11.037,11.585,-17.622,0.805,0.4,0.196
11.22,10.732,-15.61,0.741,0.381,0.133
8.598,8.598,-12.012,0.839,0.331,0.103
5.671,6.89,-9.756,0.864,0.314,0.125
2.561,6.768,-7.073,0.785,0.326,0.14
4.939,4.817,-6.28,0.723,0.267,0.015
2.866,6.22,-4.817,0.663,0.278,-0.012
-3.841,7.439,-0.183,0.617,0.307,-0.05
-3.293,6.89,-1.463,0.613,0.307,-0.062
-5.061,6.585,-1.768,0.623,0.265,-0.026
-7.439,4.817,-1.524,0.524,0.25,-0.044
-9.146,1.402,-1.89,0.427,0.268,-0.076
-15.427,-1.341,-1.341,0.407,0.262,-0.108
-19.268,-3.537,-1.159,0.35,0.277,-0.134
-22.439,-3.659,0.488,0.279,0.272,-0.19
-24.024,-5.122,-0.549,0.186,0.271,-0.208
-29.085,-9.634,-3.598,0.154,0.289,-0.199
-35.732,-11.037,-2.866,0.12,0.168,-0.248
-42.927,-11.524,-2.134,0.006,0.182,-0.249
-46.768,-11.89,-2.561,-0.11,0.168,-0.317
-49.695,-12.5,-3.232,-0.157,0.099,-0.338
-56.037,-14.756,-4.024,-0.211,0.109,-0.338
-59.39,-17.744,-6.28,-0.336,0.059,-0.395
-65.488,-19.634,-9.939,-0.426,0.073,-0.239
-67.256,-17.927,-11.341,-0.472,0.042,-0.271
-69.329,-19.329,-13.78,-0.525,-0.119,-0.225
-72.744,-22.378,-17.866,-0.602,-0.167,-0.427
-74.817,-23.902,-20.305,-0.631,-0.179,-0.433
-74.756,-25,-23.537,-0.67,-0.344,-0.544
-73.72,-25.854,-26.402,-0.771,-0.27,-0.485
-76.159,-28.902,-34.268,-0.737,-0.263,-0.463
-69.024,-31.402,-40.244,-0.626,-0.506,-0.525
-70.183,-31.768,-45.122,-0.698,-0.44,-0.458
