gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-19.756,-3.841,18.659,0.556,-0.025,-0.244
-19.512,-7.561,20.549,0.532,-0.025,-0.247
-19.329,-10.488,22.5,0.528,-0.007,-0.247
-18.598,-12.988,24.451,0.504,0.011,-0.251
-17.439,-15.793,26.098,0.468,0.022,-0.256
-16.524,-19.024,27.5,0.468,0.02,-0.268
-15.366,-21.768,28.78,0.472,0.03,-0.28
-13.476,-22.5,29.817,0.473,0.049,-0.282
-10.488,-22.988,30.305,0.476,0.068,-0.288
-7.134,-24.268,30.671,0.478,0.083,-0.302
-3.902,-25.122,30.793,0.5,0.101,-0.321
0.061,-25.244,30.366,0.525,0.133,-0.328
4.634,-24.451,30,0.534,0.169,-0.329
8.902,-23.902,29.451,0.528,0.195,-0.338
14.329,-24.024,28.293,0.549,0.219,-0.329
21.585,-24.146,26.707,0.58,0.257,-0.319
27.073,-22.744,25,0.605,0.292,-0.303
31.159,-19.878,22.622,0.648,0.321,-0.296
36.829,-14.268,19.451,0.707,0.368,-0.301
42.622,-6.28,16.646,0.791,0.411,-0.312
46.463,0.061,13.476,0.904,0.426,-0.314
48.049,7.012,9.024,1.015,0.443,-0.323
49.268,15.793,3.963,1.156,0.487,-0.321
47.5,25.549,-1.646,1.305,0.522,-0.31
40.549,34.939,-8.11,1.419,0.52,-0.292
32.195,45.305,-15.915,1.53,0.509,-0.222
23.049,56.159,-25.61,1.663,0.476,-0.141
10.671,65.671,-35.976,1.802,0.401,-0.052
-5.427,77.927,-45.671,1.923,0.305,0.015
-27.378,100,-54.756,2.055,0.263,0.097
-49.634,124.45,-62.378,2.207,0.205,0.202
-68.354,149.33,-65.732,2.377,0.047,0.271
-87.683,177.62,-68.354,2.59,-0.211,0.312
-108.35,210.91,-71.28,2.919,-0.526,0.375
-135.43,239.21,-64.695,3.173,-0.667,0.508
-152.26,261.04,-49.146,3.376,-0.84,0.578
-168.66,281.95,-31.646,3.586,-1.151,0.627
-197.44,311.83,-31.402,3.803,-1.511,0.567
-237.32,341.58,-39.146,4.028,-1.875,0.419
-243.72,360.98,-25.122,4.226,-1.979,0.337
-262.44,372.56,-17.012,4.295,-2.076,0.219
-281.1,370.85,-22.073,4.479,-2.239,0.115
-305.43,375,-31.28,4.376,-2.228,0.093
-316.16,380.49,-34.085,4.333,-1.986,-0.025
-325,382.07,-39.695,4.227,-2.032,-0.197
-340.61,380,-48.293,4.042,-1.865,-0.257
-362.74,383.48,-63.354,3.969,-1.721,-0.488
-384.94,373.96,-69.817,3.926,-1.535,-0.691
-407.26,367.99,-85.244,3.816,-1.381,-0.831
-435.55,358.11,-108.9,3.64,-1.189,-0.901
-469.88,349.82,-129.82,3.504,-1.017,-0.98
-511.28,351.16,-162.56,3.313,-0.768,-0.97
-558.66,352.81,-194.88,3.202,-0.625,-1.017
-606.71,360.06,-230.24,2.982,-0.559,-0.955
-662.2,369.51,-263.84,2.876,-0.336,-0.983
-726.34,377.32,-296.34,2.565,-0.196,-1.074
-806.1,389.27,-334.33,2.309,-0.092,-1.156
-906.1,414.88,-373.6,1.922,0.005,-1.308
-1010.5,454.45,-404.94,1.495,0.035,-1.491
-1131.9,497.38,-421.46,0.948,0.126,-1.697
-1268.8,544.33,-431.34,0.353,0.297,-1.84
-1372.5,656.71,-439.94,-0.136,0.473,-1.776
-1358.2,970.3,-427.68,-0.502,0.607,-1.598
-1308,1141.2,-347.07,-0.94,0.635,-1.472
-1338.8,876.65,-342.07,-2.083,0.655,-1.066
-1317.6,388.84,-365.06,-3.971,0.825,-0.257
-1183,287.81,-353.48,-3.524,1.124,0.878
-1024.8,279.51,-258.29,-6.573,-0.253,0.72
-794.88,211.1,-258.66,-14.87,-1.382,1.316
-554.94,127.44,-237.32,-16,0.803,2.288
-329.45,3.171,-126.89,-10.87,3.11,3.943
-88.11,-167.13,18.78,-5.825,2.913,2.746
160.61,-301.65,155.85,-5.378,2.824,0.443
392.81,-388.42,246.28,-4.453,1.089,-1.379
583.66,-355.79,269.02,-4.661,-1.396,-2.06
766.1,-194.88,272.81,-5.506,-3.467,-2.6
852.87,-102.62,348.48,-5.051,-4.24,-2.686
779.45,-149.15,320.37,-4.72,-3.901,-2.208
690.67,-146.65,159.21,-3.899,-3.57,-1.239
620.3,-127.74,53.293,-1.652,-4.582,0.282
571.22,-119.76,-17.195,0.242,-4.491,1.832
500.18,-93.232,-43.232,-1.606,0.282,1.435
402.62,-83.293,-34.573,-1.118,1.898,1.183
296.52,-81.768,-11.28,0.537,-0.902,0.787
205.06,-63.232,10.854,0.23,-0.607,-0.499
126.04,-31.22,19.939,0.167,-1.5,-1.021
55.427,-5.427,13.537,0.052,-1.738,-1.026
1.768,9.573,4.512,-0.107,-1.305,-0.753
-32.744,14.817,4.695,0.175,-1.19,-0.3
-51.707,12.317,14.451,0.508,-1.008,0.312
-52.927,2.073,29.085,0.485,-0.576,0.764
