gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-71.585,-0.061,-7.988,0.612,0.021,-0.049
-75.976,-1.89,-7.012,0.582,0.033,-0.063
-79.695,-2.012,-6.341,0.556,0.044,-0.068
-82.744,-2.561,-5.61,0.523,0.06,-0.074
-84.451,-3.598,-4.573,0.495,0.077,-0.078
-84.634,-4.878,-3.293,0.471,0.091,-0.079
-83.598,-6.22,-2.073,0.468,0.114,-0.067
-81.585,-7.744,-0.793,0.454,0.138,-0.083
-77.683,-9.939,0.732,0.443,0.173,-0.102
-72.622,-12.195,2.073,0.436,0.211,-0.115
-66.098,-14.024,3.537,0.43,0.246,-0.131
-58.598,-16.22,5.366,0.424,0.286,-0.142
-50,-18.293,7.378,0.418,0.345,-0.165
-40.183,-20.244,9.634,0.414,0.411,-0.168
-29.756,-21.768,12.073,0.406,0.466,-0.169
-19.146,-22.5,14.146,0.414,0.509,-0.174
-7.988,-22.5,15.793,0.425,0.547,-0.174
4.573,-22.134,16.768,0.432,0.571,-0.178
17.561,-21.22,16.768,0.446,0.58,-0.178
30,-19.573,15.549,0.482,0.565,-0.168
41.037,-16.707,12.866,0.547,0.541,-0.176
51.098,-13.232,8.841,0.636,0.512,-0.178
59.085,-8.354,3.72,0.754,0.48,-0.165
62.744,-1.28,-1.585,0.903,0.451,-0.159
62.561,8.354,-7.195,1.053,0.414,-0.169
57.927,20.61,-12.5,1.201,0.375,-0.173
50,34.146,-17.561,1.331,0.332,-0.162
38.78,49.512,-20.732,1.517,0.243,-0.162
24.024,68.293,-22.805,1.682,0.182,-0.096
1.707,90.976,-25.793,1.873,0.093,0
-21.159,114.33,-25.976,2.096,-0.035,0.098
-46.037,141.77,-22.012,2.347,-0.196,0.181
-74.207,172.19,-15.732,2.658,-0.367,0.289
-101.22,200.85,-7.134,2.967,-0.559,0.388
-128.11,225.67,-1.829,3.27,-0.78,0.512
-150.98,249.15,2.134,3.549,-1.007,0.596
-172.32,274.57,7.134,3.817,-1.263,0.61
-195.98,300.24,10.671,4.077,-1.503,0.551
-217.93,322.13,13.049,4.293,-1.707,0.465
-241.46,339.45,12.5,4.479,-1.873,0.35
-268.42,355,10.732,4.68,-2.029,0.185
-288.05,364.69,8.963,4.808,-2.122,0.084
-310.18,370,6.341,4.885,-2.121,-0.006
-329.88,372.32,3.415,4.897,-2.026,-0.063
-345.85,371.16,-4.146,4.805,-1.891,-0.115
