gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-19.268,4.939,6.951,0.522,0.066,0.004
-15.915,4.878,8.537,0.522,0.042,-0.016
-12.866,4.207,10.366,0.514,0.019,-0.04
-10.366,2.744,12.073,0.504,0.021,-0.079
-8.537,1.89,13.72,0.505,0.038,-0.114
-5.61,1.951,15.366,0.502,0.04,-0.146
-2.622,1.22,16.89,0.498,0.035,-0.188
-1.098,-0.732,18.476,0.489,0.033,-0.201
-0.427,-2.683,20.183,0.499,0.052,-0.211
0.427,-3.963,21.341,0.501,0.091,-0.223
0.854,-5.183,22.5,0.501,0.121,-0.231
-0.305,-6.28,23.659,0.503,0.128,-0.255
-0.671,-7.012,24.268,0.518,0.137,-0.286
-0.549,-7.256,24.817,0.538,0.178,-0.311
-1.402,-8.11,25.305,0.562,0.212,-0.337
-2.195,-8.293,25.915,0.586,0.239,-0.358
-1.159,-8.293,25.854,0.608,0.292,-0.378
0.427,-8.659,26.524,0.635,0.333,-0.387
0.549,-5.793,25.915,0.66,0.35,-0.391
1.159,-8.537,23.598,0.713,0.376,-0.382
7.622,-9.268,21.768,0.778,0.385,-0.382
11.341,-7.073,19.695,0.847,0.335,-0.39
17.439,-5.061,15.915,0.963,0.307,-0.425
21.646,-2.805,12.439,0.98,0.347,-0.332
27.5,2.195,7.927,1.071,0.305,-0.374
33.232,15.427,3.232,1.212,0.238,-0.329
35.671,33.11,-0.854,1.332,0.207,-0.317
33.659,49.573,-6.037,1.479,0.144,-0.304
30.732,65.305,-11.585,1.654,0.134,-0.25
29.939,81.951,-15.488,1.891,0.093,-0.176
24.817,103.23,-18.476,2.098,-0.033,-0.115
15.305,132.13,-20.915,2.226,-0.178,0.011
6.646,163.05,-22.927,2.372,-0.274,0.126
-10.488,195.85,-23.11,2.58,-0.375,0.208
-31.524,227.68,-23.293,2.847,-0.563,0.242
-53.049,259.15,-26.89,3.2,-0.8,0.319
-77.683,291.77,-24.329,3.477,-0.979,0.395
-110.06,318.96,-18.72,3.691,-1.178,0.413
-145.85,341.34,-13.293,3.919,-1.379,0.407
-181.83,360.06,-10.671,4.149,-1.54,0.379
-216.71,376.83,-10.305,4.281,-1.792,0.346
-241.22,390.73,-8.354,4.263,-1.985,0.356
-288.78,408.84,-9.634,4.316,-2.034,0.362
-331.28,418.17,-10,4.363,-1.994,0.296
-371.65,414.82,-19.512,4.37,-1.893,0.19
-406.34,422.26,-37.683,4.306,-1.794,0.06
-436.04,417.26,-42.5,4.229,-1.691,-0.132
-458.35,405.61,-46.951,4.179,-1.617,-0.263
-480.37,387.93,-52.134,4.091,-1.501,-0.448
-499.69,369.51,-53.11,3.956,-1.333,-0.558
-532.56,363.72,-67.317,3.822,-1.105,-0.661
-557.68,356.89,-85.427,3.625,-0.767,-0.562
-584.27,352.74,-107.87,3.502,-0.495,-0.725
-610.24,358.05,-135.37,3.515,-0.343,-0.733
-636.04,362.56,-168.66,3.257,-0.113,-0.693
-661.77,370.67,-207.19,3.216,-0.048,-0.923
-689.51,381.28,-250.37,3.18,-0.089,-1.115
-728.05,393.42,-298.54,2.93,-0.036,-1.229
-785.12,409.02,-353.11,2.586,-0.092,-1.453
-861.71,428.84,-402.32,2.134,-0.105,-1.681
-953.84,452.74,-434.82,1.538,-0.041,-1.861
-1061.6,488.66,-445.92,0.894,0.221,-1.974
-1156.6,553.54,-443.29,0.376,0.381,-1.926
-1201,694.51,-424.76,-0.027,0.401,-1.767
-1174.3,953.6,-356.1,-0.599,0.32,-1.413
-1173.8,892.68,-276.22,-1.48,0.295,-0.782
-1189.3,612.2,-310.61,-2.979,0.123,0.076
-1118.2,500.98,-238.41,-4.651,0.038,0.89
-977.13,412.26,-175.18,-4.086,0.324,1.559
-811.77,314.08,-213.35,-9.533,-0.871,1.417
-614.57,239.94,-222.56,-16,-0.35,2.457
-419.88,143.29,-187.19,-13.098,1.528,4.372
-227.81,-36.585,-70.366,-8.911,2.683,3.48
-34.39,-172.44,78.11,-6.831,3.48,1.948
155.91,-242.38,167.99,-4.886,1.934,0.033
333.48,-319.63,222.74,-4.89,0.771,-0.857
498.66,-380.24,258.17,-5.747,-0.772,-1.672
649.27,-351.95,247.32,-5.195,-2.852,-2.547
741.77,-262.13,177.32,-4.759,-3.494,-2.425
711.34,-215.73,176.1,-4.179,-2.841,-1.783
685,-171.77,169.15,-3.566,-2.977,-1.387
669.33,-128.78,71.341,-2.681,-2.968,-0.543
603.23,-103.54,2.927,-1.686,-2.563,0.571
