gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
31.402,24.817,17.012,1.057,0.202,0.192
34.085,25.61,17.927,1.07,0.2,0.233
37.195,26.585,18.72,1.099,0.201,0.287
40.549,27.805,19.634,1.134,0.201,0.325
43.659,29.146,20.671,1.178,0.187,0.341
46.768,30.122,21.524,1.218,0.14,0.363
49.512,31.037,22.317,1.262,0.094,0.401
52.256,31.951,22.805,1.319,0.066,0.459
54.512,32.805,22.805,1.383,0.038,0.521
56.159,33.78,22.683,1.462,-0.01,0.572
57.439,34.756,22.439,1.558,-0.068,0.643
58.415,35.854,22.195,1.64,-0.112,0.707
58.598,37.073,21.646,1.717,-0.15,0.77
58.354,38.537,20.854,1.781,-0.166,0.824
57.927,40.549,19.695,1.842,-0.175,0.862
57.378,42.622,18.232,1.892,-0.22,0.903
56.646,44.634,16.707,1.975,-0.333,0.986
54.878,47.927,14.817,1.979,-0.204,0.959
53.415,50.976,12.988,2.047,-0.29,1.029
53.11,53.415,10.915,2.065,-0.311,1.062
53.232,55.915,9.024,2.08,-0.214,1.137
52.561,58.049,6.524,2.118,-0.223,1.17
52.256,59.817,3.72,2.165,-0.219,1.17
53.537,61.768,1.159,2.222,-0.231,1.112
57.073,63.902,-1.768,2.323,-0.215,1.039
60.793,66.951,-4.817,2.421,-0.255,0.979
64.695,69.878,-8.415,2.467,-0.137,0.918
69.573,73.354,-12.378,2.497,-0.002,0.875
74.756,76.22,-16.707,2.505,-0.2,0.934
80.549,78.415,-21.098,2.477,-0.029,0.895
87.5,80.793,-25.732,2.455,-0.049,0.862
100.24,86.768,-30.061,2.45,0.174,0.781
97.012,83.171,-36.22,2.37,0.04,0.753
97.561,84.756,-42.073,2.353,0.321,0.731
101.04,84.451,-48.476,2.255,0.283,0.647
94.024,85.854,-55.305,2.152,0.411,0.631
86.646,86.037,-62.744,2.072,0.341,0.622
79.939,86.037,-71.585,2.001,0.826,0.589
71.89,84.451,-81.159,1.808,0.736,0.557
64.512,83.537,-91.524,1.679,0.761,0.537
72.317,86.402,-101.4,1.556,0.86,0.467
51.951,82.866,-112.56,1.408,0.932,0.41
44.573,81.402,-121.52,1.303,0.971,0.341
37.988,85.793,-130.98,1.19,1.021,0.274
41.768,86.341,-138.78,1.021,1.114,0.249
32.317,83.659,-146.1,0.845,1.15,0.259
27.561,78.354,-151.46,0.632,1.171,0.273
28.354,76.768,-157.74,0.421,1.285,0.247
19.756,76.341,-165.31,0.244,1.413,0.239
16.707,62.988,-170.67,0.096,2.035,0.057
