gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
5.671,35.305,21.585,1.27,-0.204,0.818
3.171,35.976,21.463,1.369,-0.125,0.836
-0.793,36.341,21.951,1.456,-0.055,0.838
-4.39,36.341,22.561,1.565,0.064,0.828
-6.463,35.793,22.256,1.666,0.178,0.815
-7.683,35.183,20.854,1.809,0.333,0.811
-7.012,34.634,18.293,1.881,0.42,0.782
-4.634,34.207,14.939,2.035,0.567,0.742
-0.732,34.085,9.817,2.149,0.721,0.672
3.11,34.634,5.305,2.313,0.842,0.57
7.744,36.22,0.793,2.428,0.979,0.477
14.573,38.598,-6.28,2.517,1.062,0.405
21.463,42.195,-11.951,2.6,1.108,0.348
28.659,46.646,-19.024,2.693,1.134,0.309
37.866,51.524,-26.89,2.772,1.166,0.308
47.256,56.829,-34.024,2.726,1.195,0.288
56.463,61.707,-41.28,2.716,1.191,0.249
66.402,65.732,-48.232,2.784,1.157,0.241
76.646,68.72,-52.805,2.851,1.087,0.259
88.171,71.098,-56.585,2.811,0.995,0.283
97.073,72.561,-61.402,2.747,0.892,0.314
108.05,71.768,-65.305,2.532,0.822,0.302
118.17,70.244,-68.72,2.4,0.769,0.33
127.87,68.598,-70.122,2.274,0.676,0.342
138.54,66.951,-70.183,2.115,0.624,0.321
150.55,65.549,-72.927,1.939,0.548,0.304
163.05,63.902,-75.915,1.774,0.494,0.285
174.82,62.988,-75.305,1.604,0.445,0.259
187.81,63.354,-72.256,1.433,0.422,0.257
202.07,64.756,-68.963,1.235,0.391,0.267
216.4,62.744,-62.744,1.05,0.351,0.286
229.27,60.976,-52.439,0.894,0.281,0.3
240.06,63.659,-42.622,0.854,0.265,0.339
250.06,69.817,-30.549,0.579,0.304,0.316
261.1,78.841,-16.951,0.269,0.281,0.27
271.89,88.841,-4.146,-0.085,0.319,0.269
279.76,95.549,13.841,-0.416,0.398,0.31
287.07,104.33,31.585,-0.852,0.33,0.303
293.11,113.96,49.634,-1.224,0.299,0.348
296.89,123.42,68.902,-1.618,0.283,0.408
298.54,133.6,87.134,-1.994,0.27,0.407
296.95,144.88,105.31,-2.216,0.296,0.373
293.11,157.26,121.95,-2.289,0.264,0.438
287.87,170.49,137.38,-2.404,-0.014,0.501
279.82,185.73,151.59,-2.659,-0.218,0.519
271.83,202.26,164.88,-2.921,-0.209,0.583
261.52,227.99,181.83,-3.149,-0.088,0.691
247.68,261.65,192.81,-3.353,-0.104,0.701
231.46,292.87,204.27,-3.481,-0.094,0.575
215.37,318.96,221.59,-3.442,-0.073,0.475
193.9,343.78,238.72,-3.412,-0.222,0.404
171.1,363.96,249.21,-3.252,0.094,0.41
149.69,376.95,261.22,-3,0.21,0.477
130.43,384.15,271.95,-2.787,0.127,0.578
107.44,387.01,275.37,-2.569,-0.046,0.699
83.415,382.99,276.34,-2.32,-0.203,0.872
61.951,375.43,281.4,-2.082,-0.274,1.155
51.646,377.26,287.19,-1.84,-0.198,1.424
58.293,384.02,295.85,-1.47,0.152,1.207
74.085,383.72,305.61,-0.86,0.626,0.422
88.537,376.95,315.18,-0.12,0.549,0.004
100.67,364.88,320.37,0.399,0.359,0.125
115.67,346.28,320.31,0.704,0.175,0.319
123.9,319.02,319.69,0.831,0.023,0.605
138.41,294.27,307.68,0.818,0.129,0.901
148.29,262.44,298.11,0.358,-0.115,1.054
140.98,230.49,288.17,-0.197,-0.421,1.157
127.01,201.59,270.37,-0.493,-0.458,1.16
114.82,168.17,253.96,-0.537,-0.261,1.004
106.34,127.38,235.61,-0.417,-0.126,0.774
95.854,81.707,209.76,-0.305,-0.037,0.621
75.915,31.159,180.67,-0.272,0.18,0.555
33.537,-24.024,148.96,-0.25,0.333,0.57
-25.305,-67.683,98.232,-0.248,0.468,0.636
-74.512,-92.134,53.78,-0.253,0.597,0.709
-116.65,-95.427,22.683,-0.266,0.679,0.794
-152.13,-93.415,-12.134,-0.304,0.712,0.855
-164.76,-85.122,-59.573,-0.341,0.739,0.918
-165.18,-58.963,-83.476,-0.394,0.811,0.966
-150.79,-24.878,-111.22,-0.452,0.883,1.029
-124.69,-10.305,-130.61,-0.509,0.879,1.087
-93.72,-16.159,-130.98,-0.581,0.835,1.123
-63.415,-28.476,-122.5,-0.66,0.789,1.123
-30.915,-37.988,-116.22,-0.719,0.729,1.112
10.244,-38.598,-108.23,-0.79,0.6,1.096
