gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-7.439,17.561,-8.72,1.448,0.012,0.699
-10.793,17.744,-8.902,1.51,0.113,0.693
-14.024,18.72,-9.573,1.578,0.222,0.7
-15.244,19.756,-9.817,1.661,0.319,0.707
-17.195,21.22,-9.939,1.859,0.417,0.711
-16.098,22.561,-10.366,1.979,0.521,0.689
-14.634,24.512,-10.793,2.068,0.629,0.656
-12.256,27.378,-12.195,2.241,0.712,0.632
-7.256,30.244,-13.963,2.289,0.79,0.534
-2.683,34.695,-16.098,2.367,0.872,0.485
3.293,39.329,-18.659,2.631,0.955,0.48
9.085,43.171,-20.427,2.786,0.983,0.42
15.61,46.707,-22.256,2.864,1.05,0.33
21.22,49.817,-23.72,2.887,1.069,0.228
25.122,55.732,-25.732,2.904,1.049,0.16
30.793,59.817,-27.073,2.978,1.007,0.126
37.317,62.927,-27.073,2.989,0.976,0.1
45.427,63.598,-26.951,3.042,0.884,0.104
54.146,63.841,-26.524,2.979,0.81,0.104
62.134,67.5,-27.134,2.874,0.759,0.116
71.037,69.207,-27.317,2.785,0.666,0.148
81.463,70.61,-27.073,2.698,0.551,0.179
94.756,72.866,-27.012,2.557,0.481,0.185
109.51,69.756,-27.256,2.399,0.419,0.179
125.85,67.561,-27.256,2.24,0.37,0.157
144.76,71.768,-26.768,2.061,0.307,0.124
163.23,75.061,-25.366,1.879,0.264,0.11
181.16,77.988,-26.89,1.677,0.221,0.107
196.83,77.134,-26.707,1.474,0.19,0.101
210.18,76.829,-25.915,1.324,0.146,0.114
222.26,78.659,-23.232,1.256,0.143,0.133
232.93,82.195,-22.378,1.016,0.185,0.101
244.21,88.415,-19.207,0.702,0.184,0.096
254.27,93.354,-12.134,0.442,0.198,0.145
262.81,98.293,-5,0.289,0.157,0.187
271.22,105.67,3.415,-0.121,0.198,0.212
277.81,114.33,12.927,-0.57,0.162,0.321
283.23,123.48,23.415,-1.026,-0.012,0.384
286.34,133.05,35.061,-1.521,0.015,0.396
286.16,143.17,47.744,-1.929,0.162,0.341
283.42,153.54,61.037,-2.159,0.217,0.316
278.78,165.06,73.78,-2.261,0.179,0.318
272.19,176.4,86.951,-2.385,0.024,0.291
263.72,188.66,100.24,-2.516,-0.066,0.305
255.49,209.39,116.28,-2.679,-0.282,0.377
244.63,236.34,128.29,-2.882,-0.435,0.401
232.01,262.01,139.94,-2.982,-0.177,0.489
218.6,281.83,156.22,-3.02,-0.054,0.609
204.02,304.63,178.29,-3.123,-0.132,0.613
190.06,328.9,198.66,-3.2,-0.162,0.45
176.04,351.16,212.01,-3.154,-0.194,0.287
163.11,367.38,222.68,-3.051,-0.07,0.232
150.12,376.22,235.06,-2.945,0.042,0.337
134.21,377.13,242.26,-2.848,0.084,0.487
114.27,369.08,249.27,-2.67,0.062,0.702
93.963,361.22,253.72,-2.469,-0.056,0.988
83.232,357.32,255.12,-2.279,-0.234,1.257
79.756,352.62,261.83,-2.014,-0.398,1.384
82.012,348.78,268.9,-1.595,-0.204,1.197
99.817,345.18,275.06,-1.151,0.485,0.481
120.24,332.38,282.5,-0.595,0.922,-0.163
132.68,317.81,286.65,0.055,0.801,-0.081
144.63,305.06,286.83,0.358,0.407,0.346
154.15,286.52,287.68,0.464,0.176,0.75
161.1,264.08,285.31,0.302,0.06,1.009
165.43,243.6,277.13,-0.055,-0.393,1.236
162.74,225,268.54,-0.344,-0.66,1.34
155.73,206.52,254.76,-0.472,-0.331,1.333
144.76,183.66,238.72,-0.416,-0.052,1.188
131.71,157.87,216.1,-0.319,-0.024,1.024
118.05,128.11,186.16,-0.286,0.077,0.877
102.26,86.707,150.79,-0.295,0.18,0.827
76.524,32.317,115.55,-0.299,0.29,0.832
24.695,-14.024,82.744,-0.267,0.393,0.86
-41.585,-42.439,50.854,-0.239,0.478,0.915
-105.24,-54.024,22.805,-0.284,0.556,0.989
-161.65,-54.207,-7.073,-0.39,0.612,1.04
-193.17,-47.805,-42.256,-0.48,0.649,1.06
-200.06,-27.439,-69.329,-0.53,0.685,1.103
-182.07,-9.939,-84.146,-0.555,0.649,1.159
-140.61,-1.89,-91.159,-0.582,0.549,1.208
-100.31,-6.22,-87.256,-0.633,0.481,1.238
-71.707,-12.927,-80.549,-0.695,0.456,1.263
-42.927,-13.171,-72.378,-0.743,0.415,1.267
-9.085,-8.415,-64.817,-0.8,0.308,1.244
22.683,-5.366,-56.524,-0.877,0.181,1.217
47.256,-4.695,-50.793,-0.964,0.102,1.179
62.927,-5.854,-46.22,-1.058,0.093,1.114
70.061,-6.341,-42.805,-1.162,0.1,1.081
69.024,-4.695,-42.866,-1.277,0.05,1.084
61.22,-3.415,-46.098,-1.416,-0.005,1.097
47.073,-5.183,-51.646,-1.559,-0.032,1.095
27.439,-10.122,-58.659,-1.68,-0.016,1.058
4.207,-16.341,-67.683,-1.763,-0.005,1.029
-19.207,-22.805,-78.049,-1.819,-0.055,1.003
-41.402,-30.122,-88.841,-1.859,-0.124,0.963
-62.317,-39.573,-100.24,-1.868,-0.143,0.92
-80.305,-50.671,-111.52,-1.832,-0.151,0.893
-93.659,-62.317,-123.66,-1.777,-0.156,0.888
-102.32,-74.573,-136.1,-1.698,-0.179,0.893
-107.19,-87.866,-147.93,-1.612,-0.202,0.869
-109.39,-102.01,-158.54,-1.508,-0.335,0.831
-111.16,-116.16,-170.55,-1.396,-0.256,0.811
-112.74,-129.76,-184.21,-1.311,-0.189,0.742
-114.88,-143.17,-197.99,-1.21,-0.44,0.679
-117.81,-157.01,-211.65,-1.111,-0.359,0.616
-123.42,-171.28,-224.51,-0.943,-0.2,0.555
-132.56,-185.24,-236.59,-0.818,-0.294,0.519
-144.02,-197.99,-247.68,-0.721,-0.36,0.513
-156.65,-210.06,-256.28,-0.593,-0.335,0.522
-170.98,-221.22,-263.48,-0.46,-0.338,0.527
-186.04,-231.46,-268.29,-0.363,-0.31,0.517
-201.71,-239.76,-271.52,-0.25,-0.268,0.498
-219.21,-246.22,-273.66,-0.114,-0.205,0.455
-237.5,-251.04,-276.95,0.03,-0.18,0.408
-251.77,-254.57,-278.17,0.171,-0.161,0.382
-260.67,-256.95,-278.96,0.285,-0.119,0.36
-277.93,-257.62,-277.93,0.4,-0.068,0.333
-282.07,-256.77,-278.72,0.516,-0.055,0.297
-275.73,-256.16,-277.56,0.591,0.044,0.268
-279.51,-255.55,-275.12,0.682,0.138,0.28
-284.51,-252.19,-274.63,0.824,0.154,0.321
-285.92,-249.02,-272.13,0.979,0.171,0.326
-285,-247.5,-266.89,1.087,0.194,0.298
-284.21,-245.85,-261.04,1.197,0.21,0.271
-281.04,-243.41,-253.48,1.303,0.287,0.324
-276.71,-242.26,-244.39,1.348,0.449,0.416
-271.4,-241.28,-233.41,1.44,0.514,0.432
-265.31,-239.21,-220.98,1.596,0.536,0.389
-256.04,-235.55,-207.38,1.748,0.58,0.375
-246.1,-231.28,-192.99,1.843,0.674,0.374
-237.81,-227.01,-178.66,1.927,0.752,0.35
-229.39,-221.34,-164.51,1.997,0.822,0.338
-221.59,-214.69,-149.51,2.046,0.934,0.386
-215.37,-209.39,-135,2.097,0.93,0.43
-208.35,-204.02,-121.77,2.136,0.92,0.424
-200.06,-196.83,-109.39,2.17,1.009,0.412
-191.46,-188.35,-98.354,2.312,1.097,0.411
-180,-180.18,-88.598,2.442,1.19,0.45
-166.16,-171.28,-77.317,2.507,1.298,0.499
-152.81,-163.17,-66.098,2.517,1.367,0.535
-139.82,-158.84,-56.89,2.455,1.315,0.576
-127.5,-156.4,-48.902,2.313,1.167,0.604
-114.33,-153.9,-39.634,2.188,0.983,0.618
-103.35,-149.45,-29.329,2.103,0.69,0.601
-93.293,-143.96,-18.537,2.033,0.409,0.556
-85.061,-138.17,-8.11,1.914,0.284,0.496
-79.695,-132.93,1.646,1.774,0.205,0.427
-76.341,-127.81,9.268,1.649,0.1,0.396
-73.11,-122.07,17.378,1.526,-0.022,0.402
-70.488,-115.67,25.366,1.443,-0.122,0.422
-71.585,-108.05,32.073,1.366,-0.25,0.451
-74.573,-96.402,38.293,1.319,-0.418,0.495
-79.756,-80.305,42.012,1.249,-0.491,0.545
-90.061,-62.561,41.585,1.19,-0.491,0.597
-103.9,-43.049,37.378,1.153,-0.519,0.633
-115.49,-22.988,32.744,1.125,-0.526,0.656
-123.29,-7.134,29.817,1.096,-0.496,0.641
-122.01,5.732,31.159,1.04,-0.441,0.586
-110.31,17.805,36.646,1.025,-0.384,0.562
-91.524,29.024,43.963,1.032,-0.377,0.528
-70.427,36.585,50.183,1.032,-0.365,0.502
-48.841,40.793,54.024,1.001,-0.307,0.462
-23.72,42.622,56.28,0.989,-0.374,0.433
4.146,41.585,59.268,0.998,-0.343,0.472
