gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-7.744,-12.805,29.939,1.052,-0.025,0.042
-4.207,-10.549,27.012,1.069,0.005,0.06
-1.402,-7.805,24.329,1.092,0.042,0.071
1.098,-5.061,21.524,1.113,0.073,0.085
2.927,-2.439,19.268,1.142,0.101,0.082
3.841,0.427,17.195,1.168,0.121,0.068
3.902,3.232,15.488,1.195,0.149,0.058
2.744,5.915,14.024,1.242,0.177,0.054
0.549,8.415,12.622,1.29,0.215,0.054
-2.622,10.671,11.585,1.333,0.256,0.046
-6.707,12.561,10.793,1.379,0.293,0.071
-11.341,14.268,10.183,1.431,0.34,0.109
-16.646,15.61,9.817,1.487,0.388,0.15
-21.89,17.073,10.122,1.556,0.426,0.179
-26.829,18.659,10.61,1.633,0.47,0.2
-31.402,19.878,11.463,1.713,0.509,0.217
-35.183,21.463,12.5,1.784,0.552,0.251
-38.293,23.293,13.354,1.841,0.609,0.282
-40.549,24.939,14.268,1.886,0.667,0.305
-41.646,27.073,15.305,1.934,0.721,0.332
-41.22,29.573,16.646,1.992,0.768,0.351
-39.878,32.317,18.232,2.056,0.792,0.374
-37.195,35.122,20,2.154,0.817,0.379
-32.744,38.232,21.89,2.231,0.847,0.392
-26.829,42.012,23.537,2.279,0.872,0.396
-20.122,46.463,24.878,2.314,0.9,0.388
-12.195,51.585,26.463,2.356,0.911,0.382
-3.476,57.195,28.049,2.415,0.901,0.39
5.305,63.537,29.817,2.444,0.889,0.4
13.963,70.793,31.402,2.456,0.855,0.414
21.951,78.78,32.927,2.491,0.806,0.425
29.329,87.012,34.268,2.532,0.749,0.428
35.61,95.427,35.61,2.541,0.693,0.438
40.427,103.6,36.463,2.527,0.628,0.44
44.146,111.46,36.89,2.51,0.56,0.442
46.646,118.66,37.195,2.506,0.488,0.44
47.744,125,37.439,2.505,0.47,0.414
47.866,130.49,37.378,2.437,0.488,0.384
46.951,134.82,37.073,2.371,0.454,0.376
46.098,137.93,36.28,2.316,0.458,0.291
45.305,139.94,35,2.25,0.424,0.179
44.878,140.55,33.841,2.146,0.388,0.076
45.061,140.18,33.049,2.027,0.367,-0.032
47.134,139.02,33.049,1.93,0.319,-0.12
50.854,136.83,34.39,1.813,0.238,-0.227
56.707,133.66,37.256,1.715,0.138,-0.282
65.183,130.12,41.89,1.607,0.056,-0.379
74.939,126.46,48.171,1.467,-0.019,-0.421
86.951,123.05,55.488,1.266,-0.084,-0.509
101.52,119.69,64.024,1.081,-0.182,-0.617
117.99,117.13,73.841,0.862,-0.228,-0.82
131.1,117.5,83.78,0.547,-0.27,-0.961
145.91,118.17,93.537,0.195,-0.272,-1.031
162.07,119.76,103.66,-0.148,-0.263,-1.086
177.32,123.23,113.29,-0.674,-0.251,-1.085
196.59,128.6,122.5,-1.237,-0.221,-0.972
218.66,135.61,132.07,-2.005,-0.239,-0.863
245.43,143.9,141.65,-3.012,-0.278,-0.717
281.28,155.98,151.04,-4.256,-0.251,-0.468
321.1,169.51,159.69,-5.52,-0.148,0.02
370.37,186.52,167.68,-6.69,-0.153,0.826
426.28,208.23,174.33,-7.234,-0.344,1.723
488.84,235.24,179.94,-7.442,-0.654,2.913
553.96,266.65,186.16,-7.247,-0.391,3.62
623.6,302.68,190.79,-6.167,0.444,2.695
697.44,343.35,192.44,-4.881,1.661,0.286
