gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
9.756,-6.341,18.171,1.243,0.159,0.208
7.622,-6.341,17.073,1.301,0.207,0.227
5.732,-5.976,16.524,1.358,0.249,0.258
4.756,-5.366,16.037,1.402,0.298,0.286
4.085,-4.39,15.366,1.442,0.35,0.309
4.085,-2.805,14.817,1.49,0.404,0.339
4.878,-0.732,14.268,1.542,0.458,0.359
6.22,1.707,13.659,1.593,0.507,0.378
7.195,4.512,13.171,1.64,0.548,0.403
8.232,7.744,12.988,1.682,0.585,0.422
9.024,11.22,12.927,1.717,0.619,0.448
9.268,15.122,13.293,1.752,0.651,0.482
9.695,18.78,13.841,1.797,0.68,0.506
10.061,23.049,14.817,1.843,0.708,0.519
10.366,27.073,15.976,1.876,0.73,0.527
11.341,31.341,17.439,1.901,0.749,0.541
13.171,35.732,19.146,1.922,0.76,0.544
15.244,39.756,20.732,1.947,0.76,0.55
18.354,44.024,22.622,1.98,0.761,0.536
22.561,48.841,24.146,2.005,0.758,0.529
27.439,53.72,25.549,2.028,0.751,0.518
33.598,58.537,26.951,2.04,0.748,0.519
40.854,63.659,28.293,2.049,0.749,0.517
48.537,68.476,29.939,2.066,0.755,0.48
57.073,73.659,31.402,2.07,0.767,0.399
66.28,78.659,33.049,2.041,0.77,0.312
75.793,83.659,34.939,1.991,0.755,0.239
85,88.171,36.951,1.958,0.716,0.202
93.902,92.378,39.268,1.915,0.657,0.209
102.5,96.159,41.89,1.901,0.575,0.232
110.61,99.329,44.939,1.917,0.483,0.253
118.05,101.83,48.232,1.908,0.405,0.246
124.39,103.11,52.134,1.879,0.31,0.242
129.39,103.96,56.646,1.86,0.165,0.232
132.93,103.96,61.524,1.854,0.036,0.231
135.31,103.72,66.463,1.87,-0.044,0.209
136.52,103.48,71.89,1.866,-0.094,0.215
135.18,103.35,77.134,1.836,-0.162,0.256
131.95,103.48,81.768,1.782,-0.135,0.222
127.38,103.29,85.366,1.733,-0.152,0.19
121.95,101.95,87.744,1.649,-0.157,0.125
114.63,100,90,1.568,-0.21,0.03
107.68,97.5,92.317,1.489,-0.196,-0.155
101.16,94.939,95.366,1.389,-0.192,-0.354
95.305,92.5,99.512,1.247,-0.289,-0.421
92.256,90.671,104.76,1.097,-0.4,-0.346
91.585,89.329,110.92,0.853,-0.417,-0.37
94.939,88.598,117.93,0.821,-0.626,-0.177
103.72,89.451,126.83,0.666,-0.701,-0.165
117.19,91.89,136.95,0.502,-0.736,-0.201
131.34,96.037,147.19,0.312,-0.754,-0.3
