Frame,Time,RightHand_Accel_X,RightHand_Accel_Y,RightHand_Accel_Z,LeftHand_Accel_X,LeftHand_Accel_Y,LeftHand_Accel_Z,Label
1.0,0.002778,-427.4795581487916,-457.94892011885634,-70.32541446275833,191.01651610719392,-10.46873663157003,-50.12096681770886,0
6.0,0.016668,-79.29005339487442,-29.788898763584385,-22.92028195127074,-45.94899761276815,-21.926212324535825,104.30672332157904,0
11.0,0.030558,49.477555868430656,165.74160372462205,79.35515567940607,-122.45914055908769,54.42881926020897,52.01767486037415,0
16.0,0.044448,109.66287215659057,-37.01787572577982,-56.98910526421032,-98.59675150456847,-6.737756532150632,-55.44479631588936,0
21.0,0.058338,158.81043787616636,89.1853526438228,196.24741155165748,18.667036133643307,-48.62821091781914,190.53577524608423,0
26.0,0.072228,47.45766059037118,54.66417346110169,-27.158736436866235,5.293864313190852,118.77546596537434,-150.9784083995749,0
31.0,0.086118,140.7132540505837,-16.27046210577902,92.63567687803253,-182.72282548859005,-87.67098791496333,29.25513048202173,0
36.0,0.100008,-77.40550287043214,112.0404093313264,-127.27346056899896,83.90306472341732,-49.18724389318983,91.21984466714925,0
41.0,0.113898,256.9685311206844,119.2364254607476,131.8619986217073,-125.85815877762492,62.92707863728883,46.523877726538814,0
46.0,0.127788,29.5993769959108,2.528738761291654,-38.43208752265435,-77.27558363550236,-44.34306300283091,-90.72786932308142,0
51.0,0.141678,140.9284484251956,124.24363450022908,123.08171575342028,128.76329396431927,24.233651824607453,171.32507159406313,0
56.0,0.155568,118.05277067956445,38.66848918325641,35.464789442307755,-89.73745275330154,-15.830221049003434,78.51016670234294,0
61.0,0.169458,33.189336361833305,-121.67515519414684,-120.38026953279515,-147.173447883449,-31.28018797710171,-67.85326791595293,0
66.0,0.183348,140.8736761322639,41.97105339113187,28.975189960711354,13.773284118514606,78.79208770042706,153.99758616691778,0
71.0,0.197238,218.34704600454936,51.46164298736614,-44.72569389738141,54.68865483355039,-5.579660572588473,37.41867311265854,0
76.0,0.211128,167.13232108482345,173.40327905655266,92.2265606648797,-196.9225808255482,-23.15578352877348,-140.25510409509494,0
81.0,0.225018,-32.49409927279306,-92.6186644376407,-10.938474112363654,63.27527567003134,-52.61619341575022,223.97522911277292,0
86.0,0.238908,212.7294568311811,102.59505994923786,93.747828245676,-167.76767491225866,-49.93150295023016,125.64450291613156,0
91.0,0.252798,140.5505794173663,-33.92214854565897,-77.72023034773832,75.28487712518785,24.45216373934558,-29.58983028320136,0
96.0,0.266688,-105.28433618551388,-144.72942477308692,-47.66783484109975,55.095134197245045,60.84962801821343,-37.53683722520763,0
101.0,0.280578,166.09728526147703,16.16583341686758,12.711296413398504,-25.46434723948933,15.780068829987636,33.252091806532974,0
106.0,0.294468,233.6557084332124,219.13860921947992,39.93239824170689,108.53418976841932,8.404556746414304,-34.50450103436254,0
111.0,0.308358,-148.6994392192762,-210.19858109158423,-52.98089367700062,-108.85350928727875,-52.79461862110321,-72.17016810274558,0
116.0,0.322248,186.5554513923713,23.22188591296642,-79.62969018261721,229.5185251465761,36.60982937178498,-102.05075230090785,0
121.0,0.336138,-29.593779105642664,51.87803043795679,-35.50187549786994,142.49745328416222,50.05438684685141,-43.22650207794149,0
126.0,0.350028,71.98595926118347,63.30312133805571,103.48997867895706,182.7490650187417,43.36110248808495,-90.99731085441611,0
131.0,0.363918,34.74677804563831,-60.028573376531455,-156.6665128884416,86.86032172458047,128.36300010150617,-176.7854814561983,0
136.0,0.377808,28.449448789701083,46.63109314015048,91.74494600295492,96.01359598341494,-8.590360183972791,-49.04754159222944,0
141.0,0.391698,47.665454140125775,-76.46321014976928,-125.16677629977588,200.374167294266,101.43230435863046,-164.48111512724194,0
146.0,0.405588,-21.893162721446515,104.32842429985334,-1.7011928340385405,54.755427036596586,-41.73139956286072,120.90907007590198,0
151.0,0.419478,132.63051853383104,-91.60972817500952,-122.74501064975526,106.40395935968743,-18.319218721148182,-118.49425986396037,0
156.0,0.433368,-123.164892899708,-36.331470853925865,51.03736362778559,117.12529539023166,77.2344620016647,15.682451609162484,0
161.0,0.447258,39.32767519322895,88.05287747558131,-125.1115264525344,-90.77915467405091,55.57691254732203,-158.47681173028548,0
166.0,0.461148,-20.88561077479249,1.853102170583768,46.28100602241325,39.34601171568979,-38.17683630299528,49.143560009200215,0
171.0,0.475038,0.3901767711323067,-33.31065281826177,-2.993816492429211,37.627960943236445,-98.3342307277305,108.20834574304052,0
176.0,0.488928,16.527152744319555,96.2658014423988,-18.39266388148419,-34.042658728828265,50.21661309251103,43.88780469395486,0
181.0,0.502818,-35.10579914477031,-117.25807384659264,3.001421861362964,85.02830986778233,-20.92132977138408,-57.45669352632702,0
186.0,0.5167080000000001,-39.55147578837677,54.34634280436902,-8.631383939423166,-111.66697409053732,-92.64387297545846,103.44730102492952,0
191.0,0.530598,-38.74265180389894,-9.1503684879398,-26.18874327495876,-81.42506387359987,-23.29666344138203,18.375849936513184,0
196.0,0.544488,-74.66916921491568,-12.130141653104282,-84.69961361391022,28.76143115944933,16.035674647141768,77.98903996256294,0
201.0,0.558378,33.865051185255695,-96.7935589627376,-1.5901570993347605,14.055264074183608,-8.165505815943249,47.01967463160236,0
206.0,0.572268,21.86623733195936,9.00368329028596,-68.39900484546772,-48.782613465183104,49.478119284858,-136.95644487198447,0
211.0,0.5861580000000001,-214.4204839441788,-10.37561516226593,-45.80945301489161,-29.27992783870572,-144.7539160083967,181.99386828660508,0
216.0,0.600048,71.56692885368926,18.354126245601005,17.441767218344673,-47.61008609881544,-33.99146546676553,45.19257794077818,0
221.0,0.613938,-136.2284592098169,-103.50583911445784,26.077848106643977,-14.288597238823115,-32.57669025108454,-12.975622428034145,0
226.0,0.627828,-45.20211375067728,92.1376113112304,10.537976934599255,51.77437797625549,-13.425915468910311,-31.097463861385968,0
231.0,0.641718,-168.31134544273692,-122.58842905077918,-114.75369645211605,-70.55477313173162,-22.561569569414083,78.09252045068502,0
236.0,0.655608,-7.233741440351288,114.45766784122664,235.11740916505508,-1.814103081206916,-12.65160156114998,-12.0001144885272,0
241.0,0.669498,-43.70253356651355,-55.91944153746677,-107.35833225561323,68.97753645938575,21.73968647474923,-36.58371943892212,0
246.0,0.683388,-4.443231171880036,-10.555448404815284,168.29299317565022,20.99851993088322,-68.18874585629491,30.74809057714492,0
251.0,0.6972780000000001,-46.14039891843743,-13.921637900771156,-29.85723909703061,-11.428356864450116,-25.882037123352468,-161.88804951931888,0
256.0,0.711168,-41.05364541201718,22.28011502046552,66.6631607998571,44.91750823507845,46.57598289522133,43.15381199570075,0
261.0,0.725058,200.55354891111728,6.93201228764163,41.17700155463673,59.780508275397466,-25.076487819874444,-10.201969946143649,0
266.0,0.738948,-206.45315244222056,3.286289986939652,46.029801151102944,-33.137361001720265,26.24496121436123,1.4574819067578415,0
271.0,0.752838,132.7475395048945,196.24071976672383,102.24130235909888,150.90508206582587,-1.4661520583176362,21.600941800379232,0
276.0,0.7667280000000001,-7.270892066403462,60.54760220589711,-20.095226826727444,-26.29922117046657,-99.15254982535252,-65.04010231890805,0
281.0,0.780618,89.06136531777621,69.14519324210256,186.62065095379387,-16.70774668079472,20.817744091301968,51.58623727925989,0
286.0,0.794508,85.81896392403472,34.26025243521063,33.292029880581346,106.44978146363944,183.96516499083373,-120.16915564513428,0
291.0,0.8083980000000001,110.28147530812603,198.72393643581657,31.957102503304007,63.74469158324296,-44.82762918752918,-36.85132564438909,0
296.0,0.822288,-33.977215387731746,75.88010289355189,28.82291289133593,-39.61335603412422,-18.022891450651706,60.52646243319753,0
