gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-232.19,-368.35,312.13,-0.238,-0.647,-0.62
-227.13,-367.5,318.84,-0.136,-0.736,-0.691
-222.87,-365.18,324.08,-0.029,-0.836,-0.784
-217.99,-361.22,327.99,0.096,-0.949,-0.884
-212.26,-356.4,331.04,0.214,-1.047,-0.963
-204.88,-350.67,332.62,0.33,-1.105,-1.046
-194.88,-342.74,331.71,0.439,-1.171,-1.163
-180.67,-332.44,330.06,0.528,-1.255,-1.312
-167.01,-318.66,329.02,0.581,-1.36,-1.481
-150,-304.08,327.68,0.618,-1.453,-1.611
-138.9,-290.12,325.85,0.677,-1.538,-1.708
-131.46,-274.15,322.01,0.755,-1.648,-1.776
-126.16,-255.67,318.17,0.836,-1.74,-1.809
-123.96,-233.17,309.82,0.882,-1.831,-1.894
-125.49,-211.95,297.93,0.901,-1.926,-2.007
-128.41,-186.1,285.92,0.895,-1.998,-2.159
-134.15,-150.06,268.48,0.891,-2.087,-2.344
-139.45,-111.4,245.43,0.824,-2.208,-2.554
-143.96,-73.232,225.06,0.792,-2.296,-2.756
-146.65,-33.841,205.31,0.853,-2.39,-2.999
-142.01,-2.622,180,0.789,-2.433,-3.172
-135.43,32.561,154.51,0.769,-2.463,-3.234
-130.24,71.951,130,0.933,-2.558,-3.327
-125.85,112.38,107.01,1.079,-2.549,-3.499
-114.39,150.85,85.366,1.012,-2.737,-3.695
-101.52,187.5,64.39,1.139,-2.766,-3.8
-84.451,221.89,45.183,1.343,-2.726,-3.833
-60.244,255.18,26.646,1.54,-2.711,-3.788
-32.561,288.17,6.098,1.745,-2.551,-3.787
0.061,321.4,-15.061,1.948,-2.516,-3.792
37.805,352.99,-36.89,2.11,-2.536,-3.786
76.402,382.01,-58.659,2.211,-2.569,-3.772
112.01,409.21,-80.488,2.287,-2.591,-3.709
141.77,434.57,-103.11,2.362,-2.571,-3.586
164.63,457.74,-125.18,2.425,-2.521,-3.517
178.41,479.33,-147.87,2.416,-2.481,-3.504
184.45,500.43,-170.31,2.323,-2.451,-3.523
180.55,519.45,-191.95,2.199,-2.411,-3.554
167.93,537.56,-212.5,2.022,-2.327,-3.58
148.78,554.27,-230.55,1.858,-2.193,-3.627
124.94,569.57,-246.16,1.666,-1.991,-3.661
98.354,582.93,-260.12,1.466,-1.863,-3.701
71.951,594.09,-272.19,1.281,-1.752,-3.731
47.195,602.99,-282.74,1.105,-1.654,-3.739
24.146,609.45,-291.28,0.927,-1.585,-3.733
5.305,614.45,-297.19,0.75,-1.533,-3.748
-8.78,617.68,-301.04,0.569,-1.472,-3.79
-17.866,619.7,-303.05,0.393,-1.45,-3.84
-24.329,621.22,-304.51,0.222,-1.443,-3.876
-22.378,619.94,-304.69,0.065,-1.451,-3.877
-14.817,608.72,-300.79,-0.081,-1.484,-3.851
-5.549,593.66,-298.72,-0.211,-1.476,-3.783
8.659,577.99,-298.35,-0.325,-1.459,-3.678
25,560,-299.15,-0.463,-1.36,-3.538
40.061,536.77,-301.04,-0.686,-1.464,-3.533
52.561,509.82,-304.76,-0.872,-1.599,-3.518
65.61,479.69,-307.32,-1.076,-1.464,-3.398
81.829,445.43,-303.42,-1.261,-1.375,-3.241
87.683,410.73,-292.56,-1.442,-1.319,-3.044
87.317,379.76,-275.06,-1.583,-1.13,-2.789
77.622,347.56,-254.39,-1.723,-0.881,-2.542
65.244,321.16,-230.12,-1.943,-0.777,-2.365
50.488,289.94,-204.63,-2.282,-0.751,-2.166
34.939,256.46,-181.28,-2.75,-0.637,-1.894
16.402,224.02,-164.02,-3.237,-0.39,-1.707
-2.378,196.77,-152.56,-3.609,-0.188,-1.517
-20.366,175.91,-141.46,-3.873,-0.031,-1.324
