gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-15.427,21.402,-6.951,0.842,-0.434,0.628
-14.878,21.951,-8.11,0.816,-0.42,0.622
-13.476,21.768,-9.085,0.779,-0.409,0.619
-11.22,20.915,-9.756,0.733,-0.395,0.618
-8.902,19.207,-10.122,0.682,-0.383,0.616
-6.829,16.829,-10.305,0.636,-0.385,0.595
-5.488,13.902,-10,0.589,-0.388,0.566
-5.061,10.549,-9.573,0.533,-0.386,0.534
-6.402,6.646,-8.902,0.464,-0.381,0.498
-9.512,2.439,-7.5,0.395,-0.375,0.442
-14.085,-2.317,-5.366,0.319,-0.357,0.405
-20.488,-7.683,-2.256,0.254,-0.339,0.362
-28.902,-12.927,2.073,0.188,-0.328,0.313
-39.39,-17.988,7.439,0.121,-0.31,0.275
-51.159,-24.146,14.146,0.056,-0.296,0.246
-63.963,-31.159,21.829,-0.023,-0.279,0.222
-77.683,-39.085,31.037,-0.101,-0.266,0.202
-91.89,-47.378,42.439,-0.175,-0.243,0.187
-106.52,-56.28,55.122,-0.25,-0.217,0.163
-121.4,-65.854,69.268,-0.331,-0.185,0.131
-137.26,-75.976,83.963,-0.417,-0.143,0.095
-152.32,-86.524,99.573,-0.472,-0.135,0.063
-166.28,-97.012,116.28,-0.534,-0.131,0.032
-179.82,-107.99,132.99,-0.609,-0.088,-0.001
-191.77,-119.15,150.43,-0.67,-0.035,-0.021
-202.56,-130.73,167.56,-0.719,0.035,-0.051
-211.65,-142.62,184.82,-0.753,0.108,-0.089
-218.84,-154.82,202.01,-0.769,0.161,-0.104
-224.27,-167.13,218.66,-0.762,0.192,-0.128
-227.93,-179.15,234.63,-0.742,0.208,-0.147
-230.31,-190.73,249.57,-0.705,0.216,-0.151
-231.28,-201.77,263.42,-0.669,0.209,-0.149
-232.07,-212.26,275.92,-0.636,0.214,-0.159
-232.32,-221.83,286.83,-0.617,0.222,-0.159
-231.16,-230.06,296.22,-0.602,0.232,-0.146
-229.27,-237.44,304.27,-0.587,0.217,-0.136
-226.71,-244.57,311.16,-0.568,0.192,-0.12
-222.74,-250.55,317.62,-0.554,0.167,-0.112
