gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
73.78,16.037,477.19,0.497,0.273,0.65
65.488,21.524,489.63,0.467,0.306,0.737
57.683,27.988,500.55,0.467,0.404,0.854
50.854,34.695,510.31,0.453,0.5,0.979
45.854,39.207,518.6,0.449,0.598,1.178
41.646,43.841,525.3,0.447,0.707,1.333
36.707,49.39,530.91,0.431,0.819,1.45
31.89,55.122,535.06,0.425,0.911,1.581
28.659,59.39,539.15,0.43,0.998,1.672
24.329,65.427,542.26,0.429,1.11,1.767
20.366,70,545.79,0.419,1.25,1.814
15.793,76.707,546.71,0.434,1.406,1.854
11.159,80.854,549.57,0.452,1.58,1.877
0.671,87.256,554.15,0.455,1.764,1.877
-17.622,98.537,554.76,0.452,1.961,1.854
-34.329,112.19,552.93,0.445,2.22,1.849
-54.939,128.6,546.59,0.421,2.506,1.746
-76.463,145.85,536.89,0.397,2.842,1.678
-101.77,168.23,522.13,0.313,3.098,1.637
-133.96,188.17,501.46,0.216,3.37,1.552
-165.67,201.4,474.51,0.104,3.69,1.338
-194.45,209.82,439.33,-0.02,4.083,1.184
-221.59,213.78,395.85,-0.074,4.39,0.965
-250.91,214.88,342.62,-0.084,4.706,0.784
-287.74,212.68,285.55,-0.052,5.053,0.487
-331.71,201.52,226.95,-0.027,5.37,0.199
-344.39,197.93,164.02,0.012,5.69,-0.069
-345.31,184.45,100.49,0.007,5.977,-0.313
-359.76,160.43,38.963,-0.069,6.238,-0.549
-354.27,136.59,-24.634,-0.203,6.329,-0.742
-346.46,110.67,-92.256,-0.366,6.341,-0.92
-337.74,82.317,-157.07,-0.548,6.438,-1.19
-324.82,52.256,-218.41,-0.763,6.533,-1.413
-311.16,22.988,-279.45,-1.012,6.569,-1.595
-299.08,-13.049,-337.56,-1.369,6.375,-1.856
-282.99,-49.512,-393.72,-1.787,6.136,-1.985
-261.77,-82.988,-447.99,-2.252,5.865,-2.223
-239.27,-113.11,-502.19,-2.642,5.492,-2.353
-223.78,-141.71,-552.99,-2.973,5.091,-2.488
-208.6,-169.15,-601.77,-3.158,4.684,-2.584
-194.02,-193.6,-648.11,-3.221,4.396,-2.704
-183.41,-219.39,-690.37,-3.148,4.195,-2.86
-172.74,-247.93,-727.32,-2.903,3.974,-2.969
-160.49,-278.23,-759.02,-2.576,3.788,-3.046
-150.49,-307.07,-783.48,-2.211,3.716,-3.161
-139.02,-332.5,-802.68,-1.798,3.623,-3.181
-129.45,-361.4,-814.15,-1.336,3.526,-3.252
-121.52,-389.08,-818.78,-0.886,3.359,-3.313
-113.72,-413.17,-818.41,-0.469,3.207,-3.347
-105.18,-437.13,-813.11,-0.096,3.054,-3.401
-112.19,-457.13,-803.23,0.211,2.865,-3.434
-119.51,-475.67,-790.18,0.453,2.684,-3.444
-126.77,-490.92,-773.96,0.663,2.532,-3.45
-132.99,-498.96,-752.56,0.847,2.458,-3.458
-133.54,-501.65,-723.54,1.018,2.419,-3.404
-132.44,-497.62,-677.13,1.157,2.42,-3.333
-116.52,-480.85,-607.32,1.272,2.442,-3.319
-89.573,-449.94,-504.82,1.358,2.484,-3.225
-65.671,-415.98,-399.69,1.46,2.58,-3.096
-53.598,-386.83,-309.76,1.621,2.667,-2.884
-70.976,-343.23,-225.79,1.854,2.632,-2.637
-98.78,-292.68,-170.85,2.143,2.421,-2.368
