gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
1.28,62.256,463.78,0.321,1.085,0.784
-10,58.354,463.78,0.355,1.267,0.843
-28.659,62.5,463.11,0.392,1.48,0.875
-44.512,70.915,461.65,0.421,1.701,0.898
-49.695,55.244,456.28,0.442,1.928,0.871
-57.378,49.146,450.55,0.44,2.153,0.896
-68.415,51.768,441.95,0.494,2.359,0.802
-78.476,48.537,434.27,0.539,2.576,0.843
-85.671,49.268,425.43,0.516,2.75,0.761
-89.573,48.354,418.78,0.49,2.93,0.734
-95,45.061,413.11,0.557,3.095,0.636
-99.939,46.098,406.1,0.572,3.256,0.672
-103.9,46.402,399.08,0.504,3.383,0.604
-108.23,47.073,392.01,0.408,3.496,0.552
-113.9,49.695,383.17,0.348,3.63,0.521
-120.79,55.671,372.62,0.274,3.771,0.483
-127.5,59.634,357.5,0.166,3.878,0.446
-137.99,67.317,339.02,0.074,3.981,0.39
-153.29,71.402,317.32,-0.033,4.088,0.36
-168.6,76.585,291.71,-0.145,4.177,0.322
-187.01,79.268,262.62,-0.259,4.267,0.29
-206.22,81.829,230.85,-0.379,4.387,0.273
-226.77,86.524,196.4,-0.49,4.521,0.287
-249.21,88.78,159.63,-0.603,4.627,0.284
-272.32,95.183,119.51,-0.746,4.704,0.197
-294.15,95.915,77.378,-0.88,4.849,0.195
-320.73,100,32.195,-1.052,4.987,0.115
-350.31,96.22,-13.354,-1.25,5.092,0.03
-375.85,82.317,-62.561,-1.457,5.176,-0.007
-399.69,67.744,-113.6,-1.728,5.19,-0.089
-419.94,52.744,-166.22,-1.972,5.168,-0.197
-435.85,38.78,-220.55,-2.331,5.09,-0.342
-446.16,25.488,-276.77,-2.575,4.98,-0.452
-455.73,13.659,-333.72,-2.918,4.832,-0.64
-460.49,1.463,-390.61,-3.283,4.695,-0.849
-459.21,-10.732,-447.32,-3.479,4.59,-1.096
-454.39,-22.012,-503.9,-3.462,4.488,-1.312
-442.32,-33.354,-560.12,-3.356,4.39,-1.585
-394.15,-55.549,-613.35,-3.192,4.309,-1.924
-393.6,-68.78,-662.32,-2.926,4.246,-2.228
-394.51,-77.439,-706.83,-2.583,4.217,-2.486
-361.22,-100.24,-744.57,-2.159,4.209,-2.737
-338.66,-116.28,-773.78,-1.662,4.181,-2.933
-318.35,-135.55,-796.4,-1.137,4.179,-3.08
-295.73,-152.19,-810.24,-0.631,4.082,-3.203
-274.21,-172.44,-817.87,-0.163,4.055,-3.191
-251.95,-192.26,-820.67,0.284,4.058,-3.258
-233.35,-215.24,-817.01,0.592,3.819,-3.22
-223.78,-244.02,-811.22,0.87,3.74,-3.108
-220.91,-272.5,-800.3,1.097,3.575,-3.138
-222.5,-300.37,-784.51,1.179,3.44,-3.064
-226.89,-324.94,-768.17,1.292,3.371,-3.086
-235.49,-347.26,-748.23,1.366,3.314,-3.031
-242.26,-361.95,-727.2,1.416,3.269,-3.009
-247.01,-370.92,-699.15,1.439,3.205,-2.983
-251.16,-373.78,-655.12,1.433,3.186,-2.876
-248.78,-366.28,-598.72,1.414,3.206,-2.794
-240.98,-356.04,-525.73,1.403,3.186,-2.702
-216.65,-331.1,-442.62,1.405,3.197,-2.63
-187.38,-326.95,-360.43,1.448,3.167,-2.547
-164.51,-320.31,-288.23,1.547,3.076,-2.458
-150.12,-314.02,-239.76,1.698,2.939,-2.409
-143.6,-304.88,-211.83,1.852,2.767,-2.394
-141.59,-292.62,-207.44,2.033,2.61,-2.428
-138.66,-271.58,-219.09,2.216,2.625,-2.448
-133.05,-246.22,-231.04,2.442,2.545,-2.506
-136.59,-225.31,-238.11,2.622,2.288,-2.563
-129.63,-205.61,-235.79,2.906,1.811,-2.648
-106.22,-186.59,-223.6,3.114,1.351,-2.502
-83.78,-164.15,-205.18,3.333,1.033,-2.048
-64.634,-136.46,-188.48,3.543,0.744,-1.577
-46.037,-104.63,-172.62,3.724,0.22,-1.165
-26.28,-70.488,-155.85,3.958,-0.09,-0.889
-7.073,-38.537,-141.65,4.275,0.051,-0.575
11.707,-7.988,-129.39,4.555,0.146,-0.335
30.427,17.378,-119.27,4.729,-0.074,-0.146
48.476,37.256,-109.39,4.845,-0.449,-0.034
66.28,52.256,-100.67,4.829,-0.801,0.012
85.366,62.744,-91.463,4.755,-1.063,0.07
110.67,66.098,-76.951,4.718,-1.235,0.182
131.59,66.951,-61.829,4.625,-1.381,0.346
147.93,64.146,-42.744,4.448,-1.52,0.53
164.94,59.695,-21.098,4.201,-1.621,0.717
178.29,55,0.122,3.95,-1.688,0.894
188.9,50.122,22.012,3.731,-1.753,1.05
196.89,46.28,44.451,3.498,-1.695,1.211
200.55,44.268,66.28,3.32,-1.747,1.321
201.4,44.756,87.317,3.111,-1.686,1.402
200.06,46.159,107.32,2.892,-1.569,1.455
192.13,50.915,125.92,2.713,-1.498,1.521
178.35,60.915,143.17,2.53,-1.405,1.55
172.74,61.585,158.41,2.362,-1.282,1.572
160.98,70.976,171.22,2.22,-1.16,1.622
147.26,80.793,181.65,2.106,-0.999,1.647
133.84,90.427,189.57,2.003,-0.799,1.676
122.01,102.07,194.88,1.908,-0.613,1.669
111.28,113.66,197.19,1.851,-0.341,1.667
101.83,125.92,196.52,1.725,-0.199,1.609
95.427,138.66,192.44,1.695,0.06,1.598
90.854,150.37,185.67,1.625,0.277,1.556
88.537,163.35,177.07,1.556,0.487,1.511
89.695,176.16,166.77,1.494,0.687,1.463
93.11,187.74,155.18,1.429,0.87,1.409
98.598,199.57,143.41,1.365,1.025,1.346
107.56,211.46,131.16,1.296,1.155,1.279
119.02,223.29,118.17,1.203,1.269,1.196
131.16,235.67,105.79,1.102,1.342,1.103
146.89,246.89,93.049,1.001,1.395,1.024
156.83,257.07,80.488,0.871,1.414,0.954
167.56,265.61,69.939,0.745,1.43,0.884
179.51,273.96,57.561,0.617,1.448,0.823
188.11,280.31,44.451,0.523,1.448,0.74
194.76,286.22,31.037,0.437,1.446,0.664
197.87,289.63,17.927,0.333,1.439,0.604
198.9,290.67,5.305,0.218,1.417,0.476
197.93,292.62,-10.244,0.143,1.447,0.428
193.96,294.51,-25.427,0.063,1.43,0.339
187.74,293.29,-36.098,-0.031,1.42,0.271
176.71,288.66,-45.244,-0.128,1.416,0.189
166.04,285.18,-54.695,-0.218,1.403,0.127
156.34,281.89,-63.11,-0.309,1.399,0.068
143.29,277.74,-69.939,-0.413,1.371,0.039
130,272.56,-75.61,-0.508,1.337,0.031
118.42,268.96,-80.915,-0.587,1.333,0.009
106.89,267.38,-86.707,-0.658,1.308,0.015
92.073,262.01,-88.659,-0.713,1.273,-0.016
79.146,255.12,-88.049,-0.747,1.25,-0.018
67.683,250.73,-89.268,-0.788,1.229,-0.025
55.976,247.99,-91.341,-0.828,1.205,-0.033
44.634,243.54,-91.159,-0.854,1.156,-0.044
36.159,239.45,-91.28,-0.883,1.107,-0.041
31.098,239.45,-95.183,-0.918,1.062,-0.047
20.549,233.84,-93.78,-0.951,1.045,-0.03
11.89,224.88,-87.866,-0.97,0.975,-0.025
7.988,221.16,-85.915,-0.996,0.91,-0.003
3.598,217.93,-84.085,-1.029,0.864,0.022
0.732,213.41,-80.915,-1.055,0.82,0.046
-0.915,209.27,-78.293,-1.078,0.754,0.067
-3.049,204.27,-74.329,-1.115,0.677,0.074
-4.207,198.84,-70.671,-1.15,0.655,0.165
-5.915,193.72,-66.707,-1.177,0.581,0.164
-7.378,188.72,-62.988,-1.196,0.499,0.172
-8.659,184.09,-60.366,-1.217,0.463,0.223
-11.22,178.78,-57.683,-1.226,0.407,0.248
-13.902,173.84,-55.122,-1.255,0.341,0.245
-16.585,169.02,-52.256,-1.271,0.292,0.283
-19.634,164.27,-49.817,-1.297,0.248,0.316
-25.183,157.81,-47.195,-1.314,0.209,0.353
-29.573,151.65,-44.268,-1.329,0.167,0.377
-34.573,146.4,-41.159,-1.347,0.131,0.393
-39.939,140.67,-37.012,-1.364,0.102,0.411
-46.768,133.96,-32.927,-1.378,0.081,0.434
-51.89,127.38,-29.573,-1.399,0.072,0.438
