gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-84.512,19.634,431.46,0.742,2.146,1.382
-92.317,22.378,427.99,0.73,2.256,1.469
-98.293,27.134,424.57,0.708,2.413,1.54
-103.11,33.72,422.68,0.668,2.557,1.571
-102.07,38.415,422.81,0.647,2.693,1.631
-105.31,43.72,424.76,0.606,2.809,1.644
-108.11,58.659,426.65,0.559,2.845,1.672
-106.95,73.171,434.94,0.488,2.879,1.655
-109.76,80.854,444.45,0.412,2.885,1.651
-110.92,94.512,449.45,0.335,2.942,1.622
-109.63,103.9,453.05,0.245,3.029,1.603
-115.67,121.58,449.82,0.162,3.079,1.546
-126.52,144.88,442.93,0.036,3.231,1.635
-135,158.9,429.27,-0.093,3.504,1.577
-142.87,173.35,409.21,-0.218,3.547,1.462
-150.24,188.72,383.66,-0.299,3.733,1.467
-161.34,203.17,352.26,-0.361,3.911,1.407
-169.76,214.45,315.79,-0.421,4.068,1.314
-182.38,222.99,271.83,-0.443,4.277,1.199
-200.61,226.77,222.07,-0.481,4.578,1.029
-221.59,221.59,167.99,-0.5,4.868,0.826
-243.96,211.71,105.67,-0.527,5.105,0.64
-271.46,196.95,37.622,-0.609,5.422,0.325
-299.08,173.9,-29.939,-0.764,5.679,0.025
-322.99,149.27,-98.659,-0.96,5.864,-0.288
-346.22,118.84,-166.1,-1.197,5.973,-0.639
-368.17,87.561,-232.26,-1.516,6.045,-0.984
-386.83,55.488,-298.72,-1.854,6.028,-1.334
-398.29,26.037,-366.22,-2.174,5.899,-1.624
-406.4,1.89,-430.49,-2.486,5.823,-1.9
-411.46,-17.317,-491.1,-2.732,5.743,-2.203
-408.6,-37.439,-546.83,-2.861,5.61,-2.476
-408.23,-45.305,-601.34,-2.843,5.441,-2.724
-401.4,-46.463,-652.01,-2.707,5.214,-2.941
-382.01,-49.39,-698.48,-2.509,4.975,-3.118
-369.39,-53.963,-739.45,-2.27,4.694,-3.177
-352.87,-60.488,-774.88,-1.972,4.408,-3.164
-334.57,-69.695,-804.27,-1.58,4.165,-3.124
-318.17,-79.817,-825.67,-1.171,3.989,-3.044
-296.77,-92.378,-841.1,-0.725,3.812,-2.879
-268.84,-113.23,-850.18,-0.281,3.669,-2.717
-238.17,-137.38,-854.94,0.147,3.48,-2.68
-209.15,-165.61,-855.3,0.525,3.259,-2.615
-180.85,-196.95,-852.38,0.805,3.038,-2.583
-155.43,-227.44,-847.01,0.982,2.814,-2.603
-135.67,-258.66,-837.99,1.129,2.628,-2.565
-118.48,-289.82,-827.26,1.169,2.478,-2.502
-107.5,-320.31,-814.09,1.182,2.376,-2.468
-105.12,-348.05,-797.32,1.171,2.285,-2.428
-98.476,-369.57,-777.68,1.143,2.237,-2.373
-98.354,-388.42,-751.77,1.113,2.256,-2.415
-94.695,-403.72,-719.27,1.079,2.292,-2.434
-86.768,-410.31,-679.02,1.053,2.389,-2.429
-75.183,-407.32,-622.32,1.049,2.487,-2.382
-57.256,-383.23,-536.52,1.055,2.571,-2.3
-29.817,-357.19,-435.43,1.083,2.594,-2.158
-5.305,-347.26,-332.81,1.08,2.631,-2.029
24.756,-314.88,-246.1,1.167,2.651,-1.908
18.171,-280.18,-177.32,1.298,2.635,-1.871
1.89,-239.27,-133.66,1.574,2.672,-1.954
1.037,-183.35,-111.04,1.952,2.707,-2.155
1.28,-159.76,-108.42,2.396,2.577,-2.251
-26.646,-123.05,-122.74,2.62,2.175,-1.929
-57.439,-87.195,-134.02,2.783,1.864,-1.851
-53.476,-68.11,-136.83,3.274,1.301,-2.057
-58.537,-49.451,-130.49,3.828,1,-1.715
-60.427,-39.573,-118.9,4.234,0.76,-1.407
-60.427,-35.793,-103.72,4.125,0.227,-1.367
-56.037,-33.78,-86.524,4.248,0.087,-1.103
-49.207,-22.866,-70,4.469,0.195,-0.67
-42.195,-6.585,-56.585,4.567,0.134,-0.19
-35.366,6.768,-46.341,4.708,0.331,0.282
-29.146,18.049,-38.902,4.735,0.26,0.666
-20,34.207,-33.659,4.702,0.052,0.986
-8.841,43.659,-28.598,4.686,-0.158,1.219
4.39,46.341,-22.5,4.701,-0.348,1.243
23.293,50.061,-15.183,4.732,-0.556,1.126
45.366,52.073,-6.22,4.715,-0.74,0.969
64.573,57.317,3.72,4.63,-0.901,0.878
86.646,54.451,20.671,4.526,-1.033,0.934
111.71,50.183,41.89,4.296,-1.141,1.042
131.46,50.854,63.72,4.022,-1.28,1.233
148.66,52.683,86.646,3.769,-1.4,1.457
162.38,55.976,109.69,3.517,-1.497,1.661
170.98,61.341,131.95,3.312,-1.539,1.835
175.55,68.72,153.11,3.075,-1.539,1.911
177.99,78.476,172.81,2.864,-1.461,2.001
176.1,90.305,190.61,2.737,-1.413,2
170.91,103.72,207.44,2.609,-1.303,1.99
163.54,118.48,222.44,2.494,-1.149,1.958
152.99,134.02,235.61,2.397,-0.973,1.952
141.65,151.77,246.71,2.298,-0.775,1.949
130,165.24,255.61,2.194,-0.555,1.931
120.73,177.56,260.98,2.097,-0.294,1.897
111.95,196.46,262.99,2,-0.036,1.855
102.01,214.45,263.78,1.899,0.242,1.802
92.683,230.49,262.74,1.793,0.514,1.751
