gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
55.122,36.707,-119.94,0.39,-0.1,0.036
75.549,53.11,-142.07,0.368,-0.178,0.046
71.646,54.39,-164.02,0.353,-0.244,0.041
65.183,61.829,-185.24,0.354,-0.32,0.001
70.488,77.378,-206.22,0.358,-0.389,-0.03
73.232,94.39,-224.39,0.333,-0.462,-0.072
56.098,100.37,-252.99,0.374,-0.526,-0.073
47.866,113.96,-274.88,0.512,-0.602,-0.044
42.988,129.27,-296.4,0.451,-0.576,0.041
35.122,145.06,-318.29,0.47,-0.751,0.174
23.659,162.19,-336.4,0.511,-0.804,0.235
11.585,180.73,-350.12,0.552,-0.646,0.267
1.22,200.24,-360.37,0.6,-0.494,0.26
-11.463,217.07,-368.48,0.675,-0.481,0.266
-21.585,232.87,-371.52,0.812,-0.584,0.357
-30.183,249.82,-369.21,0.969,-0.676,0.433
-41.463,267.32,-367.01,1.077,-0.705,0.527
-55.183,290.49,-361.52,1.164,-0.656,0.686
-69.817,307.38,-354.51,1.24,-0.548,0.879
-71.463,324.88,-342.01,1.358,-0.472,1.026
-64.268,344.27,-328.05,1.465,-0.295,1.134
-60.549,357.01,-313.23,1.688,-0.196,1.218
-53.476,352.62,-274.51,1.761,-0.041,1.316
-31.646,342.38,-244.69,1.68,0.345,1.48
-5,324.63,-212.38,1.634,0.67,1.59
21.341,302.56,-168.78,1.535,1.034,1.704
47.805,286.1,-139.27,1.586,1.6,1.908
63.293,277.74,-121.16,1.518,2.081,1.903
84.512,259.15,-100.49,1.411,2.377,1.933
101.71,237.38,-76.463,1.548,2.718,1.898
120.98,219.09,-47.256,1.502,2.958,1.861
145.73,189.76,-5.61,1.456,3.349,1.787
167.62,164.88,25.183,1.422,3.545,1.683
180.49,142.62,60.305,1.479,3.558,1.603
177.81,120.12,103.35,1.706,3.789,1.513
156.22,106.77,142.26,1.84,3.797,1.352
130.61,105.12,175.49,1.824,3.731,1.149
91.098,103.35,214.09,1.951,3.704,0.966
24.695,100.79,256.04,2.179,3.649,0.753
-55.671,105.73,293.84,2.283,3.615,0.5
-146.46,118.6,319.33,2.416,3.59,0.108
-244.63,126.89,343.42,2.704,3.669,-0.225
-344.57,129.21,375.12,2.846,3.94,-0.437
-441.58,141.28,410.55,2.943,4.005,-0.737
-530.98,152.68,439.33,2.799,4.122,-1.035
-606.77,158.23,459.94,2.503,4.241,-1.218
-668.72,163.66,479.63,2.175,4.368,-1.437
-715.85,169.33,497.93,2,4.335,-1.702
-749.51,170.31,515.24,1.76,4.057,-1.933
-778.05,167.68,528.41,1.461,3.743,-2.111
-790.06,169.94,542.62,1.299,3.498,-2.225
-777.32,191.89,561.95,1.035,3.306,-2.3
-766.04,203.23,573.72,0.766,3.187,-2.307
-744.21,223.66,570.18,0.498,3.066,-2.251
-729.15,237.74,574.39,0.288,2.89,-2.2
-710.61,252.74,591.04,0.162,2.805,-2.124
-680.61,279.21,591.28,0.061,2.725,-2.239
-648.11,308.05,585.3,-0.181,2.567,-2.119
-617.44,338.96,561.46,-0.284,2.326,-2.002
-592.07,383.72,492.68,-0.273,2.268,-1.895
-557.5,433.54,407.19,-0.452,2.175,-1.831
-547.74,475.98,349.57,-0.597,1.99,-1.801
-531.22,449.69,325.67,-0.735,1.812,-1.682
-488.29,388.66,301.34,-1.202,1.874,-1.592
-430.06,328.78,225.85,-1.901,1.988,-1.506
-346.28,260.85,168.48,-2.857,2.428,-1.231
-288.6,200.91,136.95,-4.207,2.733,-0.844
-244.39,149.15,100.06,-5.521,2.311,-0.659
-188.72,87.683,62.622,-6.286,1.324,-0.557
-125.73,5.793,34.634,-6.307,0.77,-1.267
-43.902,-59.573,7.805,-5.816,0.383,-2.179
22.012,-124.27,-8.171,-5.87,-0.14,-2.292
80.549,-183.35,-22.439,-6.162,-0.68,-1.765
140.85,-231.83,-30.915,-6.354,-0.842,-1.42
202.01,-260.67,-40.244,-6.248,-1.25,-1.275
260.43,-272.56,-48.963,-6.072,-1.373,-1.205
318.17,-273.42,-50.61,-5.899,-1.328,-0.885
366.71,-267.93,-43.049,-5.554,-1.259,-0.567
403.96,-256.52,-30.244,-5.122,-1.282,-0.333
432.44,-241.28,-17.622,-4.727,-1.272,-0.103
454.15,-219.45,-6.28,-4.428,-1.225,0.135
465.24,-197.44,2.256,-4.141,-1.271,0.365
468.23,-178.78,7.5,-3.771,-1.37,0.56
464.21,-163.11,9.634,-3.42,-1.302,0.658
454.21,-151.71,7.5,-3.084,-1.133,0.729
439.21,-142.56,1.28,-2.812,-0.963,0.734
415.18,-137.99,-10.488,-2.617,-0.81,0.718
382.13,-142.32,-27.439,-2.451,-0.681,0.732
347.93,-146.83,-43.11,-2.251,-0.555,0.781
308.05,-154.21,-61.829,-2.015,-0.394,0.87
