gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
41.585,66.829,516.1,0.044,0.694,0.981
13.171,86.768,515.24,0.078,0.911,1.042
-7.927,83.171,518.66,0.118,1.161,1.102
-17.866,67.317,520.79,0.16,1.408,1.16
-42.439,79.573,516.77,0.188,1.648,1.189
-68.232,94.451,510.67,0.208,1.896,1.171
-66.829,70.732,504.45,0.224,2.148,1.149
-82.866,71.524,497.19,0.222,2.406,1.137
-96.098,73.354,487.13,0.232,2.683,0.989
-102.99,65,478.29,0.332,3.05,0.952
-113.9,66.89,468.96,0.316,3.27,0.862
-125.49,74.024,463.66,0.373,3.454,0.839
-137.93,90.854,459.94,0.409,3.741,0.564
-149.69,100.79,452.07,0.349,3.869,0.527
-165.12,104.08,441.83,0.321,4.029,0.436
-181.04,107.26,428.17,0.085,4.132,0.303
-201.71,110.55,411.4,0.027,4.247,0.231
-225.31,117.38,390.79,-0.058,4.467,0.221
-250.18,124.45,365.79,-0.067,4.646,0.128
-280.92,132.13,336.65,-0.231,4.765,-0.004
-316.22,133.41,307.56,-0.365,4.86,-0.126
-337.87,132.87,275.12,-0.439,4.984,-0.209
-361.83,122.68,242.87,-0.54,5.075,-0.31
-385.31,108.17,207.32,-0.649,5.159,-0.402
-404.63,93.598,167.5,-0.753,5.225,-0.518
-427.32,72.378,128.35,-0.864,5.24,-0.624
-442.44,53.72,87.317,-0.977,5.28,-0.723
-453.17,30.427,45.671,-1.122,5.398,-0.826
-462.99,5.244,1.159,-1.338,5.429,-0.895
-471.34,-20.793,-45.366,-1.581,5.331,-0.934
-475.79,-42.134,-93.841,-1.859,5.225,-1.029
-477.56,-60,-144.33,-2.152,5.083,-1.119
-484.94,-77.866,-196.22,-2.428,4.969,-1.22
-487.01,-89.268,-249.15,-2.639,4.869,-1.303
-489.27,-98.963,-303.11,-2.75,4.727,-1.385
-488.23,-105.85,-357.93,-2.803,4.611,-1.501
-487.32,-113.11,-409.88,-2.78,4.499,-1.624
-486.16,-114.08,-460.12,-2.714,4.374,-1.71
-478.29,-112.99,-507.74,-2.643,4.258,-1.95
-445.92,-112.44,-553.48,-2.458,4.074,-2.049
-468.72,-92.866,-597.56,-2.243,3.996,-2.193
-459.15,-87.317,-637.44,-1.978,3.898,-2.304
-440.18,-84.695,-673.9,-1.664,3.787,-2.396
-414.76,-87.5,-706.04,-1.324,3.684,-2.495
-405.85,-82.317,-734.7,-0.959,3.567,-2.545
-390.92,-82.012,-759.02,-0.63,3.382,-2.67
