gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
14.024,2.744,0.366,0.65,-0.042,0.269
18.171,3.415,-0.366,0.668,-0.047,0.278
22.866,4.024,-1.28,0.684,-0.031,0.294
27.5,4.573,-2.439,0.69,-0.051,0.297
31.951,5,-3.902,0.688,-0.099,0.292
36.646,5.61,-5.671,0.692,-0.093,0.299
41.463,6.585,-7.927,0.695,-0.056,0.313
46.341,7.317,-10.61,0.713,-0.045,0.311
50.366,8.11,-13.11,0.771,-0.034,0.294
54.451,9.024,-16.585,0.833,0.003,0.287
57.622,10,-20.549,0.869,0.014,0.264
59.756,10.915,-25,0.885,0.019,0.226
61.463,11.341,-30.366,0.922,0.031,0.186
62.012,11.402,-35.854,1.011,0.063,0.154
61.707,12.317,-41.341,1.1,0.125,0.123
61.951,13.11,-47.256,1.148,0.182,0.104
60.915,13.11,-53.354,1.208,0.238,0.103
59.573,13.537,-59.085,1.27,0.255,0.07
59.634,14.817,-64.939,1.343,0.276,0.057
60.61,15.915,-70.549,1.419,0.359,0.038
61.098,16.402,-75.549,1.498,0.403,-0.017
61.829,17.561,-80.183,1.605,0.402,-0.041
63.841,18.537,-85.366,1.723,0.494,-0.094
66.28,19.085,-90.671,1.806,0.623,-0.131
69.085,19.817,-95.305,1.905,0.664,-0.161
72.073,21.768,-99.39,1.985,0.697,-0.222
74.146,24.268,-102.44,1.987,0.801,-0.321
75.061,25.244,-105.73,2.02,0.898,-0.369
75.793,24.512,-108.6,2.081,0.962,-0.455
74.756,24.939,-110.24,2.13,1.054,-0.555
72.683,26.951,-110.73,2.151,1.221,-0.618
68.598,29.512,-111.1,2.261,1.357,-0.669
64.695,32.378,-111.46,2.33,1.45,-0.735
59.878,34.817,-111.4,2.365,1.577,-0.781
52.866,38.11,-110.92,2.402,1.734,-0.767
46.89,41.585,-109.82,2.421,1.914,-0.768
44.085,44.451,-107.81,2.471,2.04,-0.744
40.61,49.207,-105.55,2.471,2.195,-0.788
39.268,55.976,-101.46,2.474,2.306,-0.878
43.232,64.634,-97.012,2.465,2.378,-0.995
49.878,76.463,-91.037,2.438,2.464,-1.111
56.098,89.085,-81.768,2.387,2.615,-1.154
60.854,100.24,-72.317,2.31,2.811,-1.149
67.866,113.42,-62.317,2.221,2.973,-1.119
75.732,126.77,-50.427,2.104,3.083,-1.115
76.159,136.95,-38.476,1.967,3.145,-1.146
77.744,144.57,-27.195,1.876,3.161,-1.154
75,153.9,-14.939,1.731,3.27,-1.207
73.232,162.74,-0.671,1.591,3.396,-1.225
68.232,172.07,12.073,1.478,3.487,-1.192
58.72,180.31,23.72,1.345,3.55,-1.145
52.195,188.05,35.427,1.26,3.605,-1.107
44.024,198.72,47.073,1.11,3.706,-1.035
36.646,209.76,58.354,0.914,3.723,-0.987
30.549,220.43,70.915,0.774,3.605,-0.974
25.244,230.55,84.573,0.626,3.514,-0.955
19.024,238.78,99.39,0.489,3.521,-0.92
10.488,246.28,114.15,0.354,3.564,-0.847
2.561,254.63,128.96,0.192,3.573,-0.801
-5.732,263.48,143.9,0.046,3.513,-0.779
-16.159,269.76,158.35,-0.117,3.451,-0.742
-26.098,273.54,173.35,-0.277,3.396,-0.717
-39.878,276.16,190.18,-0.382,3.302,-0.723
-53.171,275.61,207.26,-0.489,3.179,-0.695
-64.39,274.88,223.72,-0.674,3.052,-0.616
-77.073,275.37,238.17,-0.888,2.949,-0.501
-89.634,275.24,251.59,-1.103,2.928,-0.383
-100.43,277.01,265.85,-1.301,2.86,-0.292
-108.6,280.43,278.29,-1.533,2.722,-0.243
-115.12,283.78,288.66,-1.82,2.597,-0.229
-122.26,286.22,299.94,-2.138,2.626,-0.229
-132.07,286.46,311.22,-2.418,2.588,-0.25
-145.31,286.65,321.65,-2.677,2.274,-0.311
-160.61,287.74,330.49,-2.981,1.813,-0.28
-178.48,288.96,337.38,-3.25,1.343,-0.119
-203.35,289.94,343.35,-3.506,0.97,-0.09
-235,290.31,348.29,-3.637,0.746,-0.154
-270.61,289.82,351.46,-3.626,0.499,-0.294
-310.12,290.92,355.73,-3.516,0.427,-0.494
-354.69,293.84,361.04,-3.31,0.318,-0.858
-405.43,294.45,365.85,-3.095,0.093,-1.079
-466.58,292.5,368.72,-2.91,-0.437,-1.249
-530.37,289.33,371.34,-2.681,-0.931,-1.208
-594.21,284.82,375,-2.596,-1.273,-1.251
-664.7,278.96,375.55,-2.638,-1.714,-1.268
-738.66,271.34,377.13,-2.735,-2.195,-1.199
-809.09,262.99,376.22,-2.638,-2.117,-1.023
-873.72,252.44,373.29,-2.377,-1.754,-0.752
-927.32,238.72,371.04,-2.387,-1.539,-0.558
-966.52,219.69,363.66,-2.553,-1.343,-0.508
-997.62,192.5,351.83,-2.631,-1.178,-0.536
-1018.4,160.31,332.5,-2.66,-1.029,-0.592
-1012,125.49,312.99,-2.646,-0.943,-0.685
-989.27,90.122,295,-2.653,-0.983,-0.772
-944.88,56.524,277.07,-2.591,-1.089,-0.791
-860.73,35.488,261.71,-2.432,-1.088,-0.7
-749.02,22.744,247.44,-2.301,-1.186,-0.574
-635.18,23.537,232.32,-2.173,-1.271,-0.433
-511.1,37.012,213.17,-2.096,-1.314,-0.322
-377.99,49.695,192.68,-2.03,-1.348,-0.248
-243.54,56.707,172.68,-1.961,-1.343,-0.208
-121.4,53.72,155.37,-1.914,-1.335,-0.165
-16.707,54.329,140.06,-1.93,-1.297,-0.132
62.256,70.305,121.4,-1.941,-1.243,-0.097
112.62,76.768,97.439,-1.919,-1.178,0.007
142.5,66.402,72.195,-1.895,-1.153,0.121
154.63,48.293,47.012,-1.89,-1.056,0.236
152.38,30.915,23.78,-1.875,-0.979,0.346
142.19,15.732,4.451,-1.81,-0.973,0.501
130.73,-3.415,-9.451,-1.803,-0.786,0.6
115.37,-19.512,-21.28,-1.737,-0.729,0.738
105.49,-32.134,-30.793,-1.751,-0.536,0.849
100.12,-39.39,-38.537,-1.643,-0.597,0.936
100.55,-39.756,-45.427,-1.656,-0.59,1.035
109.21,-35.244,-51.585,-1.693,-0.279,1.111
123.84,-26.89,-56.829,-1.598,-0.246,1.213
144.82,-17.073,-60.549,-1.475,-0.229,1.318
169.57,-8.72,-63.11,-1.535,-0.009,1.351
195.31,-5.427,-65.366,-1.502,0.068,1.412
220.12,-2.561,-67.439,-1.427,0.08,1.46
244.09,3.049,-68.476,-1.367,0.176,1.502
266.52,8.78,-69.939,-1.305,0.209,1.532
284.15,11.22,-72.744,-1.25,0.389,1.538
301.58,10.854,-74.146,-1.201,0.447,1.536
309.02,12.5,-78.232,-1.074,0.541,1.536
317.74,9.268,-82.073,-1.018,0.729,1.5
317.38,6.829,-88.537,-0.964,0.747,1.412
319.94,2.195,-94.512,-0.885,0.777,1.33
327.19,-0.061,-98.11,-0.844,1.053,1.284
325.55,-5.549,-104.82,-0.756,1.284,1.253
326.95,-16.829,-113.42,-0.654,1.302,1.206
328.84,-23.354,-120.12,-0.615,1.366,1.111
329.69,-27.683,-127.81,-0.491,1.45,1.013
331.89,-35.61,-137.44,-0.382,1.498,0.912
335.85,-47.683,-145.12,-0.299,1.624,0.834
341.95,-55.671,-152.19,-0.185,1.823,0.747
349.15,-63.659,-158.54,-0.035,1.707,0.598
356.83,-74.329,-162.93,0.096,1.691,0.36
369.02,-85.61,-169.63,0.25,1.813,0.232
379.88,-98.293,-173.6,0.383,1.979,0.113
389.57,-107.38,-175.98,0.552,1.957,0.047
402.44,-116.46,-179.02,0.694,1.863,-0.014
414.88,-127.87,-179.82,0.776,1.794,-0.044
425.06,-140.85,-178.72,0.938,1.783,-0.092
436.52,-151.89,-180.18,1.122,1.692,-0.024
450.55,-159.33,-180.67,1.129,1.661,-0.031
457.74,-166.77,-179.94,1.122,1.72,-0.061
465.61,-179.76,-175.73,1.171,1.758,-0.014
473.17,-190.43,-171.95,1.168,1.82,-0.044
477.81,-199.33,-167.56,1.168,1.807,-0.088
473.9,-208.41,-163.54,1.142,1.717,-0.205
474.76,-215.24,-160.12,1.136,1.63,-0.285
475.06,-223.17,-153.9,1.185,1.552,-0.344
467.87,-236.16,-144.82,1.246,1.458,-0.406
458.84,-244.88,-136.71,1.277,1.386,-0.47
447.74,-250.31,-128.05,1.301,1.332,-0.463
431.95,-249.82,-117.62,1.358,1.25,-0.408
420,-244.51,-104.76,1.384,1.15,-0.382
396.83,-248.23,-93.963,1.429,1.032,-0.368
373.78,-249.09,-83.537,1.477,0.913,-0.385
347.74,-242.19,-69.329,1.514,0.816,-0.43
311.22,-239.51,-58.354,1.547,0.739,-0.47
274.63,-239.09,-51.524,1.54,0.666,-0.485
234.51,-237.13,-45.183,1.507,0.603,-0.464
195.85,-233.6,-40.976,1.458,0.528,-0.436
157.07,-229.39,-38.293,1.431,0.43,-0.399
118.66,-229.57,-36.463,1.431,0.331,-0.351
84.39,-231.83,-34.451,1.425,0.251,-0.307
55.061,-232.38,-32.317,1.414,0.184,-0.268
