gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
18.78,-0.671,-8.78,0.57,0.484,0.407
25.854,-0.183,-8.293,0.568,0.437,0.395
31.646,0.183,-8.171,0.563,0.384,0.386
35.183,0.122,-7.927,0.57,0.366,0.396
36.463,-0.122,-7.744,0.577,0.349,0.376
36.22,-0.732,-7.439,0.574,0.322,0.357
34.146,-1.28,-7.439,0.57,0.298,0.362
30.671,-2.195,-7.683,0.575,0.267,0.362
26.159,-2.744,-7.622,0.575,0.216,0.349
20.915,-3.049,-7.744,0.578,0.22,0.358
15.366,-3.293,-7.927,0.583,0.212,0.361
9.573,-3.476,-8.171,0.588,0.171,0.358
4.39,-3.232,-8.415,0.595,0.147,0.349
-0.122,-2.805,-8.78,0.599,0.154,0.339
-3.902,-2.256,-9.329,0.613,0.141,0.319
-6.098,-1.524,-10,0.629,0.094,0.287
-7.622,-0.305,-10.549,0.654,0.066,0.283
-7.988,0.976,-11.463,0.674,0.064,0.292
-7.866,1.89,-12.5,0.707,0.035,0.296
-7.927,3.171,-13.415,0.75,0.023,0.289
-6.829,4.451,-14.878,0.817,-0.04,0.264
-4.817,5.305,-16.768,0.889,-0.045,0.251
-2.622,6.28,-18.72,0.947,-0.026,0.246
0,7.561,-20.793,0.993,-0.023,0.248
1.951,8.78,-23.049,1.032,-0.016,0.223
3.902,10,-25.488,1.064,-0.03,0.181
6.28,10.793,-28.293,1.128,0.013,0.174
7.378,11.22,-31.463,1.203,0.054,0.166
7.683,11.829,-34.634,1.283,0.103,0.169
8.537,12.744,-38.049,1.347,0.121,0.164
9.695,13.11,-41.585,1.415,0.162,0.167
11.098,13.171,-45.244,1.506,0.213,0.164
12.012,14.268,-48.902,1.601,0.234,0.149
13.902,15.671,-51.829,1.685,0.261,0.129
16.463,17.561,-55.549,1.777,0.331,0.126
21.341,18.78,-59.39,1.863,0.291,0.083
25.854,19.146,-61.768,1.973,0.272,0.085
31.28,21.037,-64.024,2.04,0.385,0.094
37.439,24.024,-65.488,2.102,0.438,0.066
42.988,27.927,-66.951,2.156,0.553,-0.016
48.293,30.976,-68.049,2.213,0.586,-0.066
51.646,32.927,-69.085,2.262,0.669,-0.136
53.293,34.878,-70.183,2.251,0.868,-0.211
52.439,38.11,-71.829,2.365,1,-0.222
50.183,41.829,-72.5,2.42,1.138,-0.281
46.829,43.72,-73.11,2.445,1.292,-0.336
41.585,45.244,-74.207,2.468,1.442,-0.385
36.707,48.293,-74.817,2.493,1.65,-0.421
32.378,51.951,-74.878,2.519,1.861,-0.444
27.256,56.829,-74.146,2.585,1.988,-0.456
26.707,62.5,-72.805,2.598,2.205,-0.526
29.39,67.866,-69.451,2.584,2.427,-0.562
29.268,75.793,-64.756,2.606,2.631,-0.597
34.512,83.232,-59.573,2.603,2.775,-0.658
37.439,92.378,-54.573,2.539,2.888,-0.735
45,101.04,-47.5,2.423,3.005,-0.778
52.744,113.6,-40.488,2.316,3.175,-0.88
56.22,122.62,-30.549,2.19,3.352,-0.942
65.671,128.9,-22.317,2.088,3.476,-1.022
71.037,139.09,-11.951,1.982,3.625,-1.104
75.671,151.16,-0.183,1.887,3.761,-1.185
77.378,161.34,12.073,1.75,3.869,-1.207
77.012,170.31,23.537,1.576,3.91,-1.182
71.098,177.01,33.354,1.395,3.957,-1.179
67.073,184.33,44.207,1.233,3.923,-1.118
54.146,191.4,56.22,1.048,3.835,-1.08
39.39,196.83,69.39,0.871,3.83,-1.031
23.78,204.21,80.427,0.68,4,-0.951
7.805,215.98,91.768,0.459,4.102,-0.896
-7.317,229.51,104.82,0.125,4.002,-0.888
-19.695,240,119.63,-0.239,3.822,-0.927
-30.183,247.56,134.27,-0.515,3.706,-0.9
-42.927,250.37,149.09,-0.739,3.667,-0.779
-50.732,253.96,164.21,-0.959,3.604,-0.628
-60.244,256.16,180.06,-1.191,3.505,-0.493
-70.61,256.28,195.37,-1.339,3.371,-0.367
-80.427,256.95,211.65,-1.485,3.276,-0.192
-89.634,259.21,228.54,-1.644,3.244,-0.046
-104.21,260.06,244.94,-1.839,3.234,-0.009
-120.18,261.22,259.51,-2.082,3.236,-0.062
-136.89,264.57,274.21,-2.303,3.087,-0.191
-156.28,266.1,288.23,-2.584,2.784,-0.349
-180.91,267.38,301.04,-2.851,2.522,-0.406
-203.54,274.94,312.87,-3.071,2.161,-0.427
-226.16,288.9,324.63,-3.257,1.682,-0.375
-246.65,299.08,336.16,-3.442,1.283,-0.417
-266.83,299.88,348.11,-3.383,1.203,-0.462
-291.34,298.05,362.32,-3.211,1.042,-0.575
-318.42,298.72,379.63,-3.088,0.837,-0.707
-347.68,298.84,396.28,-3.004,0.571,-0.994
-380.85,295.18,411.28,-2.86,0.161,-1.261
-416.4,289.45,424.33,-2.778,-0.257,-1.318
-460.24,286.16,434.08,-2.713,-0.574,-1.454
-508.84,284.08,442.32,-2.702,-1.278,-1.47
-561.22,282.26,446.4,-2.527,-1.556,-1.475
-616.89,278.54,444.63,-2.45,-1.816,-1.44
-674.51,272.87,438.84,-2.438,-2.25,-1.211
-735.49,262.56,432.38,-2.5,-2.462,-0.984
-791.46,248.84,417.32,-2.47,-2.108,-0.791
-845.3,230.18,396.89,-2.383,-1.708,-0.611
-894.09,200.49,371.28,-2.464,-1.388,-0.532
-933.54,157.93,341.1,-2.737,-1.266,-0.543
-954.39,117.01,313.23,-2.841,-1.183,-0.516
-959.02,87.622,287.01,-2.84,-1.132,-0.548
-948.17,60.61,254.94,-2.796,-1.126,-0.56
-918.05,29.817,223.29,-2.74,-1.177,-0.541
-851.4,4.024,204.27,-2.637,-1.191,-0.469
-763.6,-2.439,188.84,-2.522,-1.205,-0.356
-642.99,-8.659,178.48,-2.41,-1.201,-0.241
-534.09,1.037,163.11,-2.314,-1.237,-0.159
-408.23,16.159,143.66,-2.241,-1.268,-0.096
-277.07,26.402,129.39,-2.213,-1.307,-0.061
-150.24,33.78,115.73,-2.192,-1.331,-0.029
-39.268,33.902,104.45,-2.105,-1.339,0.007
54.695,37.866,91.951,-2.044,-1.355,0.079
119.82,54.512,75.061,-1.984,-1.307,0.112
164.33,64.451,55.488,-1.942,-1.251,0.208
189.21,59.512,35.549,-1.919,-1.155,0.296
194.69,50.366,17.256,-1.76,-1.13,0.466
189.21,38.598,1.463,-1.785,-0.964,0.565
178.17,22.134,-10,-1.847,-0.782,0.628
162.13,4.939,-18.841,-1.762,-0.664,0.751
145.12,-10.671,-26.768,-1.679,-0.542,0.775
128.41,-21.28,-34.329,-1.748,-0.317,0.876
116.58,-26.524,-42.439,-1.692,-0.088,0.969
110.92,-28.232,-50.976,-1.626,-0.19,1.047
113.29,-27.805,-59.451,-1.576,0,1.162
