gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-21.524,-11.89,-26.829,0.701,-0.005,0.258
-17.927,-11.524,-25.793,0.708,-0.033,0.258
-12.988,-11.402,-24.695,0.715,-0.036,0.266
-8.415,-10.61,-23.598,0.735,-0.073,0.27
-2.073,-9.085,-21.951,0.753,-0.092,0.275
5,-7.683,-20.488,0.763,-0.084,0.278
12.256,-5.854,-19.146,0.789,-0.117,0.277
18.963,-3.598,-17.561,0.817,-0.108,0.284
25.061,-1.098,-16.159,0.827,-0.123,0.288
30,0.976,-15.61,0.824,-0.168,0.296
33.963,2.927,-16.037,0.832,-0.158,0.301
36.463,4.573,-16.768,0.836,-0.166,0.294
37.927,6.402,-17.927,0.836,-0.211,0.272
38.537,8.11,-19.634,0.859,-0.234,0.243
38.293,9.39,-21.402,0.919,-0.187,0.23
37.866,10.61,-23.537,0.981,-0.161,0.2
38.232,11.646,-26.037,1.035,-0.169,0.145
37.988,13.171,-28.354,1.098,-0.146,0.137
38.72,14.268,-30.976,1.151,-0.11,0.136
39.39,15.183,-33.598,1.178,-0.102,0.113
40.915,17.256,-36.463,1.204,-0.107,0.088
43.476,19.207,-39.939,1.265,-0.013,0.09
45.61,21.402,-42.988,1.339,0.114,0.098
49.146,24.207,-47.073,1.407,0.151,0.099
53.537,26.22,-50.793,1.45,0.149,0.066
56.22,28.476,-54.878,1.503,0.155,0.034
60.366,31.646,-58.963,1.571,0.254,-0.043
64.817,34.451,-62.988,1.675,0.325,-0.134
68.78,35.854,-66.829,1.749,0.489,-0.252
72.5,37.5,-70.854,1.857,0.644,-0.35
77.134,39.634,-74.512,1.998,0.674,-0.432
82.317,41.768,-77.683,2.061,0.731,-0.519
87.561,43.354,-79.939,2.061,0.851,-0.607
91.768,47.073,-81.768,2.099,0.976,-0.623
95.488,51.646,-82.744,2.146,1.129,-0.639
100.79,53.72,-82.805,2.178,1.258,-0.677
103.78,54.024,-83.232,2.233,1.4,-0.745
106.58,56.22,-84.024,2.29,1.576,-0.778
110.67,61.22,-83.902,2.29,1.807,-0.839
114.08,67.744,-83.476,2.299,1.946,-0.897
119.63,73.293,-81.646,2.32,2.074,-0.982
121.52,77.988,-80.488,2.342,2.172,-1.085
126.58,82.012,-77.805,2.35,2.349,-1.214
126.95,86.22,-73.841,2.364,2.549,-1.337
125.31,90.305,-70.549,2.389,2.746,-1.454
125.67,99.268,-66.463,2.388,2.925,-1.518
123.78,113.35,-60.427,2.289,3.086,-1.569
115.12,124.63,-53.902,2.209,3.147,-1.594
108.48,132.5,-47.012,2.172,3.181,-1.637
95.732,140.49,-41.402,2.078,3.33,-1.665
84.573,151.4,-34.268,1.973,3.524,-1.667
72.5,159.82,-26.098,1.852,3.657,-1.682
60.061,169.57,-16.341,1.683,3.76,-1.701
46.646,180.85,-6.707,1.494,3.833,-1.694
39.146,194.63,3.415,1.346,3.898,-1.688
33.354,208.6,14.817,1.216,3.988,-1.682
33.659,224.27,27.378,1.049,4.1,-1.652
34.695,237.5,42.073,0.883,4.205,-1.581
37.439,247.56,57.5,0.715,4.209,-1.516
42.866,259.82,72.866,0.555,4.148,-1.45
47.988,272.74,89.024,0.392,4.075,-1.369
50.732,288.54,106.4,0.224,4.021,-1.275
54.329,300.24,123.48,0.09,3.942,-1.165
56.159,309.88,142.01,-0.03,3.834,-1.065
51.585,317.99,161.46,-0.139,3.722,-0.987
40.854,323.78,180.12,-0.246,3.597,-0.95
30.061,331.34,198.6,-0.371,3.451,-0.984
16.646,339.88,217.38,-0.447,3.298,-0.932
1.159,346.1,235.55,-0.671,3.257,-0.842
-14.878,348.84,253.17,-0.942,3.226,-0.805
-33.902,350.24,270.49,-1.153,3.147,-0.737
-52.805,352.32,287.44,-1.352,3.08,-0.653
-71.646,354.02,303.48,-1.504,2.91,-0.515
-90.671,356.34,318.48,-1.743,2.857,-0.383
-111.83,357.56,332.32,-2.015,2.693,-0.26
-134.51,357.26,346.46,-2.254,2.444,-0.158
-158.96,354.94,359.94,-2.537,2.354,-0.131
-183.96,349.33,371.46,-2.841,2.208,-0.031
-210.55,343.42,381.71,-3.034,2.115,0.003
-240,336.95,389.51,-3.125,1.675,0.034
-268.17,329.57,395.31,-3.189,1.25,0.06
-296.04,320.61,397.56,-3.189,1.006,0.125
-322.07,310.92,400.24,-3.138,0.915,0.113
-350.12,305.43,404.69,-3.089,0.577,-0.035
-382.38,299.63,406.4,-3.02,0.194,-0.13
-416.16,289.08,404.51,-2.856,0.255,-0.388
-454.82,279.69,400.24,-2.884,0.068,-0.678
-491.89,272.44,397.38,-2.729,-0.011,-0.85
