gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-3.476,20.915,9.878,0.785,0.159,0.035
-2.805,22.988,8.415,0.783,0.145,0.037
-2.012,24.695,6.951,0.783,0.13,0.029
-0.732,26.463,5.732,0.788,0.117,0.023
0.854,28.293,4.817,0.791,0.102,0.021
2.622,29.268,4.207,0.793,0.094,0.021
4.695,29.39,3.902,0.805,0.09,0.024
6.829,28.659,4.024,0.816,0.083,0.038
9.207,27.744,4.634,0.821,0.082,0.045
11.341,27.134,5.488,0.831,0.091,0.06
13.293,26.463,6.159,0.842,0.098,0.063
15.671,25.61,6.463,0.861,0.1,0.044
17.988,24.573,6.707,0.882,0.113,0.037
20.061,23.415,6.89,0.898,0.129,0.042
22.134,22.317,6.829,0.921,0.143,0.044
23.902,21.037,6.951,0.948,0.163,0.042
25.671,19.817,7.134,0.981,0.184,0.049
27.317,18.841,7.256,1.018,0.206,0.061
28.537,17.927,7.5,1.067,0.219,0.071
29.634,17.012,7.683,1.117,0.228,0.08
30.427,16.037,8.049,1.164,0.232,0.082
30.793,15.61,8.415,1.205,0.227,0.072
30.427,15.183,8.78,1.239,0.216,0.069
29.878,15.061,8.963,1.286,0.219,0.075
28.902,15.183,9.146,1.344,0.213,0.088
27.317,15.061,9.329,1.41,0.203,0.098
25.732,14.451,9.451,1.493,0.199,0.124
23.78,13.11,9.634,1.589,0.173,0.174
21.037,12.134,9.878,1.699,0.153,0.235
18.049,11.28,10.183,1.804,0.129,0.304
15,10.732,10.488,1.903,0.118,0.398
12.134,10.488,10.915,2.031,0.068,0.512
9.146,11.037,11.341,2.189,0.011,0.662
5.976,12.378,11.646,2.425,-0.043,0.789
3.293,14.329,11.951,2.727,-0.135,0.973
1.28,16.341,12.317,2.989,-0.225,1.102
-0.976,18.598,12.5,3.292,-0.389,1.242
-3.476,21.463,12.622,3.555,-0.583,1.349
-6.402,24.878,12.622,3.693,-0.735,1.43
-9.024,29.207,12.256,3.784,-0.875,1.52
-10.671,33.72,12.439,3.868,-0.995,1.498
-14.085,39.146,11.707,3.87,-1.078,1.455
-20.61,47.073,8.049,3.943,-1.132,1.375
-28.11,57.134,2.683,3.873,-1.161,1.178
-35.549,68.354,-3.78,3.832,-1.173,1.027
-43.841,80.976,-10.183,3.675,-1.163,0.873
-51.402,95.427,-18.049,3.48,-1.15,0.731
-58.902,109.02,-26.646,3.233,-1.126,0.629
-73.049,124.02,-39.756,2.974,-1.142,0.493
-95.671,136.46,-54.085,2.738,-1.146,0.317
-110.31,145.55,-63.841,2.553,-1.12,0.164
-144.09,154.27,-72.683,2.38,-1.086,0.043
-168.54,167.13,-77.561,2.176,-1.042,-0.074
-187.93,176.16,-84.39,1.936,-0.982,-0.212
-214.88,186.34,-88.902,1.681,-0.958,-0.369
-243.23,191.22,-92.317,1.406,-0.908,-0.481
-272.19,194.76,-97.5,1.097,-0.865,-0.509
-301.71,197.87,-106.52,0.699,-0.831,-0.512
-329.02,197.19,-118.72,0.251,-0.776,-0.508
-360,193.72,-133.35,-0.354,-0.737,-0.403
-392.26,186.34,-152.19,-0.847,-0.782,-0.213
-422.68,175.37,-174.57,-1.423,-1.053,0.006
-452.5,163.66,-200.24,-1.844,-1.598,0.358
-481.46,151.28,-229.21,-2.531,-2.212,0.352
-507.07,139.51,-262.07,-4.952,-2.162,0.034
-528.9,129.82,-298.72,-8.81,-1.03,-0.158
-547.32,123.66,-337.62,-12.272,1.188,0.024
-561.4,123.29,-377.87,-10.549,2.067,0.479
-570.91,129.57,-418.54,-7.892,0.931,1.268
-575.73,142.19,-458.29,-7.431,2.023,1.925
-576.52,159.27,-495.55,-6.896,2.162,0.382
-571.89,179.21,-527.26,-5.91,1.274,-2.241
-561.89,200.18,-551.65,-4.765,-0.229,-2.691
-549.7,221.46,-567.87,-3.516,-2.846,-2.062
-528.96,242.5,-578.05,-2.899,-1.022,-1.242
-501.22,274.69,-579.09,-1.127,0.694,-0.425
-465.85,334.82,-574.7,-0.095,1.382,0.6
-395.79,471.77,-563.84,0.358,2.093,1.902
-291.04,594.21,-577.2,0.546,2.667,2.739
-162.07,619.57,-680.98,0.707,2.067,2.319
-104.57,492.01,-755.61,0.247,1.54,1.036
-123.72,346.77,-766.83,-0.746,0.451,-0.012
-123.6,245.43,-725.18,-1.263,-0.281,-0.226
-121.46,180.61,-626.95,-1.418,-0.739,-0.082
-44.39,133.17,-530.91,-1.441,-1.164,-0.117
63.78,46.768,-477.01,-1.461,-1.773,0.02
67.866,-96.22,-299.27,-1.333,-1.536,0.369
89.939,-189.27,-114.08,-1.086,-1.176,0.628
101.46,-190.12,60,-0.919,-1.115,0.811
27.561,-171.71,167.99,-0.82,-1.077,1
-20.366,-200.67,254.45,-0.849,-0.966,1.151
-55.183,-216.46,300.18,-0.965,-0.896,1.155
-84.39,-160.43,291.22,-1.091,-0.85,1.047
-103.6,-51.159,243.35,-1.182,-0.747,0.92
-155.91,37.5,197.99,-1.268,-0.58,0.84
-214.76,76.707,154.63,-1.377,-0.398,0.823
-231.1,71.098,110.67,-1.504,-0.227,0.822
-245.31,54.817,82.683,-1.652,-0.079,0.768
-259.94,44.451,66.768,-1.794,0.069,0.66
-231.1,23.72,48.354,-1.929,0.202,0.568
-186.28,1.646,38.11,-2.036,0.294,0.518
-157.32,-13.598,36.829,-2.139,0.373,0.522
-127.93,-21.22,37.988,-2.225,0.449,0.555
-88.659,-22.622,38.049,-2.303,0.531,0.554
-45.915,-17.5,38.78,-2.411,0.567,0.52
-4.268,-9.146,45.183,-2.506,0.607,0.48
37.256,-0.061,57.744,-2.563,0.641,0.432
78.659,8.11,73.476,-2.555,0.661,0.377
120,13.963,91.341,-2.472,0.695,0.341
160.18,17.378,112.56,-2.337,0.776,0.333
194.45,19.451,138.54,-2.209,0.845,0.317
225.85,19.329,168.29,-2.056,0.875,0.282
252.56,15.671,200.37,-1.888,0.894,0.214
270.12,9.939,234.33,-1.698,0.909,0.143
284.27,4.085,267.38,-1.499,0.914,0.072
295.79,-1.829,298.96,-1.296,0.909,0.02
305.98,-6.89,326.89,-1.085,0.851,-0.037
317.68,-10.366,351.58,-0.894,0.85,-0.075
330.37,-13.537,374.02,-0.686,0.786,-0.104
345,-17.317,392.93,-0.483,0.709,-0.137
361.22,-20.732,410,-0.34,0.705,-0.14
377.44,-23.354,425.31,-0.161,0.63,-0.234
394.15,-24.817,438.11,0.079,0.504,-0.22
412.13,-24.817,448.05,0.267,0.448,-0.126
431.65,-24.024,455.79,0.493,0.301,-0.099
451.34,-22.256,461.1,0.659,0.131,-0.093
468.66,-19.634,465.31,0.804,0.033,0.036
484.82,-17.256,467.26,1.046,-0.096,0.125
499.39,-15.427,467.38,1.175,-0.11,0.361
511.52,-15,465.67,1.244,-0.123,0.467
521.1,-13.78,462.99,1.532,-0.097,0.632
526.4,-13.902,459.63,1.715,-0.031,0.92
