gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-13.598,-10.183,2.012,0.967,0.146,0.202
-10.793,-9.817,3.354,0.975,0.128,0.199
-7.866,-9.451,4.634,0.98,0.125,0.195
-5.305,-8.963,5.854,0.982,0.12,0.197
-2.744,-8.659,6.951,0.979,0.115,0.205
-0.122,-8.171,7.927,0.979,0.113,0.217
2.317,-7.561,8.841,0.986,0.101,0.22
4.573,-6.707,9.939,0.989,0.095,0.222
6.768,-5.732,10.976,0.995,0.092,0.218
8.598,-4.756,11.646,1.009,0.092,0.212
10.244,-3.659,12.134,1.025,0.088,0.217
11.768,-2.195,12.622,1.05,0.076,0.232
12.927,-1.037,12.683,1.073,0.065,0.252
14.573,0.488,12.866,1.077,-0.141,0.354
17.012,2.195,12.988,1.145,0.289,0.23
19.512,4.146,13.049,1.165,0.015,0.37
22.683,6.524,13.354,1.201,-0.002,0.408
25.976,8.72,13.598,1.238,-0.004,0.441
29.024,10.915,13.354,1.241,-0.011,0.475
32.012,12.866,13.415,1.33,-0.057,0.525
34.817,15.122,13.78,1.399,-0.086,0.571
37.256,17.988,13.902,1.505,-0.143,0.624
39.573,20.305,13.659,1.559,-0.183,0.671
41.341,22.683,13.354,1.627,-0.231,0.713
42.988,24.512,12.683,1.647,-0.265,0.764
44.085,26.341,12.012,1.747,-0.349,0.824
44.268,28.171,10.854,1.856,-0.45,0.933
53.537,31.463,11.524,2.087,-0.286,0.984
59.451,35.427,11.768,2.165,-0.539,1.103
41.28,33.11,5.366,2.258,-0.598,1.185
39.146,35.793,3.049,2.475,-0.671,1.311
37.5,39.024,0.427,2.539,-0.729,1.334
35.305,39.695,-2.744,2.491,-0.773,1.299
34.085,36.22,-6.22,2.911,-0.769,1.422
32.866,35.915,-10.183,2.891,-0.742,1.305
32.744,38.476,-14.085,3.087,-0.791,1.289
31.463,45.61,-18.72,3.17,-0.583,1.238
31.037,50.183,-24.268,2.922,-0.614,1.105
31.768,52.805,-29.817,3.04,-0.669,1.169
33.902,45.793,-35.732,3.256,-0.553,1.224
43.902,44.573,-40.244,3.208,-0.323,1.227
45.61,44.085,-49.573,2.993,-0.351,1.096
34.878,52.195,-59.939,2.971,-0.234,1.088
34.695,57.134,-67.378,2.945,-0.179,1.003
36.341,63.232,-75.549,2.839,-0.104,0.936
33.841,81.646,-81.768,2.784,-0.035,0.895
32.988,77.683,-87.866,2.721,0.017,0.839
32.378,71.402,-95.488,2.603,0.109,0.783
27.561,90.549,-103.29,2.375,0.177,0.682
30.488,92.256,-106.58,2.204,0.303,0.591
27.012,117.19,-110.31,1.986,0.391,0.574
19.39,128.54,-120.37,1.698,0.508,0.548
17.744,113.66,-129.39,1.507,0.656,0.509
6.037,115.43,-137.62,1.27,0.849,0.493
-8.598,126.65,-142.74,0.908,1.119,0.402
-18.232,133.17,-152.26,0.599,1.383,0.23
-38.659,121.52,-164.27,0.357,2.076,0.192
-57.927,115.24,-175.06,0.026,1.798,0.391
-80.366,109.69,-187.62,-0.356,2.38,0.263
-104.15,100.85,-200.61,-0.833,2.579,-0.158
-131.46,97.561,-214.88,-1.126,2.635,-0.245
-160.18,95,-227.93,-1.462,2.734,-0.905
-188.29,90.549,-240.73,-2.017,2.235,-1.652
-218.96,73.11,-257.74,-2.504,1.812,-2.407
-252.56,60.976,-273.9,-3.066,1.098,-2.938
-289.51,46.524,-289.94,-4.083,0.533,-2.442
-333.66,25.244,-308.84,-4.612,0.483,-1.749
-389.57,11.159,-329.33,-5.341,-0.108,-0.657
-462.56,-0.244,-350.49,-5.855,-0.22,1.045
-583.54,-27.927,-376.89,-6.067,-0.166,2.422
-700.85,-23.78,-405.73,-5.146,-1.307,2.674
-840.55,-13.232,-440.79,-5.406,-1.797,-0.046
-956.83,7.927,-473.29,-4.799,-2.266,-3.89
-1095.7,13.841,-508.78,-2.035,-2.739,-4.844
-1219.5,36.89,-540,-0.878,-3.106,-4.838
-1327.9,80.061,-575.3,-0.84,-2.913,-5.535
-1453.5,140.12,-610,-0.331,-2.555,-5.12
-1553.8,202.87,-649.7,0.162,-2.552,-4.447
-1624,253.05,-678.54,0.839,-2.086,-3.727
-1594.5,283.42,-677.5,1.245,-1.055,-3.022
-1512.8,274.57,-667.8,1.146,-0.571,-1.276
-1499.4,292.26,-671.95,0.926,-0.522,0.744
-1494,344.21,-623.48,-0.16,0.123,1.757
-1449.9,391.52,-544.33,-0.678,1.77,3.026
-1135.8,492.13,-485.18,-1.191,1.58,3.42
-896.95,545.73,-501.22,-1.508,1.025,2.703
-668.05,441.34,-468.9,-1.066,0.527,2.091
-262.81,215.37,-399.21,-0.669,0.062,1.096
62.256,67.5,-321.16,-0.726,-0.534,0.545
295.79,-1.28,-217.99,-0.73,-0.757,0.244
447.19,-39.573,-135.91,-0.853,-0.63,0.021
565.79,-77.988,-43.415,-1.013,-0.499,0.072
659.02,-103.42,69.695,-1.105,-0.294,0.272
705,-115.18,192.07,-1.228,-0.141,0.443
727.93,-137.01,298.54,-1.22,-0.405,0.738
710,-91.159,354.76,-1.225,0.026,0.795
667.93,-13.537,379.27,-1.302,-0.1,0.958
618.6,1.463,418.35,-1.339,-0.363,1.127
530.91,29.512,413.11,-1.485,-0.509,1.256
497.68,46.037,344.33,-1.584,-0.421,1.344
458.72,26.159,266.71,-1.625,-0.467,1.468
394.51,54.634,201.16,-1.521,-0.397,1.526
317.19,75.61,139.21,-1.575,-0.21,1.466
260.67,63.72,99.573,-1.546,-0.079,1.357
212.13,42.683,89.634,-1.472,0.009,1.195
150.98,12.988,94.207,-1.452,0.155,1.016
99.939,-13.354,97.866,-1.445,0.331,0.875
65.305,-34.634,99.146,-1.446,0.616,0.748
70.183,-63.902,98.11,-1.403,0.795,0.641
107.87,-80.732,96.463,-1.363,0.851,0.623
108.72,-93.78,95.915,-1.28,1.112,0.533
116.83,-90.671,98.598,-1.208,1.058,0.576
140.67,-80.488,112.62,-1.109,1.778,0.342
176.4,-74.939,136.59,-1.018,1.17,0.566
213.54,-71.402,163.54,-0.874,1.599,0.43
258.72,-65.549,189.76,-0.745,1.657,0.442
310,-47.744,212.26,-0.588,1.6,0.438
363.9,-40.183,234.21,-0.44,1.553,0.385
417.93,-33.537,253.6,-0.285,1.479,0.327
466.4,-25,270.31,-0.133,1.397,0.323
506.4,-19.695,285.12,0.004,1.295,0.333
536.77,-17.012,298.23,0.142,1.218,0.308
520.43,-22.561,308.42,0.247,1.133,0.266
551.89,-20.671,317.99,0.337,0.898,0.251
548.29,-22.927,323.78,0.441,1.198,0.12
