gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-26.159,14.451,1.463,0.527,0.08,-0.003
-27.744,15.671,3.537,0.492,0.112,-0.033
-31.341,15.976,5.244,0.46,0.127,-0.057
-34.268,15.61,7.561,0.456,0.142,-0.079
-35.427,15.915,9.512,0.458,0.166,-0.104
-35.549,15.732,11.402,0.465,0.186,-0.123
-37.744,13.963,13.415,0.473,0.149,-0.167
-37.622,12.378,15.549,0.5,0.17,-0.201
-38.537,11.159,17.744,0.53,0.231,-0.216
-40.061,9.268,18.72,0.554,0.243,-0.274
-40.061,7.744,19.39,0.551,0.234,-0.324
-37.988,6.402,19.878,0.564,0.276,-0.368
-35.671,5,20.366,0.577,0.324,-0.387
-33.171,4.451,20.671,0.598,0.359,-0.435
-29.939,4.817,21.402,0.636,0.37,-0.472
-26.098,5.854,22.5,0.685,0.406,-0.489
-23.11,7.317,23.902,0.742,0.425,-0.487
-19.024,10.976,23.963,0.814,0.424,-0.483
-17.988,16.159,23.598,0.899,0.42,-0.475
-15.976,21.646,22.622,0.993,0.404,-0.463
-15.915,28.963,20.061,1.085,0.378,-0.435
-19.085,36.098,16.037,1.162,0.38,-0.393
-25.427,38.354,9.939,1.245,0.329,-0.339
-34.939,43.78,4.329,1.33,0.328,-0.31
-46.89,61.28,-1.037,1.449,0.291,-0.276
-61.768,84.756,-4.512,1.592,0.242,-0.233
-86.646,112.56,-6.28,1.695,0.202,-0.187
-111.83,138.78,-6.341,1.871,0.133,-0.12
-132.87,167.74,-5.122,2.188,0.056,0.011
-156.04,195.24,-1.402,2.475,-0.05,0.15
-178.41,210.18,10.122,2.641,-0.136,0.308
-191.71,233.72,13.72,2.871,-0.345,0.345
-202.19,257.01,12.744,3.11,-0.573,0.508
-213.54,273.11,18.354,3.265,-0.798,0.548
-224.45,294.21,27.683,3.361,-1.039,0.507
-234.33,313.96,32.073,3.477,-1.201,0.403
-246.46,326.1,32.195,3.61,-1.423,0.335
-256.46,337.99,35.366,3.858,-1.679,0.171
-265.31,347.13,38.171,4.077,-1.784,-0.01
-268.05,350.18,37.012,4.067,-1.777,-0.14
-277.32,355.18,34.634,4.025,-1.808,-0.19
-308.72,360.49,30.305,4.013,-1.877,-0.214
-337.07,363.42,25.793,3.917,-1.826,-0.219
-360.92,367.01,22.073,3.806,-1.714,-0.283
-389.76,367.19,16.585,3.717,-1.554,-0.366
-421.28,363.6,7.683,3.671,-1.412,-0.444
-448.29,355.06,-9.329,3.59,-1.155,-0.493
-472.81,348.05,-26.829,3.517,-0.95,-0.638
-497.32,340.18,-41.829,3.386,-0.727,-0.741
-514.27,330.61,-52.317,3.232,-0.48,-0.778
-543.66,326.89,-61.646,3.093,-0.225,-0.822
-580.79,327.68,-77.134,2.941,-0.011,-0.797
-613.84,334.33,-98.598,2.768,0.247,-0.829
-654.63,347.5,-124.63,2.596,0.455,-0.874
-692.8,365.31,-145.49,2.468,0.56,-0.894
-724.45,390.06,-166.16,2.164,0.695,-0.865
-760.61,416.1,-191.89,1.968,0.761,-0.941
-816.34,445.61,-225.12,1.725,0.728,-1.02
-890.67,485,-264.88,1.417,0.61,-1.165
-948.05,528.96,-286.46,0.954,0.53,-1.238
-959.94,577.8,-286.04,0.417,0.526,-1.302
-946.34,779.63,-312.01,-0.115,0.521,-1.345
-896.04,1075.3,-258.72,-0.733,0.485,-1.222
-920.37,1084.4,-220.18,-1.411,0.457,-1.019
-950.61,704.27,-288.29,-2.545,0.384,-0.777
-878.41,401.34,-311.46,-3.253,0.421,0.015
-744.09,344.45,-297.74,-1.71,0.628,0.98
-610.18,282.07,-299.27,-6.854,-0.936,0.899
-485,223.66,-287.26,-14.793,-1.484,1.03
-362.01,170.85,-254.45,-14.183,0.199,1.84
