gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-14.451,5.183,9.329,0.778,0.093,-0.024
-15.244,6.768,7.195,0.784,0.096,-0.036
-15.671,8.354,5.122,0.792,0.095,-0.052
-15.915,10,2.866,0.796,0.098,-0.057
-15.854,11.646,0.183,0.797,0.094,-0.067
-15.427,13.537,-2.5,0.8,0.096,-0.079
-14.756,15.183,-4.634,0.811,0.109,-0.081
-13.11,16.341,-6.341,0.827,0.125,-0.07
-10.61,17.134,-7.439,0.836,0.135,-0.052
-7.317,17.561,-7.805,0.848,0.15,-0.043
-4.146,18.232,-7.5,0.854,0.183,-0.037
-0.549,18.963,-6.707,0.854,0.204,-0.023
3.963,19.268,-5.976,0.863,0.22,-0.008
9.024,19.39,-5.122,0.887,0.243,-0.006
14.024,19.146,-4.085,0.926,0.251,-0.021
19.573,18.598,-2.866,0.959,0.27,-0.027
25.122,17.805,-1.89,1.004,0.302,-0.017
30.915,16.402,-0.915,1.072,0.316,0
36.585,14.878,-0.122,1.139,0.323,0.019
41.768,13.476,0.793,1.208,0.345,0.029
45.976,12.561,1.402,1.27,0.34,0.048
49.695,11.89,1.768,1.325,0.34,0.06
52.927,11.89,1.768,1.383,0.372,0.058
55.854,12.378,1.951,1.442,0.406,0.102
57.927,13.293,2.073,1.496,0.396,0.155
59.39,14.634,2.012,1.555,0.324,0.179
60.366,16.28,1.89,1.64,0.281,0.208
61.28,17.622,1.951,1.745,0.251,0.252
61.341,18.476,2.256,1.851,0.19,0.305
61.402,18.232,3.293,1.937,0.222,0.386
60.61,17.378,4.024,2.031,0.161,0.471
58.049,17.073,4.451,2.157,0.072,0.582
55.061,17.622,5.061,2.271,0.052,0.726
50.671,18.171,5.488,2.425,-0.02,0.854
45.915,18.72,5.244,2.648,-0.093,0.922
40.915,19.634,4.756,2.953,-0.165,1.022
34.939,21.585,3.354,3.16,-0.243,1.185
27.927,24.756,1.037,3.261,-0.343,1.322
19.817,29.268,-1.463,3.315,-0.485,1.42
12.012,35.122,-5.244,3.313,-0.585,1.537
4.939,41.829,-9.146,3.333,-0.689,1.558
-3.293,49.451,-13.293,3.413,-0.732,1.74
-9.573,59.207,-16.768,3.419,-0.818,1.651
-18.049,70.488,-19.329,3.398,-0.895,1.612
-27.866,83.232,-25.366,3.37,-0.917,1.516
-39.512,96.646,-33.293,3.267,-0.955,1.248
-53.476,111.83,-40.366,3.214,-1.002,1.098
-64.939,126.04,-48.476,3.122,-1.026,0.955
-73.476,136.65,-56.341,2.984,-1.051,0.786
-85.732,149.27,-63.963,2.821,-1.072,0.591
-104.02,162.62,-70.549,2.671,-1.093,0.408
-127.01,172.87,-77.805,2.503,-1.091,0.226
-154.21,179.02,-81.402,2.317,-1.071,0.101
-180.24,187.56,-84.573,2.097,-1.038,0.039
-209.15,194.76,-89.207,1.847,-0.986,0.006
-247.44,195.31,-92.622,1.587,-0.938,-0.036
-295.06,202.62,-94.756,1.32,-0.896,-0.119
-321.71,210.12,-101.71,0.982,-0.839,-0.155
-353.48,212.38,-109.76,0.552,-0.784,-0.158
-391.16,209.69,-119.57,0.076,-0.775,-0.221
-420.37,201.77,-137.13,-0.477,-0.845,-0.261
-451.71,193.35,-158.11,-1.02,-0.972,-0.133
-481.89,181.52,-183.35,-1.582,-1.236,0.064
-505.37,168.9,-214.33,-2.077,-1.782,0.345
-523.84,154.69,-249.51,-2.709,-2.181,0.528
-538.96,140.49,-286.95,-4.646,-2.038,0.433
-550.61,127.81,-326.52,-8.352,-1.014,0.074
-559.88,118.6,-367.26,-11.791,0.381,0.181
-566.04,114.21,-407.01,-11.119,1.575,0.278
-568.17,115.79,-444.51,-8.646,1.465,1.667
-565.06,124.82,-479.88,-8.661,3.316,2.131
-557.32,139.09,-512.68,-8.156,4.237,-0.718
-544.45,154.76,-542.62,-5.67,-0.042,-2.395
-526.65,173.05,-570.85,-3.956,-4.421,-2.143
-494.15,189.57,-595.73,-4.029,-0.619,-2.331
-451.1,199.09,-614.82,-2.19,-0.065,-1.731
-407.44,205.61,-618.48,-0.461,1.061,-0.893
-374.76,234.15,-610.79,-0.161,1.777,-0.019
-317.13,328.54,-610.61,-0.13,2.057,1.15
-213.29,458.23,-635.37,-0.182,2.226,2.076
-91.646,507.44,-715.43,-0.162,2.068,1.86
-25.305,420.92,-818.66,-0.705,1.747,0.928
-13.537,314.39,-857.44,-1.26,0.74,-0.032
-13.963,212.44,-808.35,-1.394,-0.272,-0.224
-44.756,161.22,-670.43,-1.753,-0.783,-0.102
40.122,110.61,-506.04,-1.856,-0.965,-0.263
70.793,-18.598,-414.57,-1.749,-1.439,-0.394
139.33,-122.5,-240.73,-1.673,-0.861,-0.228
238.66,-161.89,-18.537,-1.532,-0.786,0.186
159.21,-153.48,144.39,-1.414,-0.781,0.642
41.402,-138.66,270.18,-1.398,-0.585,0.966
-30.671,-172.32,341.58,-1.488,-0.417,1.16
-51.89,-209.09,364.94,-1.618,-0.313,1.202
-20.305,-177.56,360.18,-1.736,-0.208,1.098
10,-89.573,337.07,-1.858,-0.133,0.972
-45.244,-10.061,298.35,-1.995,-0.054,0.875
-117.44,36.646,229.45,-2.104,0.041,0.818
-112.62,55.305,191.04,-2.181,0.155,0.777
-115.31,65.244,190.43,-2.252,0.283,0.76
-148.11,74.451,188.11,-2.27,0.312,0.73
-154.51,66.524,184.09,-2.271,0.48,0.673
-135.85,46.524,197.26,-2.239,0.585,0.616
-108.6,26.524,208.72,-2.188,0.63,0.548
-79.024,13.232,216.83,-2.106,0.655,0.491
-46.159,7.866,224.88,-1.992,0.753,0.452
-11.768,9.329,232.93,-1.86,0.776,0.383
23.049,13.659,243.11,-1.699,0.838,0.296
56.463,17.622,255.73,-1.528,0.848,0.219
91.585,18.415,270,-1.375,0.905,0.178
130.31,16.768,286.52,-1.214,0.883,0.174
170.49,13.659,304.51,-1.037,0.913,0.133
208.48,8.598,323.29,-0.866,0.887,0.087
245.61,3.72,341.77,-0.731,0.865,0.096
