Timestamp,Rotation X,Rotation Y,Rotation Z,Rotation W,Acceleration X,Acceleration Y,Acceleration Z
2026-01-14 17:25:22.791,-9331704,-9882404,1078096,-491142,8,4525757,-92285150,-56762700
2026-01-14 17:25:22.801,-49114230,-50364950,-39404460,39308640,28762820,-847168,-5581665
2026-01-14 17:25:22.811,-9324798,-99678580,9909164,-480789,4,42785640,-85876460,-43792720
2026-01-14 17:25:22.821,-9316166,-99678580,9909164,-472157,4,6088257,-8453369,-3338623
2026-01-14 17:25:22.831,-9317029,-99678580,9909164,-471293,9,44128420,-10736080,-11161800
2026-01-14 17:25:22.841,-49131490,-50363230,-39406180,39343170,28335570,-95703130,-3665924
2026-01-14 17:25:22.851,-9318756,-9879814,1075507,-469563,8,9346008,-8911133,6088257
2026-01-14 17:25:22.861,-9318756,-9879814,1075507,-469563,8,28533940,-6555176,-1676941
2026-01-14 17:25:22.871,-9319618,-97926350,11609600,-468704,4,24993900,-6585693,16174320
2026-01-14 17:25:22.881,-49157390,-97917710,11600970,39369060,18722530,-6707764,-31707760
2026-01-14 17:25:22.891,-44751780,-97054540,12464140,43774670,2720642,-9185791,-35736080
2026-01-14 17:25:22.901,-44760410,-97054540,12464140,43783300,3515625,-8190918,-3475952
2026-01-14 17:25:22.911,-9304946,-4690711,-3595696,-448847,5,20446780,-9454346,-47332760
2026-01-14 17:25:22.921,-53110700,-41116380,-40021360,-44254600,25360110,-8258057,-637207
2026-01-14 17:25:22.931,-53025240,-45179910,-34231490,-44167410,47729490,-59783940,-5166626
2026-01-14 17:25:22.941,-92721450,-9358462,1589958,-4125944,15609740,-95214850,-55664060
2026-01-14 17:25:22.951,-92635130,-91849650,17617250,-4039627,-48294070,-10437010,-36834720
2026-01-14 17:25:22.961,-52681700,-58358750,51108150,-43820420,66337580,-10083010,-31463620
2026-01-14 17:25:22.971,-52509060,-89260140,20206760,-43647790,40893560,-7861328,-66452020
2026-01-14 17:25:22.981,-5233727,-58013480,51453410,-4347432,31463620,-82336420,-2067566
2026-01-14 17:25:22.991,-5225099,-36546510,-25601550,-4338799,-16260150,-7293701,-14514920
2026-01-14 17:25:23.001,-49088330,-34820180,-23875210,39558960,25405880,-58898930,13214110
2026-01-14 17:25:23.011,-49071070,-81491640,27975260,39576220,72021490,-22705080,13465880
2026-01-14 17:25:23.021,-917026,8,-57236630,52230260,-30731,24,9112549,-29663090,48561100
2026-01-14 17:25:23.031,-5164675,-78038970,31427930,-4278380,10107420,2166748,17089840
2026-01-14 17:25:23.041,-5147414,-27053390,-16104980,-4261114,101989700,907135,-3419876
2026-01-14 17:25:23.051,-5130150,-26190230,-15241810,-4243850,12426760,22262570,-13183590
2026-01-14 17:25:23.061,-9109006,-25327060,-14378640,-247730,2,9588623,13175960,-48103330
2026-01-14 17:25:23.071,-9091744,-19537190,-18442180,-230467,793457,-31471250,-323,2956
2026-01-14 17:25:23.081,-9074480,-19537190,-18442180,-213203,5,44128420,-37902830,-32043460
2026-01-14 17:25:23.091,-9065849,-19537190,-18442180,-204572,1386261,-4727173,-29251100
2026-01-14 17:25:23.101,-9048586,-19537190,-18442180,-187308,5,19317630,-57250980,-3665161
2026-01-14 17:25:23.111,-5043834,-19537190,-18442180,-4157533,17181400,-62194820,-27740480
2026-01-14 17:25:23.121,-46277340,-19537190,-18442170,-45391040,4962921,-6774902,-27709960
2026-01-14 17:25:23.131,-89985210,-23600720,-12652300,-1337912,-11367800,-82458500,-10322570
2026-01-14 17:25:23.141,-89898890,-23600720,-12652300,-1251592,29449460,-62408450,459671
2026-01-14 17:25:23.151,-89812580,-22737560,-11789140,-1165276,26367190,-4598999,19378660
2026-01-14 17:25:23.161,-89726260,-7114226,3834194,-1078960,4043579,-21896360,20004270
2026-01-14 17:25:23.171,-89639940,-7114226,3834194,-992640,3,58685300,-6707764,16052250
2026-01-14 17:25:23.181,-89553620,-7114226,3834194,-906328,3,23101810,-5731201,26641850
2026-01-14 17:25:23.191,-48838010,-21011220,-10062800,39809280,3668213,-4006958,25009160
2026-01-14 17:25:23.201,-8947594,-21011220,-10062810,-81138,24,39611820,-74523930,4020691
2026-01-14 17:25:23.211,-4883802,-7114227,3834190,3982654,-74310300,-109558100,-15037540
2026-01-14 17:25:23.221,-8931190,-56373470,53093430,-63013,39,-40039060,-1105957,-19741060
2026-01-14 17:25:23.231,-48846650,-71996800,37470100,39852440,-32562260,-62438960,32989500
2026-01-14 17:25:23.241,-48846650,-22735830,-11790860,39852440,-18081660,-440979,75927740
2026-01-14 17:25:23.251,-48846650,-22735830,-11790860,39869700,-45196530,-28274540,82458500
2026-01-14 17:25:23.261,-8925152,-22734970,-11791730,-51791,24,-43548580,-4928589,62927250
2026-01-14 17:25:23.271,-8926013,-71970900,37444200,-50929,89,1726,151,-47973630,70251460
2026-01-14 17:25:23.281,-8926012,-56347570,53067530,-50928,89,19241330,-39245600,418396
2026-01-14 17:25:23.291,-48872540,-7109913,3829877,39895600,3668213,-41503900,27633670
2026-01-14 17:25:23.301,-8919109,-7109911,3829875,-40569,24,54138180,-78552250,-4798889
2026-01-14 17:25:23.311,-8919109,-7109047,3829011,-40569,24,49438480,-11694340,-10063170
2026-01-14 17:25:23.321,-8919109,-7109047,3829011,-40569,24,7269287,-12237550,-11230470
2026-01-14 17:25:23.331,-8919972,-7109047,3829011,-39705,74,85998540,-12792970,-1158905
2026-01-14 17:25:23.341,-8919973,-22732380,-11794320,-39706,74,7940674,-13354490,-9002686
2026-01-14 17:25:23.351,-8928604,-22731510,-11795180,-48338,24,7598877,-109436000,22720340
2026-01-14 17:25:23.361,-8928604,-22731510,-11795180,-48338,24,6713867,-9259033,29083250
2026-01-14 17:25:23.371,-44860540,-7108186,3828150,43959390,6011963,-6573486,6549072
2026-01-14 17:25:23.381,-48924330,-7108186,3828150,39895600,66223140,-3326416,9613037
2026-01-14 17:25:23.391,-89639940,-21005180,-10068840,-820012,3,75927740,-1713562,10882570
2026-01-14 17:25:23.401,-89726260,-70210040,39136010,-906326,4,109375,-30822750,10797120
2026-01-14 17:25:23.411,-89898890,-70210040,39136010,-1078962,1451416,-13038640,97839350
2026-01-14 17:25:23.421,-89985200,-69346870,39999180,-1165278,15039060,-3894043,70373540
2026-01-14 17:25:23.431,-50101700,-20142010,-9205678,-41221430,10101320,-31707760,6048584
2026-01-14 17:25:23.441,-50274320,-6849232,4087100,-41394060,9777832,-8306885,51574710
2026-01-14 17:25:23.451,-50359780,-6849232,4087100,-41481240,7421875,-9869385,50720220
2026-01-14 17:25:23.461,-48984760,-18416540,-7478481,39783390,9289551,-11584470,7342529
2026-01-14 17:25:23.471,-9046859,-18417400,-7477620,-171771,2,21594240,-77697750,7659912
2026-01-14 17:25:23.481,-48984750,-67655060,41760040,39731600,24694820,-2696228,95581060
2026-01-14 17:25:23.491,-9069301,-18419130,-7475894,-201119,2,24353030,36315920,10656740
2026-01-14 17:25:23.501,-44788890,-56114520,53352380,43858400,27246090,6719971,9320068
2026-01-14 17:25:23.511,-9109006,-15221350,-14126340,-247729,5,2529297,11291500,5041504
2026-01-14 17:25:23.521,-9123678,-70304990,39230960,-267584,9,20800780,7897949,35308840
2026-01-14 17:25:23.531,-9146986,-22741870,-11784820,-296067,8,18786620,43060300,16355520
2026-01-14 17:25:23.541,-4896750,-24469930,-13509430,3948990,15759280,25634770,-39123540
2026-01-14 17:25:23.551,-9184965,-26198860,-15233180,-344404,8,12451170,-23956300,-59631350
2026-01-14 17:25:23.561,-48958860,-77288020,32403310,39394960,70251460,-50933840,-7751465
2026-01-14 17:25:23.571,-92143130,-29654980,-18682390,-3841096,27954100,-107421900,-8734131
2026-01-14 17:25:23.581,-92289860,-57383370,52377000,-4039623,12374880,-11340330,-9967041
2026-01-14 17:25:23.591,-52660980,-79074770,30737400,-43841140,35083010,-93688970,-12310790
2026-01-14 17:25:23.601,-92514290,-75622100,34190060,-4333107,14831540,1628418,86242670
2026-01-14 17:25:23.611,-52747300,-7129761,3849729,-43927450,-14355470,-6626129,59173580
2026-01-14 17:25:23.621,-92194910,-17573230,-6595459,-3961940,-29907230,-6732178,6829834
2026-01-14 17:25:23.631,-48907070,-5489574,5488193,39343170,-45166020,-9161377,-50849920
2026-01-14 17:25:23.641,-48881170,-5490610,5487158,39369070,-32714840,-25390620,-13049320
2026-01-14 17:25:23.651,-48855280,-5485431,5492337,39394960,-8105469,-16967770,-22583010
2026-01-14 17:25:23.661,-48829380,4869127,15846890,39420860,-1071167,12557980,-13000490
2026-01-14 17:25:23.671,-9091742,-3848864,7128900,-264992,8,-18981930,8728027,-1459961
2026-01-14 17:25:23.681,-48760330,15226270,26205770,39489910,-17834470,-11468510,-28881840
2026-01-14 17:25:23.691,-48725800,-30737400,79074770,39507170,-56427000,-18334960,-34594730
2026-01-14 17:25:23.701,-50331290,-5215256,5767687,-41509720,12321470,113342300,-31640620
2026-01-14 17:25:23.711,-50071480,-2471247,8513422,-41251640,6088257,19665530,-2734375
2026-01-14 17:25:23.721,-89665820,-51651940,58212020,-1484650,11151120,198555,-27807620
2026-01-14 17:25:23.731,-49983430,-51574250,58306960,-41167050,10473630,-86242670,-25219730
2026-01-14 17:25:23.741,-50069750,-51401620,58479600,-41253370,-12702940,17944340,-25146480
2026-01-14 17:25:23.751,-50242380,-16952600,92911340,-41426000,-24743650,21008300,-1685791
2026-01-14 17:25:23.761,-89924780,-15226270,94637680,-1743602,-38354490,19921880,-14489750
2026-01-14 17:25:23.771,-89752140,-14363100,95500850,-1570970,-3972168,16223150,-1463623
2026-01-14 17:25:23.781,-49898840,35076540,46061210,-41079000,-3347168,15356450,-24536130
2026-01-14 17:25:23.791,-8925149,36802870,47787540,-103578,2,-31591800,11114500,-140625
2026-01-14 17:25:23.801,-48570430,37666900,48649840,39662540,-359375,7928467,-11175540
2026-01-14 17:25:23.811,-48510010,-1089319,9893627,39740230,-3774414,8728027,-11047360
2026-01-14 17:25:23.821,-47399110,39393230,50376180,-38572360,-2993164,36849980,-61523440
2026-01-14 17:25:23.831,-46449620,39392370,50377040,-37622880,-13354490,27557370,-1161499
2026-01-14 17:25:23.841,-45241190,-10047270,99816680,-36414450,9387207,-5822754,-50689700
2026-01-14 17:25:23.851,-43946440,-9192736,100688500,-35119700,14111330,-2536621,14595030
2026-01-14 17:25:23.861,-47948950,-748368,5,10243210,40301290,21716310,-7159424,-14697270
2026-01-14 17:25:23.871,-41180860,-492004,10504750,-32361010,48291020,1730957,-14294430
2026-01-14 17:25:23.881,-39625430,-236506,5,10767150,-30809040,56591800,20239260,30319210
2026-01-14 17:25:23.891,-7745199,-54997580,55108060,1064283,52197260,39733890,12408450
2026-01-14 17:25:23.901,-35991500,272762,5,11293680,-27192370,70751950,-8276367,10284420
2026-01-14 17:25:23.911,-34172800,-49122860,61207200,-25385760,11708980,1194458,9857178
2026-01-14 17:25:23.921,-7190182,62092810,62203300,1579599,16376950,26660160,18664550
2026-01-14 17:25:23.931,-70158250,854534,5,11920350,17332400,1671875,3486328,28320310
2026-01-14 17:25:23.941,-6840601,931357,12016150,1886021,14179690,38183590,28393560
2026-01-14 17:25:23.951,-27396070,1092771,12200010,-18697070,12099610,41137700,27148440
2026-01-14 17:25:23.961,-64573550,-48846650,62484690,22105720,13173830,33007810,10821530
2026-01-14 17:25:23.971,-45091860,-48648120,62976700,41224870,17382810,34472660,12634280
2026-01-14 17:25:23.981,-21731100,6949794,8069322,-13140860,19306640,42456060,7574463
2026-01-14 17:25:23.991,-58263800,-48302850,64012500,27189770,20371090,42700200,13549810
2026-01-14 17:25:24.001,-56019570,-4806981,6464264,28916110,19960940,4338379,7067871
2026-01-14 17:25:24.011,-15871920,-47759050,65367670,-7433600,18369140,50634770,25146480
2026-01-14 17:25:24.021,-13857290,3729747,15087300,-5477660,15400390,51660160,29516600
2026-01-14 17:25:24.031,-117520200,4567883,15975510,-34397220,12636720,51123050,56365970
2026-01-14 17:25:24.041,-58500310,-45989560,68604540,-50258790,11865230,7651367,34155270
2026-01-14 17:25:24.051,-7103004,12026510,13177980,1060833,12353520,7626953,28344730
2026-01-14 17:25:24.061,-40396750,8369271,19942620,40395720,10761720,57373050,51849360
2026-01-14 17:25:24.071,15858120,-42113940,74223770,23847590,72509770,61621100,6274414
2026-01-14 17:25:24.081,8864736,-40102770,76873700,87810020,50146480,56591800,55145260
2026-01-14 17:25:24.091,-30944550,-37487360,80127830,46999460,42456060,44311520,7476807
2026-01-14 17:25:24.101,7721896,-3444902,8382219,15410990,2998047,2524414,-22964480
2026-01-14 17:25:24.111,11488760,22624480,34517200,19067370,49291990,17944340,-14656070
2026-01-14 17:25:24.121,-35389860,-56502940,63080280,39239590,68896480,19787600,21102900
2026-01-14 17:25:24.131,-13404990,31534960,43560610,60016030,6328125,28759770,15515140
2026-01-14 17:25:24.141,-33318260,-17902090,103010400,38825270,57128900,40527340,3083496
2026-01-14 17:25:24.151,28310170,-1288711,10869870,35391590,4428711,546875,38256840
2026-01-14 17:25:24.161,-3108264,47577790,59800240,3835055,39501950,7441406,47387700
2026-01-14 17:25:24.171,37514980,53501700,65788030,44313290,45361330,81396480,39501950
2026-01-14 17:25:24.181,42163140,-55139140,68345600,48814700,60539250,6899414,4482422
2026-01-14 17:25:24.191,1798845,66735790,79139500,8300221,-5419922,27612300,45751950
2026-01-14 17:25:24.201,2392701,1808336,14263840,8742160,-7651367,-60821530,3708496
2026-01-14 17:25:24.211,-24885120,-6251835,6252012,37055780,-5493164,-28152470,12878420
2026-01-14 17:25:24.221,3568338,-53076160,72376590,9603598,-31420900,20214840,-3166504
2026-01-14 17:25:24.231,41147200,-52489220,73377860,99894370,101257300,5415039,-64990230
2026-01-14 17:25:24.241,-21095810,-51928150,74335980,36028600,34204100,69677740,-8798828
2026-01-14 17:25:24.251,-19947800,-62121300,64505360,35571120,26391600,76953130,-10673830
2026-01-14 17:25:24.261,-18868840,-50892350,76079580,35061860,4043579,7998047,-11308590
2026-01-14 17:25:24.271,5709853,6867361,19597360,10949280,-26171880,4741211,-79589840
2026-01-14 17:25:24.281,-16943980,7492293,20249910,33965640,-79248050,-42773440,-14172360
2026-01-14 17:25:24.291,-16080810,8188869,20968930,33378680,-14335940,-12119140,57666020
2026-01-14 17:25:24.301,6368453,-48639480,79316460,11171110,-15976560,-13056640,8769531
2026-01-14 17:25:24.311,-14423520,-47914430,80162370,32170250,-14492190,-12792970,59716800
2026-01-14 17:25:24.321,8742422,-47120310,81008260,9194198,-10976560,-14199220,54052740
2026-01-14 17:25:24.331,-12887080,-46265780,81862800,30927290,-8901367,-20058590,6738281
2026-01-14 17:25:24.341,-12213820,12301860,25107810,30254020,-7495117,-21796880,8569336
2026-01-14 17:25:24.351,-11618230,13185750,25984790,29520330,-10136720,-1640625,13222660
2026-01-14 17:25:24.361,6873404,14062720,26851410,10856060,-71435540,-19541020,14980470
2026-01-14 17:25:24.371,67896750,-61732020,65999500,106463100,-6152344,-22089840,17480470
2026-01-14 17:25:24.381,-1015081,-41544250,85997370,2718976,-6435547,-22070310,19179690
2026-01-14 17:25:24.391,-9796946,-40534340,86782860,26352500,-5332031,-2125,22929690
2026-01-14 17:25:24.401,-9494838,-39472650,87551070,25497970,-43847660,-22148440,26015620
2026-01-14 17:25:24.411,-9244520,18655640,31321760,24643430,-51953120,-22207030,28847660
2026-01-14 17:25:24.421,-9037361,19661230,32284190,23797530,-6225586,-22226560,29941410
2026-01-14 17:25:24.431,54526290,-3588191,8984708,86342640,-63916020,-21074220,33984380
2026-01-14 17:25:24.441,-8709360,-3453534,9058943,22122980,-38012700,-15703130,37636720
2026-01-14 17:25:24.451,-8597148,-3311111,9132313,21302970,6500244,-6972656,3578125
2026-01-14 17:25:24.461,45117760,-3166965,9202227,74171980,44213870,-6677246,29296880
2026-01-14 17:25:24.471,4137162,-3018497,9269555,6963171,39233400,-36450200,32324220
2026-01-14 17:25:24.481,37142100,-28760740,93325660,64539030,-19750980,13681640,2828125
2026-01-14 17:25:24.491,-12887950,-2737105,9388673,13818450,-54345700,15732420,23242190
2026-01-14 17:25:24.501,29080110,-2601589,9439598,55165030,-41796880,13886720,17167970
2026-01-14 17:25:24.511,24703860,-24721120,94862100,50219080,-7993164,16513670,11220700
2026-01-14 17:25:24.521,-9227255,-23495420,95276420,15821860,-12441410,14902340,6591797
2026-01-14 17:25:24.531,27510880,-55314360,62646100,29976080,-13691410,10253910,13305660
2026-01-14 17:25:24.541,2347126,-2121666,9594970,2590193,-10839840,69921870,-77001950
2026-01-14 17:25:24.551,8545358,-2018951,9623454,32541410,-86279300,8520508,-16074220
2026-01-14 17:25:24.561,-10228530,-54017020,61733740,13525830,-5239258,9243164,-21210940
2026-01-14 17:25:24.571,379794,3331825,4483292,23961530,-7001953,6616211,-19570310
2026-01-14 17:25:24.581,-4056885,33767980,45229110,19421270,-9926758,4260254,-13896480
2026-01-14 17:25:24.591,19343580,-1723747,9690781,42804470,-6669922,14196780,-8227539
2026-01-14 17:25:24.601,-19301290,-1675408,9699414,-16951750,-4633789,-32617190,-7236328
2026-01-14 17:25:24.611,-8341650,-1633112,9705455,-5986930,-54003900,-5078125,-7006836
2026-01-14 17:25:24.621,-14044600,34888360,46197580,-11677790,-8652344,-13793950,-6220703
2026-01-14 17:25:24.631,-30832340,-52351100,60482140,-6974396,-1203125,-84350580,-1003418
2026-01-14 17:25:24.641,-26583830,-1558016,9704593,-24170410,-16103520,-1751709,85791020
2026-01-14 17:25:24.651,-33420120,-1534710,9700278,-30972170,-20507810,-8795166,17148440
2026-01-14 17:25:24.661,-51721000,-1506226,9694237,-26827240,-234375,1295166,15361330
2026-01-14 17:25:24.671,-5914419,-14777430,96847390,-3373259,-24980470,18164060,13994140
2026-01-14 17:25:24.681,-66860950,35559050,46683550,-40862350,-28007810,16845700,15693360
2026-01-14 17:25:24.691,-7480205,-14216370,96597070,-4811296,-31367190,21606440,21171880
2026-01-14 17:25:24.701,-20672860,35761030,46792310,6793131,-36171880,17871090,32558590
2026-01-14 17:25:24.711,-21933080,-13456780,96234540,6396071,-42226560,13623050,39453120
2026-01-14 17:25:24.721,-23288250,-12938880,96010110,6007645,-46171880,31274410,3390625
2026-01-14 17:25:24.731,-24729750,-1242962,9574255,5619219,-53554690,5776367,31269530
2026-01-14 17:25:24.741,-26292080,41232210,42305130,5230797,-62734380,53515620,28925780
2026-01-14 17:25:24.751,-13189200,-4898475,5735748,-9909163,-68046870,7949219,21269530
2026-01-14 17:25:24.761,-29727490,-1078097,9457727,4505736,-76054690,79589840,16054690
2026-01-14 17:25:24.771,-31635080,-10263060,94024830,4169099,-8203125,58496100,14287110
2026-01-14 17:25:24.781,-20256810,41304890,42336030,17273710,-890625,59765620,4038086
2026-01-14 17:25:24.791,-35847340,3659657,4678542,3530356,-9171875,5019531,-328125
2026-01-14 17:25:24.801,-38143370,-883020,3,9176335,3219614,-91328130,11230470,-13232420
2026-01-14 17:25:24.811,-23624030,-849358,9077070,19862350,-80859380,640625,-26367190
2026-01-14 17:25:24.821,-24848860,-44908010,53044230,20812690,-5640625,15222170,-40078120
2026-01-14 17:25:24.831,-45557980,35215500,44886430,2278764,-3734375,2409668,-484375
2026-01-14 17:25:24.841,-25220720,-848494,8,8698139,24756680,-14472660,2253418,-55195310
2026-01-14 17:25:24.851,-50935510,-43285260,50938100,1148008,16474610,6269531,-72109380
2026-01-14 17:25:24.861,-53723540,-94516,84,835980,1,431584,71914060,67333980,-88984380
2026-01-14 17:25:24.871,-56425260,30934200,40156280,-405688,2,150703100,22578120,-89453130
2026-01-14 17:25:24.881,-31812900,-42553290,49287720,25777630,2140625,490625,-79804690
2026-01-14 17:25:24.891,-61328050,-42774260,49066760,-2563610,28453120,5140625,-17373050
2026-01-14 17:25:24.901,-63511860,24351680,33549600,-4747420,28703120,89921870,37792970
2026-01-14 17:25:24.911,-6527271,21505820,30750340,-804470,7,2153125,138984400,62070310
2026-01-14 17:25:24.921,-66446620,18290520,27629990,-11514650,13875,-119921900,-43188480
2026-01-14 17:25:24.931,-6648976,-29373590,65557570,-1956802,-1093125,-2796875,-10605470
2026-01-14 17:25:24.941,-44822560,-44573970,48389170,-39629750,-783125,-101875,-4946875
2026-01-14 17:25:24.951,-34618200,-1697851,6989069,27011960,2059375,6334375,-83203130
2026-01-14 17:25:24.961,-67240740,25251100,33841340,2606770,147375,30625,21875
2026-01-14 17:25:24.971,-66999060,-1368984,7271326,794113,8,8625,-13320310,99453130
2026-01-14 17:25:24.981,-66101360,-41539930,47280000,-1691810,-64101560,1040625,-20015620
2026-01-14 17:25:24.991,-6446134,-1727198,7420651,-217518,2,61132810,12158200,-67226560
2026-01-14 17:25:25.001,-32958320,-1854948,7531138,26341280,143203100,34140620,-42265620
2026-01-14 17:25:25.011,-31315710,-20370750,76183160,24721120,-5328125,46132810,-78125
2026-01-14 17:25:25.021,-29965720,2245443,3237397,23464340,-126953100,-14277340,-16025390
2026-01-14 17:25:25.031,-28820300,-2342637,7785771,22434590,-12359380,-44335940,22128910
2026-01-14 17:25:25.041,-27806940,26753100,27781820,21531710,-141484400,-40820310,18105470
2026-01-14 17:25:25.051,-27020590,22298200,32702830,20867940,-1521875,-33847660,17753910
2026-01-14 17:25:25.061,-53516380,-49617460,55205600,-6577339,-151484400,-40273440,31972660
2026-01-14 17:25:25.071,-52446060,-2397879,8125860,-5973118,-131953100,-37128900,37109380
2026-01-14 17:25:25.081,-51384360,-49742610,55650130,-5066797,-9703125,-28710940,32324220
2026-01-14 17:25:25.091,-50296760,-22157510,83235240,-3996466,-70039060,-22011720,26386720
2026-01-14 17:25:25.101,-23419020,-21044020,84227880,22898540,-55390620,-17529300,24296880
2026-01-14 17:25:25.111,-25134400,-19826960,85168740,-24670360,-42617190,-13046880,25957030
2026-01-14 17:25:25.121,-47042620,-18514940,86066420,-552426,3,-23300780,-37402340,17109380
2026-01-14 17:25:25.131,-45963660,29638580,40053560,526535,8,-14052730,-36193850,7817383
2026-01-14 17:25:25.141,-2397704,-51500620,52217570,-1933670,-13378910,32910160,22497560
2026-01-14 17:25:25.151,-43771220,31633360,41960300,2529082,-10966800,7820129,2590332
2026-01-14 17:25:25.161,-42718160,-4764167,5517886,3478566,-7685547,-4156494,-725708
2026-01-14 17:25:25.171,-4172550,33388180,43623620,438490,4,-37451170,-85998540,-114868200
2026-01-14 17:25:25.181,-40793290,3416244,4435129,5248060,10940550,-13671880,-4819336
2026-01-14 17:25:25.191,-19197710,-46753460,54737760,-14603930,9946289,-17929080,-13701170
2026-01-14 17:25:25.201,-38963380,35432160,45550210,6836289,17431640,-5185547,-21269530
2026-01-14 17:25:25.211,-38057050,-952936,8,9147850,7552715,1640625,-10371090,-26972660
2026-01-14 17:25:25.221,-24128980,-9132312,91841020,21239100,10566410,-13535160,-32011720
2026-01-14 17:25:25.231,-36201240,-889062,8,9216903,8890625,-4827881,-13642580,-32109380
2026-01-14 17:25:25.241,-35269020,-46449630,54817180,9529367,-53271480,-13330080,-32363280
2026-01-14 17:25:25.251,-34371330,-46584290,54976000,10185370,-6347656,-13183590,-34628900
2026-01-14 17:25:25.261,-33482260,-46788000,55186620,10850010,-5209961,-12646480,-37285160
2026-01-14 17:25:25.271,-32610460,36789920,47040900,11514660,-29614260,-11230470,-40234380
2026-01-14 17:25:25.281,-31764560,36584490,46901070,12187930,-13513180,-9501953,-44609380
2026-01-14 17:25:25.291,-30953180,36251300,46647300,12861200,-15197750,-7890625,-46875
2026-01-14 17:25:25.301,-10539270,-1139381,9349830,-6171647,-73876950,-3684082,-44882810
2026-01-14 17:25:25.311,-29494430,-48900160,57010480,14078260,-14736330,4440918,-40820310
