Timestamp,Rotation X,Rotation Y,Rotation Z,Rotation W,Acceleration X,Acceleration Y,Acceleration Z
2026-01-14 17:28:07.021,4804390,18644420,-345267,7,18604710,64746100,16992190,-13203130
2026-01-14 17:28:07.031,5002918,19516210,-509269,7,18785980,48291020,19541020,-7246094
2026-01-14 17:28:07.041,-56753260,10944960,8752520,80921940,4086914,18681640,9362793
2026-01-14 17:28:07.051,-56485680,22235190,-1760858,80999630,-23605350,1421875,11728520
2026-01-14 17:28:07.061,5556210,23780260,-2460028,19285750,-12382810,1546875,19824220
2026-01-14 17:28:07.071,-55941880,25169960,-2969294,81146380,-19853520,11337890,23515620
2026-01-14 17:28:07.081,-55657030,26343870,-3176455,81206790,-209375,6948242,20195310
2026-01-14 17:28:07.091,-55354930,16484770,-14071350,81267220,-16259770,59716800,16181640
2026-01-14 17:28:07.101,-55044180,28173780,-3072875,81336260,-10390630,68603520,12988280
2026-01-14 17:28:07.111,6529862,28916110,-2848454,20142010,-5107422,13095700,6743164
2026-01-14 17:28:07.121,6742201,29416740,-2347817,20326730,15551760,17412110,13989260
2026-01-14 17:28:07.131,-5405155,29943280,-1821283,8150029,29663090,21621090,24002080
2026-01-14 17:28:07.141,7125446,30314440,-1104855,20651280,79296870,26582030,6738281
2026-01-14 17:28:07.151,-53447330,30720120,-353897,1,81500270,75927740,2625,37304690
2026-01-14 17:28:07.161,-53205640,30858230,647377,9,81448490,10722660,20078120,95214850
2026-01-14 17:28:07.171,-52998490,30720120,1890339,81362170,14111330,13710940,9663086
2026-01-14 17:28:07.181,7520779,30383500,3280036,20929220,17832030,77441410,8095703
2026-01-14 17:28:07.191,-52670480,29943280,4738792,81155010,18105470,14916990,44482420
2026-01-14 17:28:07.201,13565800,13521520,-9956637,14901470,16298830,-3803711,5682373
2026-01-14 17:28:07.211,13541110,19395370,17202930,14874360,12441410,-8540039,-2175293
2026-01-14 17:28:07.221,7500923,122345300,-84814830,20810970,10419920,-11035160,-32250980
2026-01-14 17:28:07.231,7434462,29054220,9373999,20722060,11074220,-10664060,-39233400
2026-01-14 17:28:07.241,7359366,29140530,10150850,20624520,12792970,-9448242,-515625
2026-01-14 17:28:07.251,7265280,29373590,10729170,20511450,12441410,-84277340,-61621100
2026-01-14 17:28:07.261,-52368370,29856960,11039910,79903410,11728520,-96972660,-62353520
2026-01-14 17:28:07.271,-52420160,11663120,-7499197,79678980,97216800,-11660160,-57910160
2026-01-14 17:28:07.281,6886350,12042910,-7809940,20079000,75390620,-13828130,-58447260
2026-01-14 17:28:07.291,6747381,31937200,11048540,19924500,46484380,-17373050,-7597656
2026-01-14 17:28:07.301,-52627320,2191406,2169315,79005720,38378900,-21835940,-95654300
2026-01-14 17:28:07.311,-52713640,33818900,10340750,78798560,23730470,-2578125,-12177730
2026-01-14 17:28:07.321,-52799950,14835260,-10369230,78591390,21838380,-29726560,-15576170
