gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
33.598,-77.683,-120.37,-0.25,-0.454,-0.039
31.585,-80.549,-128.66,-0.229,-0.464,-0.051
27.927,-82.744,-137.32,-0.211,-0.462,-0.073
22.5,-84.756,-146.52,-0.178,-0.464,-0.096
16.098,-86.951,-156.1,-0.131,-0.466,-0.157
8.72,-88.171,-165.85,-0.048,-0.458,-0.211
0.976,-89.268,-175.67,0.062,-0.466,-0.25
-7.317,-90.183,-185.49,0.19,-0.456,-0.273
-15.61,-90.732,-195.73,0.343,-0.444,-0.297
-23.78,-91.524,-206.04,0.494,-0.411,-0.326
-31.098,-92.561,-216.46,0.636,-0.377,-0.354
-40.244,-95.793,-227.32,0.792,-0.323,-0.369
-49.146,-97.927,-239.21,0.939,-0.273,-0.373
-50.122,-96.951,-250.55,1.082,-0.217,-0.39
-54.756,-97.256,-261.71,1.217,-0.11,-0.469
-56.707,-96.341,-272.56,1.34,0.085,-0.566
-57.256,-95.366,-284.94,1.457,0.362,-0.667
-55.61,-93.598,-297.93,1.598,0.696,-0.799
-52.5,-90.244,-310.85,1.767,1.074,-0.927
-47.927,-85.671,-324.33,1.904,1.561,-1.016
-40.915,-79.39,-338.23,1.95,2.216,-1.125
-31.524,-70.976,-353.48,1.93,2.845,-1.304
-17.805,-61.524,-369.63,1.902,3.377,-1.547
-1.89,-50.549,-386.65,1.924,3.835,-1.818
16.28,-38.354,-402.26,1.916,4.348,-2.09
35.244,-24.451,-416.34,1.798,4.854,-2.382
55.976,-10.976,-428.42,1.624,5.203,-2.637
78.232,2.988,-439.94,1.462,5.486,-2.935
99.39,17.073,-450.55,1.372,5.74,-3.229
118.66,30.732,-460.85,1.261,5.91,-3.401
139.82,45.61,-471.65,1.125,6.147,-3.439
160.49,63.963,-482.13,1.043,5.938,-3.566
182.07,83.659,-491.4,1.092,5.628,-3.774
206.65,102.68,-499.15,1.245,5.655,-3.917
224.02,118.23,-499.15,1.422,5.287,-3.876
236.71,132.13,-489.33,1.499,4.981,-3.973
243.35,149.57,-469.88,1.479,4.688,-3.969
243.78,174.27,-442.62,1.458,4.325,-4.034
241.4,199.76,-410.12,1.437,4.038,-3.875
241.4,223.48,-369.82,1.455,3.691,-4.002
247.99,245.55,-330.49,1.369,3.545,-4.001
258.42,267.32,-293.05,1.282,3.323,-3.891
267.5,291.04,-254.57,1.188,3.106,-3.905
283.11,312.68,-213.54,0.993,3.054,-3.873
296.83,337.13,-176.52,0.729,2.932,-3.871
309.76,356.52,-136.95,0.426,2.879,-3.905
322.19,372.68,-87.683,0.085,2.824,-3.856
319.15,395.85,-40.061,-0.223,2.691,-3.768
313.66,424.63,2.5,-0.482,2.506,-3.664
308.9,453.54,42.988,-0.708,2.332,-3.563
279.76,482.32,73.841,-0.929,2.244,-3.51
217.13,511.52,102.26,-1.202,2.191,-3.481
152.81,545.3,130.31,-1.484,2.12,-3.455
169.94,563.66,165.55,-1.786,2.028,-3.286
103.96,587.01,195.49,-2.108,1.894,-2.874
64.939,606.46,226.34,-2.342,1.879,-2.405
37.256,618.11,261.52,-2.522,1.905,-1.974
-10.366,627.5,296.89,-2.762,2.01,-1.611
-35.915,629.82,336.34,-3.155,2.211,-1.455
-60,626.28,377.07,-3.831,2.723,-1.579
-79.512,615.12,417.99,-5.368,3.21,-1.769
-86.28,598.11,458.17,-6.754,3.198,-1.909
-85,577.99,496.46,-8.013,2.932,-2.082
-78.11,554.82,529.57,-9.416,2.509,-2.231
-65.061,530.18,555.43,-7.935,1.673,-1.786
-42.866,504.94,572.87,-5.788,1.403,-1.193
-8.049,478.11,582.01,-4.14,1.196,-0.428
36.524,454.21,582.74,-2.788,0.673,0.37
82.378,429.27,574.33,-1.756,0.217,0.961
117.19,401.52,558.9,-1.226,-0.206,1.421
167.01,366.34,532.74,-2.073,-0.263,1.534
200.67,324.02,498.42,-2.785,-0.029,1.236
228.6,254.27,452.62,-1.662,0.259,1.314
223.72,160.49,413.35,-1.738,0.488,0.994
207.74,63.78,401.4,-1.934,0.641,0.659
187.68,-20.671,363.11,-1.897,0.789,0.467
173.6,-32.256,265.61,-1.74,0.906,0.307
