gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
117.19,96.89,-123.96,0.781,-0.051,-0.184
127.5,102.87,-132.19,0.756,0.005,-0.201
138.72,109.57,-140.85,0.748,0.17,-0.255
150.91,116.58,-149.51,0.738,0.344,-0.283
164.27,123.29,-158.29,0.694,0.545,-0.288
179.45,130.49,-167.56,0.604,0.782,-0.231
197.13,137.38,-177.26,0.482,1.048,-0.138
216.52,143.84,-188.17,0.343,1.41,-0.077
236.83,150.49,-200.06,0.163,1.979,-0.067
257.68,156.77,-212.81,-0.137,2.642,-0.062
290.55,169.45,-226.16,-0.473,3.227,-0.087
316.1,175.85,-241.46,-0.719,3.765,-0.257
328.42,172.13,-256.89,-0.881,4.312,-0.419
352.74,179.15,-274.15,-0.922,4.768,-0.624
372.74,185.55,-293.66,-0.924,5.168,-0.893
384.76,189.57,-315.06,-1.018,5.459,-1.129
390.55,191.46,-338.42,-1.087,5.829,-1.374
395.55,192.19,-362.81,-1.123,6.266,-1.564
394.94,194.15,-387.62,-1.011,6.648,-1.76
388.35,197.62,-411.28,-0.758,6.923,-1.967
378.35,201.71,-431.34,-0.47,6.877,-2.08
369.39,206.77,-448.72,-0.156,6.431,-2.087
360.37,211.4,-462.01,0.21,5.862,-1.992
351.83,215.61,-468.29,0.561,5.368,-1.862
346.22,220.24,-465.61,0.816,4.901,-1.759
348.66,224.94,-451.22,0.908,4.448,-1.731
364.45,230.18,-428.78,0.859,3.972,-1.726
389.94,233.35,-399.45,0.758,3.495,-1.68
411.89,234.33,-360.43,0.662,3.089,-1.599
428.23,233.23,-312.13,0.574,2.777,-1.492
431.22,229.45,-259.33,0.45,2.546,-1.329
414.08,232.13,-203.84,0.271,2.271,-1.165
385.98,242.99,-147.44,0.175,2.064,-1.075
344.88,260.85,-92.988,0.042,1.861,-0.999
286.4,285.31,-39.39,-0.091,1.796,-0.979
213.96,309.63,10.61,-0.232,1.831,-0.995
131.46,328.17,59.024,-0.402,1.869,-1.031
47.317,345.12,106.77,-0.578,1.884,-1.069
-29.146,362.07,153.29,-0.754,1.91,-1.124
-93.78,377.07,197.38,-0.916,1.915,-1.181
-143.05,388.66,238.29,-1.055,1.907,-1.217
-175.31,395.92,276.95,-1.178,1.896,-1.22
-190.73,399.63,315.92,-1.26,1.853,-1.22
-191.28,400.43,355.43,-1.325,1.774,-1.207
-176.95,400.31,393.42,-1.378,1.731,-1.172
-149.57,400.18,429.21,-1.431,1.713,-1.169
-114.21,400,463.17,-1.524,1.716,-1.175
-74.207,399.45,496.1,-1.671,1.714,-1.175
-34.695,397.44,526.34,-1.856,1.693,-1.104
2.073,395.43,552.99,-2.085,1.591,-0.974
33.11,393.29,574.82,-2.328,1.364,-0.917
57.866,391.28,591.46,-2.6,1.182,-0.888
77.073,389.02,603.41,-2.859,1.042,-0.98
89.451,384.82,612.26,-3.145,0.951,-1.111
96.524,379.94,617.13,-3.469,0.866,-1.093
101.04,373.84,619.57,-3.687,0.798,-1.054
102.68,366.71,619.57,-3.767,0.651,-1.026
101.4,358.78,615.85,-3.583,0.448,-1.047
97.683,349.33,608.66,-3.189,0.21,-1.069
93.598,338.29,599.21,-2.72,0.035,-1.092
89.573,326.58,587.8,-2.352,-0.122,-1.045
85.366,313.72,573.9,-2.122,-0.223,-0.917
83.963,299.88,557.87,-1.985,-0.261,-0.702
