gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
21.829,-18.963,30.366,0.445,0.209,0.054
9.268,-19.573,30.61,0.418,0.148,0.04
-3.537,-20.122,31.28,0.398,0.096,0.029
-16.646,-20.915,32.256,0.375,0.044,0.009
-29.695,-21.707,33.232,0.344,0.002,0.003
-42.622,-22.378,34.024,0.315,-0.029,-0.003
-54.817,-22.927,34.817,0.266,-0.061,-0.004
-65.732,-23.659,35.183,0.2,-0.107,-0.007
-75.732,-24.146,34.878,0.127,-0.155,0.007
-84.634,-24.878,34.146,0.092,-0.2,0.027
-91.89,-25.427,32.744,0.074,-0.241,0.038
-97.439,-25.976,31.037,0.063,-0.274,0.037
-101.22,-26.402,28.659,0.057,-0.279,0.02
-103.05,-26.768,25.549,0.034,-0.268,-0.022
-103.54,-27.256,22.073,-0.014,-0.246,-0.068
-102.38,-27.805,18.232,-0.07,-0.209,-0.152
-99.878,-28.476,13.72,-0.149,-0.174,-0.215
-96.22,-28.841,9.024,-0.224,-0.146,-0.262
-92.256,-29.329,3.841,-0.267,-0.135,-0.296
-87.378,-30.122,-1.585,-0.317,-0.104,-0.31
-82.378,-31.402,-7.622,-0.362,-0.127,-0.367
-78.78,-33.232,-14.878,-0.386,-0.151,-0.383
-76.707,-35.854,-24.146,-0.412,-0.191,-0.394
-76.098,-38.72,-34.756,-0.43,-0.243,-0.414
-76.341,-41.646,-46.098,-0.459,-0.304,-0.404
-76.829,-45.122,-56.829,-0.493,-0.375,-0.397
-77.317,-48.537,-66.341,-0.506,-0.442,-0.398
-77.805,-52.561,-74.146,-0.5,-0.514,-0.397
-77.988,-56.951,-80.793,-0.475,-0.556,-0.408
-78.598,-61.22,-87.195,-0.45,-0.596,-0.418
-77.134,-64.695,-93.659,-0.421,-0.631,-0.414
-76.159,-67.866,-101.28,-0.383,-0.667,-0.435
-75.427,-70.244,-110.55,-0.357,-0.68,-0.426
-75,-72.317,-120.37,-0.301,-0.691,-0.424
-73.598,-74.329,-131.04,-0.278,-0.724,-0.454
-71.707,-76.402,-142.68,-0.21,-0.708,-0.452
-70,-78.049,-155.24,-0.14,-0.732,-0.442
-68.11,-79.634,-168.72,-0.03,-0.729,-0.466
-65.671,-81.463,-182.74,0.086,-0.739,-0.489
