gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-56.037,-13.902,73.171,-0.426,-0.36,-0.333
-61.707,-12.683,69.878,-0.504,-0.271,-0.375
-66.768,-12.134,65,-0.567,-0.192,-0.421
-70.732,-12.439,59.39,-0.621,-0.128,-0.459
-74.146,-12.988,52.927,-0.652,-0.105,-0.464
-76.89,-14.024,45.671,-0.674,-0.127,-0.456
-79.085,-15.671,37.683,-0.681,-0.122,-0.446
-80.793,-17.866,28.841,-0.682,-0.157,-0.456
-82.439,-22.012,17.561,-0.689,-0.176,-0.467
-84.268,-27.5,3.232,-0.691,-0.208,-0.471
-87.683,-32.195,-13.537,-0.68,-0.238,-0.487
-93.476,-35.305,-28.963,-0.667,-0.26,-0.501
-100.24,-39.451,-40.366,-0.641,-0.287,-0.499
-108.6,-44.329,-47.927,-0.608,-0.324,-0.502
-115.55,-48.415,-52.622,-0.549,-0.357,-0.509
-118.66,-51.341,-57.195,-0.478,-0.385,-0.514
-118.96,-54.207,-63.902,-0.419,-0.412,-0.507
-118.9,-56.646,-73.537,-0.358,-0.444,-0.5
-117.5,-59.085,-85.549,-0.306,-0.479,-0.495
-114.45,-62.317,-98.354,-0.253,-0.491,-0.504
-110.55,-66.159,-111.04,-0.205,-0.476,-0.501
-107.13,-71.037,-123.6,-0.168,-0.458,-0.485
-103.9,-75.549,-135.67,-0.123,-0.454,-0.503
-99.573,-79.268,-147.87,-0.072,-0.434,-0.535
-94.512,-82.439,-160.18,0.049,-0.382,-0.569
-88.659,-85.427,-173.54,0.226,-0.345,-0.596
-81.524,-88.049,-187.99,0.418,-0.314,-0.619
-73.476,-90.061,-203.35,0.651,-0.251,-0.646
-65,-91.28,-220.06,0.865,-0.191,-0.661
-56.159,-92.073,-238.35,1.141,-0.038,-0.618
-45.854,-93.293,-257.19,1.406,0.11,-0.563
-36.341,-93.598,-277.32,1.691,0.271,-0.528
