gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
56.524,2.866,-119.08,0.467,-0.158,-0.135
59.024,5.061,-130.55,0.51,-0.146,-0.161
63.415,7.622,-142.26,0.547,-0.095,-0.196
69.695,10.305,-154.33,0.59,0.011,-0.257
77.195,12.988,-166.4,0.625,0.093,-0.307
85.976,15.61,-178.48,0.64,0.179,-0.368
95.915,18.232,-190.91,0.64,0.3,-0.426
107.26,21.768,-203.41,0.614,0.444,-0.476
119.94,25.061,-215.73,0.558,0.595,-0.539
133.41,27.927,-228.48,0.484,0.73,-0.611
147.56,30.671,-240.79,0.402,0.868,-0.717
162.56,32.805,-253.05,0.288,1.09,-0.863
178.66,34.146,-265.61,0.16,1.407,-1.081
195.49,35.549,-278.9,0.019,1.794,-1.349
213.05,37.195,-293.23,-0.098,2.169,-1.562
231.83,38.537,-308.17,-0.195,2.524,-1.671
250.85,39.207,-323.72,-0.291,2.878,-1.688
270.85,39.146,-340.12,-0.346,3.306,-1.771
292.93,38.78,-357.26,-0.326,3.854,-2.019
316.58,37.927,-375.24,-0.26,4.331,-2.375
342.62,36.28,-393.23,-0.301,4.592,-2.75
373.17,34.756,-410.92,-0.349,4.718,-3.13
408.54,33.902,-428.66,-0.289,4.767,-3.477
446.58,34.268,-445.12,-0.068,4.68,-3.738
487.13,35.427,-459.45,0.271,4.421,-3.814
529.51,35.488,-470.18,0.582,4.161,-3.773
572.74,32.439,-472.19,0.836,3.949,-3.73
616.4,28.598,-466.28,1.044,3.897,-3.703
661.83,28.72,-457.01,1.207,3.623,-3.646
705.18,31.768,-443.78,1.427,3.16,-3.602
742.38,33.72,-422.99,1.611,2.72,-3.534
776.34,30.732,-396.16,1.7,2.37,-3.422
802.38,27.744,-369.69,1.757,2.078,-3.289
806.46,35.732,-345.06,1.758,1.879,-3.139
787.68,52.317,-326.52,1.712,1.735,-3.024
749.94,71.037,-313.17,1.64,1.621,-2.934
691.89,91.707,-302.32,1.509,1.511,-2.818
621.22,115.98,-287.87,1.406,1.487,-2.736
535.06,145.06,-269.51,1.272,1.435,-2.657
428.17,175.37,-250.31,1.12,1.4,-2.62
313.17,205.12,-231.1,0.939,1.365,-2.631
199.82,239.33,-212.5,0.698,1.268,-2.699
96.098,278.11,-194.94,0.48,1.438,-2.765
6.829,317.32,-174.45,0.176,1.536,-2.777
-63.537,357.07,-149.82,-0.051,1.505,-2.809
-112.56,396.28,-122.5,-0.245,1.532,-2.815
-136.28,435.24,-92.256,-0.438,1.584,-2.802
-140.61,472.87,-60,-0.579,1.519,-2.752
-127.01,506.65,-26.463,-0.672,1.387,-2.673
-102.32,537.5,7.683,-0.718,1.315,-2.603
-72.073,565.98,41.89,-0.771,1.338,-2.582
-40.122,590.98,76.28,-0.82,1.406,-2.621
-11.829,613.41,110.85,-0.949,1.389,-2.752
8.841,633.35,145.06,-1.037,1.329,-2.89
21.89,652.5,178.6,-1.203,1.215,-2.926
32.195,668.41,215.24,-1.366,1.202,-2.874
34.634,679.39,252.38,-1.454,1.288,-2.828
26.22,690.24,275.92,-1.617,1.366,-2.849
17.256,697.87,303.17,-1.992,1.381,-2.866
5.061,702.38,328.6,-2.517,1.396,-2.881
-9.39,703.41,350.49,-3.07,1.366,-2.82
-20.488,701.28,370.49,-3.523,1.244,-2.681
-28.72,695.24,389.21,-3.709,1.07,-2.445
-34.451,685,404.63,-3.621,0.871,-2.09
-36.159,671.1,416.83,-3.321,0.636,-1.669
-34.573,652.56,425.67,-2.94,0.395,-1.241
-28.354,631.04,429.63,-2.587,0.185,-0.923
