gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
54.268,71.341,-15.61,-0.532,-0.074,-0.045
47.622,72.5,-17.622,-0.549,-0.093,-0.091
40.732,73.78,-19.329,-0.554,-0.103,-0.134
34.573,74.39,-19.634,-0.56,-0.107,-0.157
29.39,73.598,-19.695,-0.566,-0.104,-0.174
25.549,72.378,-20.671,-0.576,-0.103,-0.176
22.561,71.28,-21.524,-0.593,-0.097,-0.163
19.939,70.061,-22.317,-0.624,-0.089,-0.149
17.988,68.902,-23.659,-0.641,-0.064,-0.149
14.756,67.317,-25.366,-0.661,-0.04,-0.116
12.622,64.878,-27.988,-0.714,-0.038,-0.076
11.707,61.951,-32.5,-0.798,-0.029,-0.049
10.183,58.72,-38.11,-0.879,0.004,0.002
8.293,54.756,-44.756,-0.931,0.017,0.048
6.768,48.902,-52.439,-0.941,0.022,0.07
4.939,32.256,-59.085,-0.95,0.023,0.109
-0.549,26.037,-66.341,-0.974,0.02,0.181
-2.561,19.573,-73.841,-0.991,0.03,0.257
-4.512,9.695,-82.927,-1.011,0.039,0.355
-5.366,5.366,-91.341,-1.117,0.058,0.46
-1.829,10.122,-97.073,-1.11,0.037,0.584
4.573,8.415,-103.54,-1.209,0.089,0.665
12.561,2.927,-112.32,-1.285,0.128,0.775
22.683,-3.232,-121.28,-1.396,0.124,0.864
34.451,-9.024,-130.37,-1.476,0.084,0.985
47.927,-13.537,-141.4,-1.632,0.057,1.065
64.451,-17.866,-151.04,-1.752,0.023,1.09
81.951,-23.72,-159.27,-1.815,-0.056,1.094
100.98,-31.829,-165.55,-1.871,-0.157,1.09
120.98,-40.976,-169.94,-1.953,-0.204,1.141
141.1,-51.341,-172.81,-2.023,-0.239,1.204
159.82,-62.5,-174.82,-2.101,-0.276,1.268
175.55,-73.841,-175.98,-2.205,-0.285,1.315
188.41,-85.244,-176.1,-2.313,-0.281,1.339
196.83,-96.585,-175.91,-2.404,-0.268,1.341
201.59,-107.19,-176.59,-2.478,-0.242,1.303
204.39,-117.07,-177.68,-2.535,-0.2,1.213
205.49,-127.01,-177.81,-2.583,-0.151,1.099
206.28,-137.38,-178.05,-2.668,-0.108,0.96
207.38,-148.41,-178.72,-2.757,-0.064,0.801
209.33,-160.98,-179.21,-2.818,-0.049,0.644
212.13,-176.16,-178.48,-2.894,-0.049,0.476
216.65,-195.31,-175.85,-2.985,-0.032,0.296
219.15,-214.39,-173.54,-3.053,-0.049,0.127
222.87,-235.24,-170.31,-3.098,-0.089,-0.019
227.32,-256.4,-165.18,-3.13,-0.128,-0.156
234.09,-276.65,-158.23,-3.142,-0.166,-0.271
242.93,-297.5,-151.04,-3.162,-0.201,-0.376
254.09,-317.68,-143.41,-3.139,-0.263,-0.538
266.52,-335.73,-135.67,-3.128,-0.354,-0.662
280.92,-352.19,-127.74,-3.119,-0.476,-0.737
297.01,-367.56,-119.39,-3.112,-0.622,-0.844
314.57,-381.65,-111.16,-3.083,-0.788,-0.958
332.32,-392.13,-101.71,-3.026,-0.991,-1.047
351.77,-399.33,-91.098,-2.968,-1.169,-1.112
373.23,-405.31,-79.451,-2.907,-1.36,-1.184
396.34,-410.55,-65.305,-2.847,-1.518,-1.315
419.57,-414.69,-49.329,-2.708,-1.673,-1.413
441.22,-420.37,-32.012,-2.519,-1.805,-1.498
459.94,-428.78,-12.988,-2.378,-1.917,-1.565
479.94,-438.6,6.037,-2.225,-2.062,-1.59
499.94,-447.01,23.415,-2.053,-2.211,-1.567
519.02,-453.05,37.317,-1.876,-2.375,-1.482
537.87,-459.69,46.829,-1.736,-2.51,-1.344
554.51,-464.27,54.39,-1.603,-2.572,-1.264
564.21,-465.12,59.39,-1.432,-2.637,-1.22
564.21,-463.11,61.89,-1.227,-2.677,-1.19
554.02,-458.54,62.317,-0.998,-2.707,-1.15
537.93,-451.89,58.232,-0.767,-2.704,-1.127
516.89,-442.44,58.049,-0.517,-2.591,-1.122
490.12,-433.42,58.963,-0.247,-2.344,-1.076
461.65,-423.29,57.805,-0.012,-2.104,-1.008
436.77,-411.71,62.012,0.195,-1.835,-0.979
412.13,-401.77,62.744,0.406,-1.694,-0.991
392.81,-393.84,59.451,0.632,-1.47,-0.979
378.17,-384.76,52.317,0.758,-1.172,-0.926
366.58,-373.23,43.171,0.912,-1.042,-0.821
362.26,-357.44,37.561,0.967,-0.861,-0.666
359.33,-339.33,28.598,1.081,-0.725,-0.552
355.06,-322.07,16.28,1.27,-0.635,-0.545
352.13,-302.01,7.317,1.498,-0.525,-0.623
341.77,-279.02,-2.866,1.748,-0.529,-0.71
324.76,-252.5,-10.854,1.889,-0.457,-0.713
302.32,-223.54,-15.488,1.973,-0.332,-0.611
271.22,-193.72,-21.22,2.018,-0.219,-0.575
234.45,-161.1,-26.159,2.061,-0.009,-0.533
194.33,-126.83,-28.537,2.137,0.18,-0.511
153.96,-93.537,-29.39,2.195,0.337,-0.492
112.13,-63.354,-29.756,2.226,0.499,-0.474
69.329,-36.524,-30.793,2.275,0.632,-0.472
27.012,-13.232,-31.585,2.343,0.678,-0.436
-12.439,7.195,-30.61,2.384,0.69,-0.346
-49.695,24.878,-27.744,2.346,0.689,-0.275
-81.707,40.61,-23.963,2.307,0.692,-0.2
-107.62,54.146,-20.061,2.29,0.688,-0.156
-126.71,66.098,-15.732,2.268,0.671,-0.138
-139.69,75.366,-11.341,2.234,0.658,-0.104
-147.74,81.707,-6.768,2.189,0.623,-0.097
-151.16,83.78,-2.439,2.171,0.57,-0.104
-149.88,82.195,0.976,2.13,0.515,-0.116
-145.79,76.402,3.841,2.066,0.491,-0.107
-138.84,67.317,6.037,1.982,0.463,-0.063
-130.73,57.561,8.11,1.876,0.413,0.001
-123.23,48.354,9.939,1.767,0.353,0.085
-117.01,40.976,11.098,1.661,0.312,0.158
-112.68,35.854,10.61,1.565,0.285,0.206
-110.85,32.744,8.72,1.481,0.288,0.244
-112.01,31.585,6.585,1.381,0.312,0.268
-116.95,32.317,4.817,1.288,0.324,0.292
-125.06,34.573,4.268,1.228,0.325,0.324
-136.1,38.72,4.695,1.179,0.325,0.366
-149.88,45.183,5.915,1.137,0.336,0.421
-165.85,53.476,7.927,1.097,0.356,0.483
-183.41,63.171,10.854,1.057,0.355,0.531
-202.68,74.146,14.756,1.023,0.332,0.573
-223.29,86.951,20,1.005,0.278,0.615
-244.69,100.98,26.646,0.99,0.201,0.651
-266.65,115.18,34.573,0.972,0.104,0.686
-288.17,130.49,44.146,0.951,0.006,0.709
-309.63,147.74,56.402,0.92,-0.082,0.723
-332.38,164.39,67.805,0.891,-0.18,0.739
-354.82,179.69,78.902,0.86,-0.294,0.759
-376.89,195.98,91.159,0.827,-0.414,0.758
-398.05,210.85,103.17,0.81,-0.536,0.74
-417.93,224.63,115.55,0.772,-0.641,0.723
-437.44,237.07,127.01,0.725,-0.721,0.692
-456.28,247.38,137.56,0.669,-0.797,0.648
-472.99,256.16,148.54,0.61,-0.835,0.585
-487.62,264.15,160.37,0.542,-0.871,0.528
-501.1,269.57,168.9,0.46,-0.902,0.479
-515.3,275.73,182.74,0.377,-0.93,0.425
-526.65,282.44,197.56,0.3,-0.942,0.373
-533.54,288.11,210.43,0.237,-1.001,0.317
-543.9,292.5,224.02,0.175,-1.001,0.245
-550.43,296.34,235.24,0.13,-1.07,0.199
-554.82,298.35,244.69,0.074,-1.126,0.132
-560.06,300.12,254.76,0.02,-1.056,0.076
-563.35,301.58,264.15,-0.005,-1.042,-0.026
-564.63,299.94,270.85,-0.045,-1.029,-0.07
-565.79,296.46,277.56,-0.111,-1.015,-0.115
-564.94,292.56,284.57,-0.201,-1.043,-0.142
-559.63,287.38,291.52,-0.263,-1.047,-0.153
-549.88,280.37,297.56,-0.324,-1.02,-0.186
-536.22,272.44,302.38,-0.382,-1.003,-0.218
-521.4,264.51,307.07,-0.434,-1.006,-0.234
-503.42,255.24,311.16,-0.489,-0.979,-0.234
-480.49,245.55,314.57,-0.561,-0.971,-0.242
-455.55,236.34,317.01,-0.618,-0.958,-0.236
-431.77,226.89,316.83,-0.655,-0.964,-0.225
-406.1,215.79,314.69,-0.695,-0.935,-0.233
-376.28,204.15,312.81,-0.759,-0.909,-0.228
-349.15,191.83,311.22,-0.825,-0.936,-0.206
-321.77,179.51,308.17,-0.888,-0.974,-0.135
-294.45,167.87,304.15,-0.947,-0.955,-0.053
-269.27,157.5,299.21,-1.004,-0.894,0.033
-244.63,148.41,292.87,-1.069,-0.871,0.087
-219.57,140,285.55,-1.121,-0.816,0.136
-194.94,131.71,278.11,-1.176,-0.771,0.198
-171.1,124.69,270.24,-1.25,-0.761,0.259
-149.09,117.99,261.52,-1.326,-0.748,0.327
-129.33,111.22,252.81,-1.4,-0.719,0.39
-110.24,104.82,244.33,-1.46,-0.683,0.43
-91.585,99.085,235.79,-1.515,-0.657,0.47
