gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
28.049,23.415,-1.28,0.652,0.246,0.222
30.488,24.207,-2.012,0.666,0.333,0.271
33.598,25.122,-2.805,0.682,0.288,0.26
36.951,25.915,-3.354,0.683,0.227,0.239
41.159,26.829,-3.78,0.712,0.269,0.241
46.28,27.683,-4.817,0.705,0.247,0.231
51.28,28.598,-5.366,0.712,0.191,0.215
56.098,29.451,-5.793,0.741,0.213,0.237
61.037,30.366,-6.341,0.755,0.254,0.235
65.305,30.854,-6.829,0.797,0.168,0.209
68.659,31.463,-8.476,0.843,0.148,0.193
72.134,31.951,-9.634,0.883,0.191,0.169
73.72,31.951,-11.159,0.896,0.179,0.164
73.902,32.317,-13.11,0.94,0.224,0.162
74.634,32.317,-15.244,0.986,0.262,0.163
74.207,30.976,-16.707,1.016,0.296,0.168
71.22,30.366,-19.146,1.07,0.332,0.163
69.756,32.256,-23.293,1.117,0.347,0.156
67.988,32.561,-26.28,1.145,0.378,0.137
63.171,32.561,-29.695,1.184,0.435,0.116
60.671,33.293,-32.866,1.234,0.496,0.078
58.354,33.415,-36.402,1.287,0.546,0.007
55.488,32.561,-39.207,1.373,0.627,-0.023
52.927,33.598,-43.11,1.47,0.685,-0.052
54.695,34.024,-46.829,1.568,0.73,-0.044
55.976,34.024,-49.146,1.633,0.834,-0.104
57.927,35.671,-51.463,1.726,0.929,-0.152
63.841,37.439,-53.049,1.797,1.018,-0.182
68.598,38.354,-54.695,1.846,1.113,-0.212
74.634,40.427,-55.915,1.876,1.204,-0.245
82.683,43.354,-56.402,1.904,1.318,-0.279
89.512,46.098,-57.561,1.94,1.412,-0.309
98.415,49.939,-57.195,1.977,1.493,-0.369
104.57,53.232,-56.585,2.017,1.565,-0.409
110.98,56.646,-55.427,2.071,1.654,-0.485
116.1,60.244,-54.207,2.126,1.779,-0.57
119.02,62.927,-52.622,2.148,1.942,-0.685
117.68,63.232,-50.305,2.231,2.058,-0.816
117.13,66.22,-47.744,2.354,2.129,-0.92
117.99,70.61,-44.268,2.415,2.24,-0.983
113.6,75.427,-40.61,2.414,2.348,-1.034
109.51,79.329,-36.646,2.384,2.442,-1.114
106.71,85.793,-31.037,2.414,2.444,-1.1
102.44,93.963,-24.024,2.399,2.471,-1.135
97.805,101.95,-15.549,2.344,2.625,-1.2
93.963,110.24,-6.707,2.354,2.742,-1.199
92.744,119.57,3.232,2.343,2.777,-1.224
91.951,128.66,14.024,2.274,2.829,-1.292
90.976,136.52,24.756,2.198,2.833,-1.36
90.915,144.15,36.28,2.113,2.841,-1.375
91.402,153.23,48.78,2.002,2.868,-1.357
89.634,163.23,60.976,1.908,2.881,-1.356
88.232,171.83,71.768,1.845,2.881,-1.339
87.5,182.19,83.72,1.741,2.894,-1.347
83.841,195.79,97.378,1.589,2.922,-1.364
81.585,211.83,111.71,1.466,2.914,-1.39
78.11,225.55,125.37,1.387,2.896,-1.408
73.415,237.38,138.54,1.303,2.932,-1.39
68.72,254.63,153.9,1.201,2.989,-1.314
58.171,267.93,169.09,1.08,2.992,-1.223
45.671,277.01,181.59,0.939,2.934,-1.158
35.61,292.38,195.37,0.781,2.852,-1.129
22.134,308.72,209.21,0.645,2.804,-1.122
7.927,323.54,221.28,0.499,2.821,-1.101
-5.671,335.85,234.27,0.339,2.757,-1.072
-19.634,346.77,247.68,0.136,2.697,-1.054
-32.927,354.57,259.82,-0.043,2.702,-1.06
-44.268,360.12,271.04,-0.24,2.771,-1.037
-56.402,365.92,282.19,-0.452,2.751,-1.068
-70.427,371.1,292.26,-0.713,2.663,-1.036
-83.659,372.56,300.18,-1.017,2.56,-1.04
-98.659,371.4,306.22,-1.376,2.506,-1.007
-117.56,370.12,311.22,-1.845,2.376,-0.913
-138.9,369.51,314.15,-2.347,2.175,-0.759
-161.95,369.76,314.57,-2.805,1.932,-0.536
-188.48,370.98,312.74,-3.247,1.626,-0.337
-219.27,371.16,309.27,-3.668,1.333,-0.413
-255.12,368.96,304.94,-3.893,1.042,-0.37
-297.68,366.65,299.88,-3.92,1.001,-0.322
-341.4,365.61,294.15,-3.808,0.953,-0.54
-393.72,365.49,289.39,-3.409,0.783,-0.812
-455.43,363.48,283.78,-3.065,0.512,-0.964
-527.26,361.4,277.5,-2.676,0.456,-0.928
-604.09,359.15,269.82,-2.625,0.06,-1.167
-685,355.79,262.93,-2.75,-1.153,-1.161
-777.62,350,258.11,-2.587,-1.701,-1.072
-877.38,342.87,253.96,-2.817,-1.98,-1
-978.11,334.63,252.44,-2.958,-2.02,-0.84
-1072.8,321.34,255.79,-3.004,-1.846,-0.705
