gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-13.537,-22.622,-28.476,0.703,0.094,0.062
-10.488,-21.098,-29.512,0.713,0.068,0.032
-6.951,-19.329,-30.305,0.739,0.072,0.029
-3.415,-17.622,-31.646,0.757,0.074,0.015
-1.037,-15.732,-33.11,0.79,0.011,0.003
0.854,-13.841,-34.573,0.826,0.013,-0.004
2.866,-12.195,-36.463,0.851,-0.013,-0.015
3.72,-10.793,-38.537,0.876,-0.011,0.005
4.146,-9.451,-40.427,0.909,-0.028,-0.013
4.756,-8.598,-42.683,0.952,-0.072,-0.04
4.634,-7.439,-45.244,0.989,-0.016,-0.06
5.122,-6.341,-47.866,1.045,0.008,-0.099
6.159,-4.817,-50.61,1.107,-0.021,-0.15
7.5,-3.354,-53.11,1.136,-0.021,-0.168
8.902,-2.073,-55.854,1.178,0.01,-0.201
10.671,-0.793,-58.476,1.223,0.066,-0.216
12.317,0.305,-61.463,1.279,0.154,-0.231
14.024,1.098,-64.207,1.349,0.223,-0.234
15.427,2.866,-68.232,1.417,0.279,-0.279
18.232,3.354,-71.159,1.517,0.278,-0.322
19.268,4.817,-74.268,1.585,0.32,-0.37
22.134,6.585,-77.561,1.662,0.391,-0.397
24.512,8.78,-80.793,1.779,0.425,-0.401
27.439,11.646,-83.78,1.856,0.499,-0.438
31.524,14.146,-86.22,1.889,0.599,-0.487
32.744,17.317,-88.659,1.901,0.736,-0.527
35.061,20.61,-91.402,1.944,0.879,-0.556
36.159,25.183,-93.476,1.979,1.023,-0.605
37.256,30.061,-94.451,1.988,1.157,-0.671
39.573,34.512,-95.61,2.044,1.221,-0.709
40.488,38.476,-96.28,2.078,1.364,-0.759
38.963,42.012,-96.341,2.064,1.627,-0.776
38.476,46.707,-96.585,2.087,1.828,-0.73
39.512,53.171,-96.646,2.097,2.002,-0.717
42.378,59.817,-95.549,2.088,2.208,-0.742
42.439,67.256,-92.988,2.113,2.375,-0.778
43.902,72.927,-89.207,2.146,2.527,-0.875
48.598,78.963,-84.939,2.206,2.629,-0.977
52.622,88.415,-79.146,2.216,2.691,-1.09
57.256,99.512,-72.744,2.209,2.772,-1.206
60.549,109.82,-65,2.195,2.932,-1.299
64.756,120.79,-57.5,2.216,3.086,-1.338
68.415,134.57,-48.841,2.221,3.242,-1.4
69.085,147.81,-40.061,2.184,3.393,-1.422
73.476,160.49,-30.183,2.169,3.454,-1.399
75.732,174.45,-17.988,2.065,3.549,-1.436
73.049,187.74,-6.098,1.983,3.619,-1.396
