gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-35.305,5.732,-6.341,1.392,0.161,0.516
-34.329,6.89,-4.817,1.401,0.164,0.538
-31.707,8.049,-3.415,1.453,0.206,0.549
-27.378,8.293,-1.89,1.544,0.291,0.567
-22.622,8.232,0.915,1.561,0.304,0.548
-18.171,10,2.561,1.63,0.352,0.53
-13.963,11.768,3.537,1.695,0.39,0.513
-10.61,15.122,3.902,1.73,0.453,0.472
-7.378,18.354,3.354,1.764,0.485,0.434
-4.634,19.512,4.024,1.911,0.529,0.387
-1.463,20.976,4.207,1.981,0.561,0.346
2.195,22.073,4.512,2.033,0.649,0.284
4.939,23.476,5.488,2.208,0.675,0.22
4.878,29.024,2.927,2.368,0.705,0.156
4.939,34.878,1.646,2.461,0.745,0.079
7.622,40.366,1.341,2.467,0.827,0.002
12.317,44.512,0.305,2.557,0.815,-0.038
15.183,49.695,-0.732,2.689,0.8,-0.086
18.841,56.098,-3.659,2.737,0.773,-0.112
23.049,60.976,-6.524,2.755,0.752,-0.147
27.073,67.073,-8.598,2.764,0.718,-0.193
32.744,72.439,-11.707,2.791,0.735,-0.245
39.451,75,-13.415,2.767,0.642,-0.294
48.78,77.073,-12.683,2.77,0.605,-0.306
58.78,80.732,-13.78,2.79,0.486,-0.282
68.11,81.159,-14.512,2.844,0.401,-0.221
77.256,79.39,-13.537,2.753,0.288,-0.156
87.561,80.671,-13.415,2.558,0.198,-0.061
98.11,83.963,-13.171,2.436,0.137,-0.006
107.81,85.671,-14.634,2.351,0.057,0.009
116.65,84.329,-17.561,2.294,-0.01,0.016
127.62,85.854,-19.695,2.162,-0.046,0.087
140.43,88.598,-22.5,1.895,-0.043,0.169
154.57,91.098,-24.39,1.586,0.07,0.18
169.76,92.622,-25.305,1.323,0.244,0.123
182.38,94.634,-26.098,1.212,0.123,0.124
193.72,97.561,-27.195,1.114,0.086,0.21
205.67,101.46,-28.354,0.821,0.226,0.333
221.16,107.81,-28.354,0.437,0.273,0.335
238.66,118.6,-23.659,0.114,0.364,0.289
258.96,134.45,-16.463,-0.123,0.457,0.311
278.9,145.98,-6.768,-0.604,0.539,0.378
297.68,151.89,7.012,-1.17,0.381,0.402
314.45,156.77,21.463,-1.593,0.087,0.458
329.82,164.27,36.341,-1.945,0.03,0.56
342.5,177.56,55.061,-2.202,-0.07,0.68
350.49,193.05,72.927,-2.435,-0.189,0.779
347.74,207.74,91.341,-2.78,-0.391,0.778
328.6,217.56,109.51,-3.165,-0.447,0.678
