gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
0,4.634,21.524,1.009,-0.038,0.218
-2.744,5.244,20,1.039,-0.008,0.215
-5.915,5.488,18.293,1.063,0.026,0.217
-9.085,5.549,16.89,1.093,0.065,0.223
-11.829,6.098,15.488,1.12,0.109,0.23
-14.024,6.402,14.451,1.158,0.152,0.24
-15.915,6.768,13.537,1.199,0.198,0.249
-17.134,7.256,12.866,1.251,0.234,0.251
-17.805,7.744,12.622,1.305,0.271,0.253
-18.049,8.354,12.439,1.353,0.308,0.259
-18.232,9.207,12.073,1.413,0.354,0.27
-17.866,10.305,11.829,1.475,0.417,0.29
-17.5,11.646,11.463,1.531,0.474,0.323
-17.317,13.415,11.098,1.58,0.518,0.369
-17.378,15.427,10.976,1.631,0.554,0.415
-17.805,17.5,10.976,1.677,0.589,0.459
-18.476,19.695,11.098,1.727,0.617,0.493
-19.756,21.707,11.159,1.778,0.634,0.519
-21.098,24.085,11.098,1.818,0.652,0.549
-22.866,26.829,10.793,1.854,0.675,0.584
-24.329,29.451,10.61,1.879,0.708,0.614
-25.793,32.256,10.305,1.905,0.73,0.651
-27.073,35.122,10.183,1.944,0.753,0.679
-28.049,38.415,10,2.008,0.755,0.679
-28.598,41.951,9.451,2.065,0.756,0.677
-29.146,45.976,8.537,2.095,0.765,0.681
-28.72,50.793,7.073,2.105,0.796,0.692
-27.317,56.28,4.939,2.114,0.826,0.693
-24.756,62.439,2.256,2.128,0.841,0.704
-20.854,68.902,-0.61,2.157,0.838,0.689
-15.366,75.366,-3.293,2.199,0.833,0.663
-8.049,82.195,-5.732,2.232,0.838,0.622
0.122,88.902,-7.866,2.241,0.848,0.582
10.244,95.183,-9.451,2.263,0.833,0.527
21.646,101.58,-10.366,2.29,0.828,0.47
34.451,107.13,-10.854,2.305,0.805,0.423
48.476,111.95,-10.305,2.339,0.786,0.34
63.537,115.92,-9.024,2.361,0.738,0.301
78.659,118.9,-7.134,2.357,0.749,0.239
93.11,121.1,-4.451,2.335,0.708,0.209
107.07,122.87,-1.037,2.32,0.652,0.167
120.55,123.66,2.683,2.304,0.585,0.077
133.72,123.66,6.951,2.276,0.535,-0.037
145.79,122.87,11.829,2.229,0.477,-0.14
