gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-1.341,16.098,7.012,1.501,0.137,0.774
-0.488,16.646,8.049,1.597,0.178,0.785
0.244,17.622,8.11,1.717,0.222,0.784
0.61,18.659,7.683,1.903,0.292,0.789
0.427,19.634,7.195,2.02,0.361,0.744
-0.61,19.695,6.768,2.072,0.473,0.658
-1.707,21.159,5.793,2.275,0.529,0.592
-1.585,22.683,3.78,2.397,0.637,0.51
-1.22,24.573,1.707,2.527,0.711,0.439
-0.549,27.744,-0.854,2.818,0.75,0.385
0.671,32.256,-4.146,2.884,0.847,0.265
1.707,36.707,-7.927,2.838,0.865,0.132
4.085,41.159,-11.768,2.874,0.84,0.088
8.476,45.244,-15.549,2.917,0.864,0.078
15.976,49.024,-18.963,2.839,0.865,0.065
25.793,52.378,-22.012,2.842,0.816,0.084
37.073,54.695,-24.329,2.83,0.77,0.1
49.39,57.744,-26.402,2.791,0.691,0.121
63.537,62.927,-29.146,2.713,0.668,0.147
77.317,64.878,-31.159,2.631,0.584,0.191
89.024,63.11,-31.89,2.515,0.478,0.213
101.65,63.537,-34.085,2.432,0.477,0.209
114.45,60.305,-35.671,2.33,0.463,0.21
127.56,61.402,-33.963,2.18,0.393,0.194
142.81,68.963,-33.598,2.032,0.33,0.162
155.67,72.561,-35.61,1.878,0.314,0.162
171.1,74.39,-35.793,1.725,0.305,0.185
185.12,78.354,-32.073,1.57,0.262,0.223
196.34,81.89,-28.598,1.41,0.232,0.251
207.87,84.39,-25.488,1.263,0.18,0.273
219.45,90.183,-21.89,1.293,0.151,0.295
230.61,97.5,-17.805,1.12,0.242,0.264
241.89,106.34,-12.805,0.78,0.27,0.284
252.5,115.18,-7.256,0.447,0.253,0.338
263.17,124.88,1.402,0.094,0.23,0.327
272.13,133.48,12.5,-0.278,0.215,0.311
276.52,143.66,22.988,-0.693,0.131,0.338
276.04,154.69,34.634,-1.158,0.048,0.408
273.72,164.02,47.073,-1.585,0.047,0.457
272.62,171.1,59.817,-1.938,0.166,0.462
269.94,178.17,72.805,-2.147,0.18,0.487
265.55,186.46,85.671,-2.302,0.028,0.49
259.88,195.24,97.988,-2.466,-0.093,0.503
252.87,205.24,110,-2.651,-0.194,0.463
244.88,222.93,125.79,-2.824,-0.274,0.43
234.27,251.65,137.19,-2.975,-0.201,0.493
219.45,280.67,148.23,-3.178,-0.148,0.611
205.31,304.33,165.85,-3.386,-0.161,0.656
