gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
6.463,-8.171,20,0.903,-0.209,0.405
6.89,-6.829,18.659,0.929,-0.18,0.414
7.195,-5.488,17.317,0.983,-0.149,0.391
7.683,-4.146,15.61,1.047,-0.108,0.371
7.988,-3.11,14.024,1.136,-0.082,0.376
8.049,-2.317,12.073,1.207,-0.036,0.364
7.134,-1.707,10.305,1.346,0.007,0.36
6.098,-1.402,8.537,1.413,0.067,0.319
4.634,-1.098,6.402,1.612,0.132,0.32
2.683,-0.793,4.512,1.596,0.202,0.27
0.854,-0.427,2.561,1.558,0.236,0.248
-1.768,-0.061,0.732,2.076,0.516,0.34
-4.512,0.549,-1.585,2.331,0.704,0.333
-7.256,0.61,-6.341,2.164,0.741,0.235
-9.573,1.829,-9.39,2.188,0.854,0.184
-11.037,3.72,-10.183,2.466,0.971,0.172
-11.524,6.463,-13.537,2.769,1.11,0.172
-11.341,9.756,-17.195,2.829,1.104,0.147
-10,13.232,-21.768,2.773,1.102,0.112
-7.5,17.012,-25.61,2.857,1.123,0.088
-4.024,21.463,-30.976,2.942,1.138,0.066
1.159,26.646,-33.963,3.166,1.117,0.05
7.744,31.402,-39.756,3.187,1.085,-0.004
14.512,37.561,-42.073,3.022,1.058,-0.047
24.939,33.415,-46.768,3.075,0.983,-0.009
37.317,29.146,-48.902,3.08,0.929,-0.009
42.378,45.549,-52.744,2.992,0.87,-0.002
45.305,60.671,-58.841,3.125,0.845,0.095
52.988,59.756,-63.841,3.178,0.813,0.179
61.159,56.28,-67.195,3.021,0.737,0.202
67.744,63.293,-74.268,2.736,0.684,0.197
71.524,76.22,-81.098,2.582,0.625,0.216
76.159,82.927,-84.329,2.409,0.55,0.228
82.744,83.963,-86.585,2.21,0.468,0.26
90,84.146,-89.695,1.991,0.377,0.257
98.232,88.659,-91.646,1.756,0.284,0.265
106.58,98.72,-90.976,1.506,0.206,0.285
115.61,102.93,-90,1.224,0.142,0.313
126.22,100.79,-88.72,0.948,0.076,0.333
136.65,102.01,-81.585,0.781,0.022,0.325
146.46,100.92,-72.317,0.792,0.053,0.327
157.68,101.89,-62.256,0.474,0.325,0.328
167.19,115.12,-46.402,-0.039,0.493,0.24
176.4,133.72,-30.244,-0.578,0.691,0.06
186.22,146.71,-11.098,-1.188,0.809,-0.04
193.96,153.29,10.488,-1.839,0.762,-0.043
201.1,160.55,33.354,-2.539,0.512,0.001
209.51,168.23,57.317,-2.986,0.239,0.143
215.98,175.79,82.561,-3.182,0.005,0.362
223.23,183.72,107.44,-3.375,-0.317,0.539
231.34,191.4,132.07,-3.676,-0.293,0.577
237.07,199.33,156.46,-3.846,-0.365,0.543
242.5,209.45,179.21,-4.004,-0.478,0.438
245.91,222.99,202.5,-4.151,-0.412,0.446
245.91,248.72,223.05,-4.276,-0.27,0.344
239.51,291.71,237.68,-4.2,0.076,0.28
219.21,341.77,252.13,-3.958,0.188,0.198
184.69,385.92,269.69,-3.675,0.133,0.146
143.54,417.93,282.01,-3.41,-0.219,0.303
101.89,435.49,296.77,-3.051,-0.753,0.764
63.354,436.89,300.98,-2.592,-1.159,1.647
34.573,421.16,309.27,-2.362,-1.017,2.082
17.744,403.42,325.06,-1.957,0.059,0.84
18.78,394.69,341.46,-0.943,1.199,-0.478
30.122,389.57,351.04,0.176,0.719,-0.632
36.89,375.61,358.9,0.509,0.105,-0.185
56.22,365.73,365.92,0.803,0.243,0.403
80.488,352.01,372.87,0.958,0.066,0.744
108.35,338.42,368.42,0.616,-0.12,1
117.99,312.81,362.19,0.184,-0.259,1.393
104.82,282.74,349.27,-0.101,-0.84,1.477
78.049,253.9,325.18,-0.288,-0.386,1.395
57.561,225.24,297.87,-0.285,-0.025,1.235
59.024,186.71,263.29,-0.119,-0.03,1.082
74.634,129.45,231.83,0.01,0.106,0.997
71.89,73.476,191.04,0.059,0.212,0.969
20.427,7.256,142.07,0.045,0.261,1.004
-46.829,-58.049,93.659,-0.03,0.327,1.077
-93.354,-83.476,47.744,-0.179,0.416,1.125
-130.18,-84.634,9.024,-0.379,0.57,1.126
-166.89,-91.646,-30.793,-0.549,0.752,1.12
-194.09,-72.683,-70.915,-0.648,0.804,1.138
-182.13,-40.488,-105.06,-0.668,0.699,1.208
-171.59,-27.378,-106.52,-0.663,0.54,1.294
-136.71,-18.659,-110.85,-0.7,0.323,1.349
-83.902,-14.024,-102.68,-0.799,0.126,1.399
-49.207,-13.476,-81.524,-0.94,0.021,1.394
-12.378,-8.78,-73.11,-1.064,-0.027,1.326
26.768,0.305,-59.024,-1.148,-0.034,1.236
57.927,11.524,-43.232,-1.203,-0.046,1.136
79.878,20.854,-28.354,-1.276,-0.101,1.074
92.134,27.805,-19.634,-1.413,-0.182,1.071
93.963,32.927,-18.659,-1.598,-0.238,1.085
84.512,34.207,-23.354,-1.798,-0.235,1.083
63.659,29.878,-32.317,-1.999,-0.207,1.114
32.927,20.244,-46.524,-2.244,-0.212,1.102
-1.402,7.317,-64.085,-2.384,-0.229,1.091
-30.488,-6.098,-80.976,-2.435,-0.229,1.074
-52.744,-19.878,-96.768,-2.368,-0.287,1.068
-67.927,-34.146,-113.72,-2.328,-0.329,1.074
-75.793,-49.878,-130.31,-2.318,-0.318,1.048
-79.085,-68.232,-148.29,-2.235,-0.329,1.01
-80.122,-88.049,-167.44,-2.082,-0.308,0.991
-80.915,-107.19,-187.26,-1.866,-0.313,1.004
-80.366,-123.6,-207.26,-1.727,-0.132,1.005
-78.415,-136.46,-226.65,-1.643,-0.147,0.894
-75.976,-147.74,-245,-1.443,-0.18,0.815
-75.183,-158.96,-261.4,-1.246,-0.114,0.743
-77.134,-169.45,-276.28,-1.07,-0.108,0.672
-82.256,-176.59,-287.68,-0.886,0.036,0.637
-88.72,-187.07,-297.68,-0.682,-0.025,0.577
-96.768,-198.17,-305.06,-0.493,-0.074,0.495
-101.58,-212.5,-310.98,-0.336,-0.04,0.436
-101.71,-223.96,-317.68,-0.162,0.036,0.441
-102.19,-231.89,-322.19,-0.015,0.186,0.437
-103.48,-241.28,-323.11,0.12,0.333,0.352
-105.85,-251.1,-320,0.296,0.562,0.247
-105.24,-261.52,-315.61,0.494,0.717,0.148
-106.95,-267.32,-312.07,0.684,0.656,0.05
-114.02,-270.37,-306.89,0.86,0.468,0.009
-114.39,-280,-302.26,0.952,0.301,0.007
-115.43,-286.71,-295.12,1,0.238,0.021
-117.19,-291.95,-286.95,1.04,0.266,0.053
-121.1,-297.44,-276.34,1.103,0.335,0.062
-128.05,-300.06,-265.79,1.21,0.381,0.049
-129.51,-300.92,-254.09,1.343,0.466,0.058
-130.67,-301.28,-238.35,1.42,0.538,0.007
-131.89,-300.67,-221.77,1.538,0.519,-0.037
-134.45,-296.16,-206.16,1.688,0.531,-0.019
-142.01,-290.67,-188.23,1.818,0.595,-0.048
-155.61,-285.92,-169.15,1.937,0.719,-0.161
-175.67,-280,-152.74,2.139,0.763,-0.178
-196.65,-271.46,-139.21,2.258,0.699,-0.152
-208.84,-258.23,-124.63,2.284,0.637,-0.195
-210.49,-241.4,-105.67,2.378,0.733,-0.272
