gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
23.659,5.366,0.366,1.184,-0.195,0.577
23.659,4.451,-0.549,1.266,-0.15,0.589
20.427,5,-2.012,1.327,-0.137,0.599
17.073,5.61,-3.415,1.404,-0.097,0.629
15.427,5.549,-5.183,1.507,-0.024,0.662
12.866,5.122,-6.524,1.598,0.035,0.685
9.329,4.634,-7.927,1.711,0.144,0.707
5.915,5.305,-9.817,1.731,0.211,0.701
2.134,5.854,-10.549,1.784,0.28,0.681
-0.244,6.585,-11.159,1.931,0.404,0.672
-2.683,8.354,-11.89,2.061,0.484,0.651
-4.024,10,-12.256,2.237,0.559,0.617
-2.927,11.89,-11.829,2.378,0.624,0.54
-1.22,15,-12.073,2.333,0.704,0.406
1.707,20.488,-13.659,2.602,0.754,0.359
5,25.671,-15.427,2.814,0.831,0.297
9.695,30.732,-16.768,2.82,0.89,0.209
17.256,34.451,-17.622,2.752,0.916,0.158
25.732,39.085,-18.841,2.84,0.896,0.126
34.695,44.939,-21.341,2.843,0.91,0.079
43.171,53.11,-22.134,2.912,0.863,0.072
52.195,59.695,-24.512,2.893,0.856,0.056
62.012,61.341,-26.89,2.919,0.796,0.085
71.524,60.915,-28.659,2.914,0.716,0.117
79.817,61.768,-30,2.79,0.719,0.15
88.963,62.622,-31.829,2.71,0.615,0.225
100.06,68.232,-34.573,2.603,0.589,0.254
110.12,68.537,-39.817,2.465,0.461,0.273
119.94,64.085,-42.378,2.313,0.378,0.263
132.62,68.171,-44.024,2.158,0.347,0.278
145.85,74.085,-48.841,2,0.317,0.287
156.4,72.622,-51.951,1.842,0.272,0.262
166.59,68.598,-52.683,1.669,0.234,0.254
176.1,66.89,-52.378,1.494,0.192,0.246
184.39,65.732,-53.598,1.288,0.195,0.25
193.72,67.561,-50.305,1.118,0.158,0.3
203.17,68.415,-42.073,1.002,0.153,0.312
213.72,73.963,-34.39,0.737,0.191,0.223
224.63,79.878,-28.171,0.433,0.245,0.161
234.94,84.939,-18.476,0.165,0.39,0.155
244.21,92.622,-6.768,-0.23,0.514,0.166
252.87,100.79,5.915,-0.653,0.555,0.167
260.85,108.96,20.854,-1.116,0.499,0.212
268.54,117.62,38.171,-1.662,0.497,0.258
274.02,127.38,55.915,-2.036,0.327,0.302
275.85,137.56,75.854,-2.275,0.204,0.382
275.12,147.19,96.768,-2.425,0.109,0.481
272.74,158.41,116.46,-2.601,-0.181,0.611
268.78,171.16,133.84,-2.895,-0.258,0.671
262.01,186.83,149.94,-3.177,-0.106,0.768
254.88,211.4,167.68,-3.498,-0.224,0.778
244.27,243.66,182.44,-3.818,-0.24,0.566
226.95,275.37,196.04,-3.859,0.045,0.347
205.12,307.44,213.41,-3.736,0.207,0.311
182.87,336.52,231.77,-3.678,0.207,0.271
158.11,360.55,248.72,-3.539,0.26,0.331
136.83,378.84,266.71,-3.36,0.204,0.452
116.1,390.73,275.67,-3.112,0.077,0.749
96.524,388.72,282.62,-2.861,-0.257,1.137
79.756,382.68,292.87,-2.691,-0.801,1.805
64.878,377.13,297.93,-2.521,-1.092,2.119
60.244,379.27,303.84,-2.223,-0.031,1.012
72.317,387.19,314.51,-1.379,1.353,-0.286
84.512,387.74,326.89,-0.246,1.016,-0.329
97.5,384.69,336.77,0.431,0.306,0.057
117.68,374.45,342.19,0.762,0.155,0.328
131.34,349.51,342.81,1.11,0.044,0.702
134.27,322.87,339.63,0.813,-0.173,1.062
134.88,302.32,325.98,0.215,-0.9,1.326
124.88,272.5,321.77,-0.301,-0.988,1.48
109.33,240.85,308.9,-0.557,-0.893,1.301
98.415,204.69,288.6,-0.573,-0.61,0.96
