gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
31.585,5.793,20.732,1.02,0.097,0.265
25.549,5.488,19.695,1.058,0.131,0.261
18.72,5.122,18.78,1.105,0.17,0.258
11.646,4.512,18.171,1.164,0.21,0.255
4.207,4.024,17.927,1.226,0.255,0.261
-3.415,3.598,17.988,1.289,0.302,0.274
-10.793,3.232,18.171,1.35,0.355,0.289
-17.561,3.049,18.11,1.402,0.408,0.3
-23.293,2.744,17.988,1.446,0.469,0.319
-28.049,2.866,17.805,1.497,0.526,0.34
-30.915,3.659,17.683,1.551,0.572,0.361
-31.707,4.756,17.439,1.597,0.611,0.389
-30.793,6.768,17.195,1.656,0.637,0.409
-27.683,9.207,17.439,1.726,0.662,0.424
-23.293,11.829,17.622,1.791,0.695,0.444
-17.866,15.061,17.622,1.854,0.74,0.46
-11.341,18.354,17.927,1.902,0.783,0.471
-4.695,21.707,18.415,1.943,0.816,0.48
2.317,25.244,18.902,2.002,0.842,0.476
8.902,29.085,19.512,2.055,0.872,0.467
14.756,32.866,20.305,2.089,0.899,0.482
19.573,36.829,20.854,2.11,0.896,0.511
23.476,41.037,21.159,2.148,0.885,0.55
26.829,45.427,21.28,2.208,0.871,0.557
29.634,50.244,21.28,2.253,0.863,0.544
31.89,55.122,21.585,2.276,0.879,0.527
33.598,60.122,22.256,2.287,0.89,0.502
35,64.756,23.11,2.308,0.884,0.433
36.037,69.268,24.39,2.317,0.839,0.386
35.976,73.537,26.037,2.331,0.803,0.341
35.427,77.134,27.622,2.34,0.752,0.341
34.329,80.549,29.39,2.354,0.707,0.364
32.683,83.415,31.341,2.387,0.639,0.361
30.61,85.671,32.988,2.407,0.551,0.338
28.72,88.171,34.329,2.41,0.486,0.341
27.622,90.671,35.915,2.403,0.458,0.325
28.232,93.11,37.5,2.385,0.428,0.282
30.854,95.427,39.512,2.336,0.426,0.208
35.427,97.805,42.012,2.258,0.395,0.164
41.341,100.73,44.39,2.18,0.307,0.148
48.476,103.35,46.707,2.123,0.255,0.081
57.439,105.18,48.537,2.003,0.229,-0.002
67.561,106.71,49.878,1.816,0.188,-0.092
77.866,108.11,51.646,1.662,0.106,-0.12
89.329,109.39,54.024,1.527,0.03,-0.072
100.85,109.51,57.195,1.359,-0.028,-0.054
112.07,109.21,61.159,1.188,-0.14,-0.057
123.72,109.82,65.854,1.018,-0.266,-0.128
135.37,111.46,71.707,0.784,-0.278,-0.216
146.34,113.66,77.988,0.645,-0.354,-0.261
155.31,116.71,84.756,0.492,-0.381,-0.345
164.69,120.79,90.732,0.291,-0.443,-0.431
174.76,126.28,95.305,0.068,-0.486,-0.491
187.68,132.32,100.92,-0.307,-0.495,-0.56
199.63,139.45,108.05,-0.798,-0.493,-0.626
208.72,147.26,115.12,-1.379,-0.417,-0.71
221.1,154.76,121.83,-2.187,-0.263,-0.805
239.27,163.05,129.02,-3.224,-0.126,-0.695
262.07,174.88,137.44,-4.326,-0.012,-0.328
289.33,188.05,146.95,-5.37,0.121,0.301
321.52,200.24,156.04,-6.299,0.179,1.146
368.72,221.77,166.65,-6.835,-0.005,2.141
419.69,243.9,176.59,-7.084,-0.268,3.211
478.42,269.63,186.34,-6.872,0.003,3.603
546.89,304.33,194.76,-5.932,0.986,2.277
617.87,345.37,200.24,-4.967,1.677,-0.135
688.05,393.54,204.45,-4.496,1.222,-2.289
752.99,447.38,206.83,-4.074,0.545,-3.716
804.94,502.13,205.06,-3.31,0.67,-4.036
840.24,558.23,198.17,-1.943,1.258,-3.22
858.84,618.05,189.82,-0.441,1.537,-2.01
863.17,667.26,179.88,0.769,1.442,-0.601
853.35,692.68,166.77,1.131,1.157,0.904
836.65,700.06,149.02,0.689,0.229,1.917
825.43,694.02,127.62,-0.155,-0.448,2.014
826.22,666.04,108.11,-0.782,-0.724,1.659
827.13,599.57,96.951,-0.763,-0.664,1.125
809.57,483.23,83.232,-0.72,-0.437,0.67
729.82,335.98,108.48,-0.933,-0.089,0.345
569.7,203.84,184.69,-1.249,0.33,0.098
369.94,90.61,265.85,-1.692,0.524,0.055
193.23,22.805,305.73,-2.136,0.504,0.154
52.256,-26.28,311.71,-2.32,0.193,0.391
-89.207,-61.402,284.57,-2.285,-0.11,0.645
-242.56,-92.073,196.83,-2.078,-0.315,0.982
-351.46,-130.06,86.463,-1.86,-0.414,1.307
-432.01,-158.6,-18.598,-1.711,-0.55,1.665
-485.73,-218.84,-120.49,-1.666,-0.565,1.878
-519.21,-252.19,-222.13,-1.646,-0.504,1.946
-541.04,-224.76,-280.49,-1.569,-0.398,1.898
-538.9,-164.27,-289.08,-1.448,-0.28,1.82
-529.27,-119.63,-280.73,-1.305,-0.204,1.725
-511.22,-98.78,-264.02,-1.11,-0.165,1.617
-485.98,-85.732,-242.62,-0.89,-0.169,1.501
-457.32,-88.537,-233.35,-0.696,-0.21,1.407
-422.01,-108.96,-231.28,-0.513,-0.257,1.308
-383.54,-141.59,-228.78,-0.353,-0.338,1.168
-347.62,-173.72,-223.66,-0.102,-0.385,1.067
-314.39,-205.61,-215.31,0.123,-0.411,0.935
-282.87,-235.06,-202.81,0.281,-0.439,0.793
-261.16,-260.31,-188.23,0.439,-0.448,0.69
-247.62,-277.13,-172.26,0.62,-0.463,0.585
-246.52,-289.69,-156.04,0.747,-0.491,0.494
-260.12,-301.65,-143.17,0.825,-0.52,0.434
-288.54,-311.83,-134.21,0.951,-0.517,0.403
-325.18,-321.4,-129.39,1.057,-0.465,0.387
-368.96,-330.06,-128.72,1.089,-0.378,0.332
-415.18,-336.65,-130.55,1.128,-0.306,0.301
-458.96,-341.04,-133.41,1.162,-0.244,0.288
-496.71,-343.29,-137.07,1.199,-0.169,0.303
-523.9,-345,-140.98,1.221,-0.058,0.295
-541.34,-351.58,-144.63,1.287,0.039,0.296
-549.15,-348.42,-149.45,1.377,0.134,0.308
-546.28,-341.46,-155.31,1.424,0.247,0.248
-534.33,-336.71,-161.04,1.424,0.339,0.181
-515.12,-329.76,-166.16,1.448,0.441,0.114
