gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-8.476,-0.915,9.329,1.267,0.34,0.139
-8.659,-0.183,9.39,1.285,0.396,0.15
-8.354,0.671,9.451,1.315,0.445,0.148
-8.232,1.829,9.634,1.356,0.49,0.14
-7.5,3.11,9.878,1.39,0.534,0.144
-6.22,4.573,10.183,1.432,0.58,0.138
-4.939,6.28,10.732,1.484,0.629,0.149
-3.72,7.988,11.463,1.53,0.677,0.163
-2.073,9.939,12.317,1.561,0.733,0.184
-0.427,11.89,13.354,1.578,0.792,0.208
1.341,14.39,14.634,1.604,0.849,0.216
3.659,17.012,16.28,1.637,0.893,0.222
5.854,19.573,17.683,1.674,0.92,0.235
8.476,22.683,19.085,1.708,0.953,0.232
11.28,26.341,20.793,1.727,0.984,0.238
14.451,30.305,22.317,1.754,1.004,0.264
18.171,34.207,23.841,1.8,0.994,0.277
22.317,38.659,25.793,1.835,0.973,0.299
27.622,43.476,28.171,1.857,0.941,0.333
33.049,48.415,30.671,1.884,0.892,0.356
38.72,53.841,33.415,1.91,0.855,0.398
44.451,59.756,36.28,1.938,0.809,0.425
49.817,65.793,39.085,1.962,0.771,0.424
54.634,71.768,41.707,1.965,0.745,0.409
59.085,77.5,43.963,1.956,0.733,0.386
63.415,83.049,45.976,1.941,0.717,0.377
67.561,88.293,47.622,1.909,0.684,0.383
70.854,93.537,49.451,1.899,0.62,0.395
74.268,98.415,50.854,1.892,0.573,0.403
78.171,102.99,52.256,1.871,0.519,0.4
82.256,107.13,54.085,1.853,0.428,0.405
86.646,111.46,56.22,1.851,0.3,0.438
91.768,115.85,58.598,1.862,0.176,0.496
97.439,120.18,61.463,1.873,0.11,0.48
103.23,124.33,64.817,1.874,-0.003,0.493
108.66,128.35,68.963,1.862,-0.088,0.461
112.32,131.83,73.415,1.849,-0.157,0.435
114.27,135.18,77.439,1.843,-0.175,0.427
112.87,137.5,81.098,1.824,-0.156,0.385
108.29,139.88,83.841,1.772,-0.153,0.315
104.08,141.59,86.098,1.703,-0.173,0.257
100.79,141.71,87.805,1.658,-0.238,0.206
