gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
-11.585,5.671,-8.11,0.748,0.231,0.398
-10.244,5.488,-9.268,0.744,0.23,0.403
-8.659,5.305,-10.427,0.744,0.221,0.403
-7.378,5.061,-11.951,0.741,0.21,0.393
-6.28,5.061,-13.537,0.739,0.201,0.381
-5.122,5.183,-15.305,0.739,0.187,0.373
-3.72,5.305,-17.134,0.741,0.178,0.358
-2.195,5.488,-19.085,0.742,0.167,0.345
-1.402,5.854,-21.22,0.737,0.153,0.338
-0.61,6.159,-23.72,0.731,0.137,0.327
-0.061,6.707,-25.976,0.725,0.124,0.316
0.61,7.378,-28.354,0.717,0.11,0.305
1.524,8.171,-30.854,0.71,0.096,0.292
1.951,9.085,-33.476,0.7,0.083,0.281
2.195,10.183,-36.585,0.691,0.064,0.264
1.524,11.098,-40.61,0.679,0.044,0.249
2.195,12.256,-44.512,0.67,0.029,0.241
1.951,14.329,-49.207,0.655,0.003,0.229
1.159,17.195,-55.244,0.637,-0.026,0.215
1.89,21.829,-62.561,0.639,-0.051,0.192
2.622,25.671,-68.171,0.628,-0.052,0.159
15.915,46.768,-73.476,0.632,-0.075,0.156
12.683,47.622,-81.463,0.644,-0.107,0.162
-4.878,36.402,-88.354,0.648,-0.12,0.152
-4.695,44.512,-96.646,0.664,-0.128,0.153
-7.073,50.671,-106.46,0.663,-0.127,0.186
-10.122,56.098,-115.98,0.669,-0.144,0.176
-14.085,62.378,-126.16,0.739,-0.162,0.206
-19.085,69.146,-135.98,0.718,-0.15,0.227
-25.732,75.427,-146.28,0.745,-0.141,0.235
-33.049,82.195,-156.16,0.782,-0.132,0.237
-40.366,89.329,-166.1,0.805,-0.13,0.236
-48.598,96.829,-176.16,0.828,-0.112,0.25
-56.707,105.06,-185,0.84,-0.076,0.288
-64.146,113.66,-192.19,0.86,-0.034,0.324
-70.915,121.89,-198.48,0.877,0.013,0.357
-75.976,131.1,-202.68,0.891,0.055,0.402
-78.476,141.04,-205.37,0.913,0.104,0.454
-79.146,152.38,-206.65,0.938,0.153,0.512
-76.768,164.94,-205.98,0.954,0.202,0.568
