gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
30,13.171,472.81,0.618,-0.156,1.007
15.427,17.927,484.94,0.583,-0.054,1.139
-0.549,22.5,496.22,0.561,0.102,1.264
-18.354,29.756,504.88,0.53,0.256,1.325
-34.878,31.768,515.37,0.523,0.459,1.393
-50.854,33.78,523.84,0.489,0.63,1.468
-66.037,32.195,532.32,0.453,0.808,1.531
-79.573,29.878,537.74,0.432,1.001,1.597
-92.5,26.829,540,0.415,1.225,1.632
-105.92,31.585,534.09,0.406,1.481,1.62
-116.16,33.598,529.7,0.415,1.744,1.593
-120.43,21.402,526.28,0.412,2.012,1.568
-127.19,14.268,518.66,0.411,2.243,1.474
-136.59,12.073,512.5,0.384,2.471,1.464
-150.61,20.854,502.99,0.366,2.722,1.375
-154.51,30.488,492.74,0.341,3.02,1.35
-167.68,36.585,481.22,0.246,3.252,1.325
-172.99,34.268,470.06,0.13,3.463,1.215
-182.5,43.354,450.67,0.002,3.646,1.196
-193.29,52.439,423.78,-0.113,3.817,1.147
-202.74,62.378,392.13,-0.119,4.252,1.105
-211.16,73.049,355.06,-0.293,4.616,1.021
-219.51,82.378,313.54,-0.418,4.66,0.834
-226.34,90.244,269.15,-0.42,4.916,0.674
-233.48,93.049,222.62,-0.508,5.159,0.577
-238.9,91.951,172.68,-0.575,5.36,0.43
-244.15,84.207,124.76,-0.701,5.513,0.333
-249.88,74.756,78.415,-0.864,5.633,0.23
-257.62,62.256,27.5,-1.089,5.731,0.103
-267.93,48.841,-26.402,-1.332,5.771,-0.012
-286.58,28.415,-84.451,-1.636,5.746,-0.118
-297.26,9.634,-145.43,-1.984,5.711,-0.244
-312.32,-10.488,-204.15,-2.347,5.623,-0.354
-327.87,-31.524,-262.26,-2.704,5.54,-0.479
-339.33,-54.695,-318.23,-3.112,5.42,-0.655
-351.34,-78.049,-371.16,-3.443,5.304,-0.853
-362.07,-97.256,-422.87,-3.625,5.158,-1.12
-372.56,-109.51,-471.28,-3.764,5.065,-1.323
-382.19,-115.73,-515.85,-3.707,4.901,-1.518
-385.85,-120.67,-560.18,-3.636,4.753,-1.734
-386.95,-122.56,-598.29,-3.464,4.651,-1.877
-386.65,-121.46,-632.13,-3.205,4.548,-1.991
-380.43,-120.24,-662.56,-2.834,4.497,-2.092
-372.74,-122.68,-685.73,-2.361,4.444,-2.204
-362.5,-125.12,-704.88,-1.837,4.38,-2.316
-350.24,-129.39,-718.9,-1.247,4.299,-2.377
-335.12,-143.48,-726.77,-0.728,4.193,-2.449
-316.65,-164.51,-732.32,-0.246,4.054,-2.53
-298.05,-174.88,-735.98,0.182,3.851,-2.557
-278.48,-202.56,-733.41,0.509,3.643,-2.583
-262.44,-228.96,-727.26,0.755,3.406,-2.627
-248.84,-260.12,-719.76,0.914,3.168,-2.672
-234.57,-292.93,-709.7,1.017,2.965,-2.672
-224.57,-324.51,-695.12,1.115,2.803,-2.693
-216.52,-348.66,-674.33,1.116,2.655,-2.688
-208.11,-364.27,-643.6,1.162,2.563,-2.683
-201.28,-376.22,-597.93,1.18,2.514,-2.693
-187.32,-382.44,-540.91,1.194,2.482,-2.641
-163.17,-389.63,-470.31,1.211,2.502,-2.581
-136.34,-389.94,-382.38,1.228,2.49,-2.482
-118.48,-390.92,-302.68,1.312,2.475,-2.377
-129.02,-387.68,-229.76,1.487,2.471,-2.328
-193.96,-393.9,-177.81,1.749,2.462,-2.287
-254.51,-368.05,-135.37,2.021,2.526,-2.262
-182.5,-275.31,-132.93,2.336,2.558,-2.391
-184.63,-212.13,-153.72,2.512,2.482,-2.514
-216.77,-180.31,-154.51,2.83,2.227,-2.652
-244.76,-143.29,-148.17,3.168,1.711,-2.688
-226.34,-100.98,-138.84,3.437,1.431,-2.295
-231.71,-64.207,-124.15,3.94,1.4,-1.709
-237.13,-26.707,-110.06,4.067,0.24,-1.481
-233.23,9.756,-96.951,4.126,-0.354,-1.514
-222.56,44.085,-83.11,4.268,-0.353,-1.308
-215.18,82.012,-74.024,4.489,-0.061,-1.146
-194.63,105,-60.244,4.564,-0.595,-0.884
-158.78,127.32,-46.951,4.645,-0.697,-0.555
-124.63,153.05,-40.671,4.647,-0.972,-0.261
-41.89,175.24,-25.183,4.62,-1.31,-0.009
-11.463,178.48,-14.878,4.565,-1.614,0.153
9.024,166.1,-18.232,4.525,-1.887,0.222
89.695,165.79,3.841,4.444,-2.109,0.238
93.354,126.65,33.78,4.382,-2.184,0.31
124.33,106.71,42.256,4.304,-2.381,0.336
168.11,92.683,55.183,4.16,-2.37,0.405
203.23,73.476,67.317,3.956,-2.234,0.609
229.45,58.598,81.463,3.664,-2.907,0.688
247.93,47.317,97.195,3.384,-2.116,1.051
260.61,39.207,114.02,3.25,-2.29,1.046
267.26,36.951,130.98,2.934,-2.404,1.209
265.49,37.622,144.63,2.73,-2.085,1.313
257.93,43.354,156.4,2.495,-2.043,1.334
247.87,56.341,167.74,2.293,-1.858,1.359
232.62,70.061,175.43,2.146,-1.631,1.38
215.37,85.305,180.55,2.03,-1.4,1.412
196.46,102.26,184.02,1.937,-1.14,1.43
179.33,119.51,185.55,1.845,-0.87,1.457
163.66,137.99,186.04,1.778,-0.548,1.463
150.98,157.07,184.94,1.703,-0.218,1.444
141.65,176.89,181.89,1.626,0.071,1.393
135.73,194.51,176.46,1.563,0.35,1.349
133.78,211.04,168.29,1.463,0.613,1.275
136.71,227.81,158.41,1.358,0.895,1.188
145.85,247.44,144.21,1.236,1.117,1.098
185.55,269.94,129.82,1.099,1.328,1.014
240.79,297.44,108.72,0.973,1.505,0.916
172.26,294.63,98.598,0.827,1.634,0.839
