gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
21.22,79.756,-1.159,-1.212,-0.196,0.464
20.671,79.207,0.61,-1.228,-0.176,0.494
19.268,78.78,2.5,-1.249,-0.169,0.524
17.317,78.476,4.085,-1.254,-0.156,0.545
15.122,78.354,4.939,-1.249,-0.13,0.562
12.988,78.049,5.427,-1.245,-0.091,0.572
11.037,77.622,6.159,-1.246,-0.059,0.597
8.902,77.134,6.646,-1.242,-0.021,0.613
6.89,76.22,7.134,-1.243,0.008,0.622
4.634,75.061,7.5,-1.235,0.053,0.627
2.5,73.537,7.622,-1.232,0.102,0.635
-0.366,71.951,7.256,-1.237,0.148,0.636
-3.354,69.695,6.646,-1.235,0.191,0.65
-6.159,67.073,5.793,-1.24,0.235,0.655
-9.268,64.39,4.878,-1.243,0.282,0.654
-12.866,61.524,4.39,-1.238,0.331,0.647
-16.524,58.415,4.207,-1.231,0.367,0.639
-19.939,55.305,4.146,-1.22,0.401,0.632
-23.11,52.256,4.39,-1.214,0.44,0.617
-26.037,49.451,4.695,-1.213,0.476,0.603
-29.024,47.195,4.756,-1.21,0.506,0.59
-31.585,45.061,4.817,-1.21,0.531,0.586
-33.902,43.354,5.061,-1.211,0.55,0.576
-34.878,41.646,5.061,-1.209,0.573,0.558
-35.61,39.939,4.817,-1.208,0.604,0.534
-38.78,38.415,4.207,-1.197,0.625,0.513
-39.329,36.707,3.415,-1.192,0.638,0.48
-39.695,35.061,2.5,-1.184,0.637,0.458
-39.817,33.78,2.134,-1.17,0.639,0.436
-39.329,32.988,1.89,-1.155,0.642,0.411
-38.11,32.256,1.646,-1.138,0.643,0.389
-36.341,31.585,1.463,-1.118,0.634,0.411
-34.024,31.22,1.585,-1.106,0.622,0.384
-30.854,31.159,1.829,-1.091,0.593,0.359
-27.927,31.22,2.195,-1.069,0.568,0.34
-24.39,31.402,2.378,-1.047,0.548,0.309
-19.939,31.341,2.927,-1.018,0.53,0.283
-14.695,31.646,3.476,-0.988,0.507,0.256
-9.634,32.195,4.207,-0.968,0.467,0.229
-5.122,32.561,4.695,-0.946,0.433,0.211
17.317,26.707,7.866,-0.927,0.4,0.176
37.805,38.11,13.598,-0.898,0.359,0.147
5.366,36.463,5.854,-0.865,0.324,0.122
10.061,37.561,5.976,-0.834,0.297,0.08
17.195,40.549,6.463,-0.797,0.261,0.039
21.768,40.732,6.22,-0.755,0.229,-0.005
26.159,42.866,6.28,-0.714,0.202,-0.028
30,43.841,6.463,-0.757,0.039,-0.091
34.817,44.268,6.707,-0.539,0.307,-0.07
39.329,43.537,7.134,-0.574,0.095,-0.192
43.78,42.378,8.293,-0.525,0.07,-0.226
48.78,41.22,9.573,-0.488,0.066,-0.254
54.634,40.61,11.524,-0.435,0.043,-0.301
60.915,39.39,14.329,-0.394,0.016,-0.319
69.451,37.866,17.378,-0.348,0,-0.327
78.11,37.622,21.037,-0.301,-0.022,-0.341
85.122,48.049,26.037,-0.256,-0.048,-0.348
89.207,82.622,27.927,-0.216,-0.071,-0.347
86.951,109.82,28.659,-0.176,-0.092,-0.349
83.415,114.08,32.073,-0.13,-0.116,-0.354
95.427,80.427,53.78,-0.091,-0.133,-0.355
112.07,38.171,72.134,-0.056,-0.154,-0.335
119.82,29.085,88.72,0.062,-0.173,-0.3
125.24,30.793,112.26,0.255,-0.164,-0.162
150.06,26.585,133.41,0.258,-0.134,0.17
166.83,11.707,157.07,0.126,-0.236,0.407
179.21,15.793,183.78,-0.111,-0.281,0.475
192.26,12.866,209.88,-0.495,-0.5,0.657
205.12,4.39,234.45,0.075,-0.436,0.623
210.73,-4.268,257.93,0.583,-0.225,0.202
212.5,-15,280.49,0.337,-0.104,-0.134
