gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
24.695,-12.683,-48.902,0.749,0.188,0.41
26.22,-10.671,-52.317,0.768,0.18,0.42
28.049,-8.598,-55.244,0.787,0.167,0.431
29.756,-6.646,-57.744,0.788,0.144,0.441
31.646,-4.512,-59.939,0.78,0.125,0.446
32.866,-2.378,-62.012,0.761,0.104,0.444
34.024,-0.671,-64.39,0.735,0.069,0.446
34.878,1.098,-67.073,0.732,0.028,0.437
35.549,3.049,-69.756,0.729,0,0.428
35.854,5.244,-72.805,0.722,-0.028,0.428
35.732,7.805,-76.646,0.712,-0.051,0.423
36.22,11.159,-82.195,0.708,-0.067,0.41
36.22,14.207,-88.476,0.701,-0.09,0.396
35.61,18.171,-95.244,0.69,-0.127,0.375
33.293,22.317,-104.08,0.672,-0.171,0.358
28.293,26.28,-115.43,0.654,-0.222,0.343
21.463,30.854,-127.81,0.655,-0.271,0.343
8.902,32.012,-147.99,0.698,-0.288,0.344
10.061,49.939,-158.78,0.751,-0.352,0.351
0.671,66.28,-170.18,0.778,-0.396,0.382
-42.561,54.695,-185.49,0.815,-0.417,0.398
-77.134,61.098,-204.57,0.816,-0.473,0.393
-76.159,84.39,-226.65,0.761,-0.575,0.397
-89.878,102.01,-239.33,0.775,-0.6,0.481
-107.87,119.21,-249.51,0.784,-0.952,0.448
-119.08,138.23,-263.66,0.696,-0.651,0.514
-137.38,156.71,-278.72,0.905,-0.34,0.512
-157.5,178.78,-294.08,0.881,-0.924,0.567
-179.21,200.49,-301.52,0.862,-1.114,0.674
-198.66,222.13,-304.45,0.925,-0.869,0.68
-218.35,239.09,-307.07,1.018,-0.822,0.702
-235,255.98,-301.65,1.126,-0.877,0.731
-253.11,280.31,-290.31,1.197,-0.995,0.804
-269.33,302.81,-280.98,1.212,-0.894,0.894
-278.23,325,-262.81,1.191,-0.727,0.924
-290.55,338.84,-243.66,1.12,-0.533,0.973
-294.27,345.79,-243.35,1.229,-0.3,1.103
-265.18,352.01,-219.02,1.232,-0.021,1.252
-234.21,342.13,-173.54,1.28,0.317,1.41
-185.55,331.22,-142.32,1.396,0.299,1.422
-137.68,328.96,-123.78,1.556,0.448,1.23
-93.476,321.04,-105.79,1.307,1.072,1.435
-46.89,302.38,-75.366,1.357,1.329,1.618
39.39,284.76,-54.939,1.261,1.555,1.75
98.415,288.72,-46.22,1.207,1.835,1.878
87.805,232.93,22.561,1.093,2.277,2.118
139.63,207.5,57.5,1.11,2.653,2.302
190.18,182.26,78.415,1.108,2.883,2.425
232.38,160.67,109.45,1.281,2.369,2.495
277.38,151.46,135.79,0.657,4.409,2.345
331.83,152.56,160.06,0.965,3.648,2.246
343.6,137.5,193.23,0.886,3.301,2.115
