gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
6.22,49.756,481.16,0.21,1.052,0.885
-7.378,51.037,485.37,0.24,1.193,0.923
-20.183,52.805,487.13,0.25,1.35,0.943
-38.11,56.829,487.68,0.246,1.507,0.966
-52.378,60.732,487.32,0.233,1.674,0.971
-57.622,55.183,489.51,0.226,1.854,0.979
-66.159,56.829,486.52,0.224,2.038,0.981
-72.927,54.939,481.46,0.229,2.214,0.964
-77.134,53.537,474.94,0.252,2.387,0.953
-81.646,47.256,468.05,0.266,2.527,0.894
-84.207,42.317,460.37,0.29,2.673,0.814
-86.28,44.573,455.73,0.313,2.795,0.716
-85.427,59.939,449.82,0.315,2.917,0.648
-86.707,68.415,445.06,0.27,2.97,0.55
-86.463,65.793,439.02,0.251,3.036,0.498
-86.89,66.22,429.33,0.169,3.099,0.416
-89.329,65.915,418.11,0.127,3.276,0.315
-92.866,67.378,405.18,0.144,3.456,0.314
-99.878,70.915,388.35,0.261,3.676,0.33
-109.45,73.598,367.99,0.16,3.826,0.25
-119.45,71.768,346.04,-0.055,3.809,0.152
-134.63,71.89,320.31,-0.099,3.898,0.094
-151.65,67.805,290.92,-0.162,4.004,0.042
-172.13,62.805,259.82,-0.229,4.144,-0.012
-198.96,57.988,225.18,-0.355,4.281,-0.075
-225.55,45.854,184.69,-0.474,4.417,-0.082
-255.49,38.902,139.33,-0.668,4.574,-0.187
-289.21,36.524,89.451,-0.851,4.714,-0.23
-326.71,46.098,40.305,-1.056,4.884,-0.277
-358.11,51.28,-10.122,-1.273,5.018,-0.306
-385.61,28.963,-71.22,-1.483,5.122,-0.339
-417.13,10.427,-136.59,-1.782,5.219,-0.412
-445.31,4.329,-194.63,-2.098,5.239,-0.553
-467.99,-0.061,-252.93,-2.247,5.25,-0.625
-483.42,-6.89,-311.71,-2.42,5.223,-0.741
-492.5,-5.488,-374.08,-2.392,5.243,-0.863
-492.56,-8.537,-433.17,-2.93,5.048,-1.149
-482.19,-11.402,-490.67,-3.015,4.825,-1.327
-465,-14.573,-546.46,-2.77,4.742,-1.462
-439.02,-18.476,-599.02,-2.64,4.594,-1.663
-405,-28.963,-648.66,-2.482,4.393,-1.893
-368.48,-40.915,-691.89,-2.244,4.228,-2.064
-327.13,-60.427,-730.18,-1.926,4.021,-2.252
-269.45,-94.939,-762.56,-1.57,3.855,-2.428
