gyrx(deg/s),gyry(deg/s),gyrz(deg/s),accx(g),accy(g),accz(g)
67.195,4.207,472.5,0.232,0.046,0.385
48.72,-0.488,489.27,0.23,0.143,0.498
27.195,-2.317,504.27,0.217,0.24,0.609
2.439,-4.024,517.2,0.198,0.319,0.744
-21.524,-4.146,526.52,0.173,0.41,0.883
-49.024,-3.78,536.59,0.151,0.509,1.038
-78.963,-2.561,546.59,0.143,0.642,1.189
-106.1,3.841,549.94,0.141,0.815,1.323
-152.56,36.037,556.52,0.139,1,1.434
-155.85,-5.244,560.43,0.142,1.229,1.484
-158.84,-14.878,559.09,0.152,1.477,1.531
-185.98,-16.585,561.59,0.142,1.711,1.567
-223.78,2.622,565.67,0.124,1.96,1.574
-223.23,-7.988,556.77,0.159,2.233,1.572
-220.79,-33.232,549.63,0.101,2.489,1.638
-244.21,-31.707,540.73,0.175,2.802,1.384
-258.48,-31.037,523.96,0.298,3.098,1.572
-274.57,-37.012,501.77,0.153,3.266,1.379
-297.01,-39.939,474.33,0.097,3.46,1.449
-322.38,-36.22,442.13,0.245,3.909,1.371
-339.88,-37.927,406.28,0.13,4.243,1.357
-354.39,-36.646,366.58,-0.014,4.41,1.316
-369.82,-21.951,323.42,-0.024,4.695,1.254
-379.21,8.78,273.66,-0.023,5.004,1.278
-384.51,25.549,223.66,0.019,5.25,1.192
-392.44,47.134,169.57,0.025,5.527,1.08
-397.01,59.39,118.9,0.025,5.764,1.004
-396.89,67.744,67.622,-0.056,5.945,0.896
-395.61,74.39,11.098,-0.129,6.041,0.889
-390,80.549,-47.012,-0.175,6.14,0.909
-384.45,101.58,-105.55,-0.525,6.006,0.684
-370.06,99.573,-161.77,-0.701,5.869,0.618
-350.55,108.96,-226.16,-0.941,5.808,0.49
-299.15,109.63,-292.44,-1.29,5.583,0.374
-329.39,109.33,-354.02,-1.485,5.332,0.3
-325.18,105.18,-415.18,-1.766,5.068,0.164
-303.17,99.329,-473.72,-2.257,4.815,0.028
-289.63,92.683,-528.54,-2.426,4.558,-0.14
-275.55,87.256,-580.3,-2.514,4.359,-0.284
-263.66,84.329,-628.29,-2.509,3.993,-0.541
-254.09,81.28,-672.01,-2.368,4.196,-0.707
