Frame,Time,RightHand_Accel_X,RightHand_Accel_Y,RightHand_Accel_Z,LeftHand_Accel_X,LeftHand_Accel_Y,LeftHand_Accel_Z
0,0.0,-148647.05679732363,107716.48987179615,22828.666355670313,155570.82155998514,106461.11968437288,-8895.722787941439
1,0.02,-128701.52016293255,93272.55127930932,19772.768439960273,134713.34994418864,92185.76157599024,-7704.002323189321
2,0.04,-95689.20653716577,69366.72667399995,14714.768981181896,100192.02688111039,68558.67921833535,-5732.001946771745
3,0.06,-60270.11281220644,43719.56138384069,9288.220310684583,63154.666078804774,43209.95220623335,-3616.4414557312484
4,0.08,-31668.84660807732,23011.45070781067,4907.118156628511,33247.19492573697,22741.777410069688,-1907.02624613368
5,0.1,-13671.536255025225,9982.872407667996,2151.6644732622144,14426.628567199537,9862.681821232509,-828.2165039473877
6,0.12,-4766.1100235411595,3536.145890109299,789.1336527780292,5108.2634819866,3488.1448581141585,-289.25475574332376
7,0.14,-1298.352570133765,1022.2875019586377,257.8848382856502,1467.9346911210014,1000.694716106172,-73.39847821930786
8,0.16,-242.94483846106795,249.100023463876,92.90062134939943,341.385734244688,234.4116054827642,-2.6727790904950286
9,0.18,-1.1348467407430078,59.16836561002599,48.57529348487361,58.61205451088517,46.09641082868014,15.864771814823715
10,0.2,28.98868399282943,18.216980751752914,33.01282472431164,-6.260200637950107,7.126850515439669,16.871261361213833
11,0.22,16.00011136539583,6.692029052515856,21.89605565334185,-25.276273449736678,-0.7645350582159407,10.906315749881305
12,0.24,-2.396512072364077,0.4341911589523979,12.23046802606095,-34.37333641630366,-2.948739817980635,2.387067536428904
13,0.26,-18.89321724240473,-2.98028014292788,6.0633536050195165,-39.71770835435197,-4.349920078457704,-5.379780778880407
14,0.28,-33.22779546713498,-2.308143492580501,5.12288414427915,-41.72263446998711,-5.535507476973752,-10.3733471822494
15,0.3,-44.44191859634084,1.4942914085043195,8.503607320522551,-41.09590712876469,-6.803801457601864,-12.511521655698925
16,0.32,-50.47634058590269,5.8138811087712945,13.26374442380254,-38.04231731747842,-7.801033459729343,-13.294096752024295
17,0.34,-49.45345752527386,8.180518194899284,16.30871826302559,-32.356938972641174,-7.751493671517265,-14.337825092188957
18,0.36,-41.49301145185951,7.67226547931691,15.98044036460469,-24.19470775932465,-6.152305599106596,-16.117817470900775
19,0.38,-29.26486308854371,4.924442470648251,12.559206517511635,-14.534430612224998,-3.2747980381968764,-17.913075312271143
20,0.4,-16.77696605584757,1.1665460265435,7.7068127945212,-4.941887006696919,-0.05503652786748092,-18.71392887202713
21,0.42,-7.518106152046359,-2.5568685925993018,3.3395719660244243,3.021856113142666,2.4191980185958273,-18.085877054793567
22,0.44,-3.3402971261026893,-5.3713108521565855,0.7802134709464355,8.422276346984885,3.4168151445675647,-16.267429389261316
23,0.46,-4.3319995616170015,-6.323765289497332,0.6147237759664805,11.340960023005204,2.859523291862308,-13.608899924147462
24,0.48,-9.06134721072118,-4.724824826278143,2.7635647195545365,12.658191235030902,1.330889262384455,-10.108061132056669
25,0.5,-15.002715449578215,-0.8528061962198867,6.30917086681617,13.313108051293039,-0.22320728761573183,-5.641841097778944
26,0.52,-19.510697010030626,3.9757790125091965,9.47683006438051,13.754146422600698,-0.9742384644903667,-0.5513577398635218
27,0.54,-21.089899431369226,8.226995346474158,10.30026115262618,13.983832027639274,-0.5992612003305194,4.332177256427671
28,0.56,-19.888255295143175,10.971877150647595,7.675184215740434,13.824696928172099,0.6554610677856423,8.382364176291741
29,0.58,-16.885097028693927,11.933112882994543,1.963413130993771,13.053278022616237,2.2482963547936325,11.654965955952267
30,0.6,-12.697881287045972,11.075525658493557,-5.233517081789133,11.567848129832374,3.7169078696255955,14.47403510642638
31,0.62,-7.374344893400136,8.48520425036332,-11.792862543592458,9.621861898447188,4.850088574193165,16.76389446648183
32,0.64,-1.2692440339025044,4.590629230264398,-15.854705664547147,7.71271554678668,5.55362233300752,18.07931522172428
33,0.66,4.265058174641559,0.22588401971610703,-16.4309158259398,6.108535538430505,5.618957979961095,18.144612282769724
34,0.68,7.317761764250752,-3.6230877378089006,-13.5191496756037,4.691014498779975,4.737460317457158,17.011879903857384
35,0.7000000000000001,6.525420071275428,-6.1151340813717034,-7.680784541406186,3.407823576547581,2.8505463892383744,14.729971300523019
36,0.72,1.8534306556270361,-6.782545524556976,0.2302919773527035,2.6618347541348295,0.4399091425532442,11.192666325557992
37,0.74,-5.382976434487779,-5.786610483200262,8.742560619810138,3.062797063772448,-1.7345363703449865,6.340091368324614
38,0.76,-13.166456152462388,-4.03829808568147,15.618028180144798,4.933559482549633,-3.289927663964656,0.22958543626852335
39,0.78,-19.659775925672086,-2.826676002392708,18.67659388438938,8.150518167585746,-4.493734519388582,-7.083462677397604
40,0.8,-23.69466231228425,-2.990845865607602,16.9257184740247,12.204331844887065,-5.80380884757244,-15.345670892238552
41,0.8200000000000001,-24.74420529827205,-4.249715547258885,10.85482431147377,16.17345222128644,-7.268288745763462,-23.560565422572225
42,0.84,-22.90563044870271,-5.30403680190097,1.9362978554813504,18.798522393729286,-8.465498081266151,-29.788688592887723
43,0.86,-19.06827522471112,-4.6570398365349845,-7.928920369633083,18.888404402373446,-8.886394736027086,-31.74785743597
44,0.88,-14.74979338274808,-1.5239500240462287,-16.819674200971686,15.799398027710218,-8.235396495158527,-27.898758371012757
45,0.9,-11.352495640137677,3.673767336788164,-23.22645152416483,9.715964432358824,-6.45655737855969,-18.332371478004056
46,0.92,-9.314173916871015,9.320900267884383,-26.415839904891676,1.7866965292787582,-3.6699791816828036,-4.944666211373734
47,0.9400000000000001,-7.774798247319877,13.190053087185245,-26.503554048906814,-6.007110965703362,-0.1644101496193356,9.212242104854926
48,0.96,-5.1364702086085545,13.596603296143641,-24.190626440095283,-11.561606611610088,3.5967847717992294,21.073027109760417
49,0.98,-0.3739176789181462,10.467018147393832,-20.30975052449193,-13.687033004340165,7.026942879317302,28.58129339967045
50,1.0,5.946856487475147,5.347371606487286,-15.434191603070161,-12.660547775281877,9.531866938043397,31.115705416902358
51,1.02,12.073964030331897,0.3433059563441796,-9.780966728964483,-9.83726305065642,10.689861584082788,29.289496142701097
52,1.04,16.523115714003943,-2.988971711970543,-3.453585171008691,-6.63860729966974,10.454044636431338,24.375707224507224
53,1.06,18.953717291852406,-4.100722928863338,3.212239327825539,-3.671277818911543,9.203865027858722,17.672266014428004
54,1.08,19.761783182570536,-3.4162781598395133,9.510204804894979,-0.6252690346939263,7.5011780432316435,10.130279049956084
55,1.1,19.378938067981714,-2.0315703674785666,14.481508870296963,3.053338684971923,5.713419439285446,2.396618457666375
56,1.12,18.198031107609932,-1.1088152148034014,17.18164181953907,7.4073223115234,3.880760305148293,-4.904438061436721
57,1.1400000000000001,16.729595656362484,-1.2398279033598412,17.05826142564039,11.739464660756067,1.9549976461148242,-10.963288167081013
58,1.16,15.426831175659297,-2.317645761139249,14.287369551984991,14.894192898578325,0.08549376365277084,-14.85812714310756
59,1.18,14.479185114136495,-3.915857672040615,9.777631577926595,15.781032198601764,-1.4274995221792706,-15.922942803377154
60,1.2,13.799349922297687,-5.574584164021433,4.814003589523664,13.919341596428094,-2.442741189345234,-14.140011955298679
61,1.22,12.845984714967678,-6.694994593548257,0.5887499459906713,9.680491791483828,-3.0992493475427865,-10.143397012453566
62,1.24,10.46540597540121,-6.483437381412728,-2.221026380413961,4.024317637272945,-3.5393690859125337,-4.812413873235106
63,1.26,5.475345057320508,-4.413058959730549,-3.697255948259333,-1.9857228430918021,-3.6161612535240124,1.0462246053551358
64,1.28,-2.2322252828804428,-0.8833700345788906,-4.494208193965941,-7.445710940032782,-3.0367375021575094,6.61171066575996
65,1.3,-11.213944684459015,2.7535248002674004,-5.197921902944394,-11.609113855192675,-1.791625206813812,10.90813390663877
66,1.32,-19.172751518383464,5.05635709062687,-5.699154850014796,-13.936367411361026,-0.33152200437227813,13.071861133027237
67,1.34,-24.198176602987594,5.467598041467495,-5.268444338119702,-14.367705093369505,0.7023485655293088,12.8130481569269
68,1.36,-25.4344263159739,4.4417276345403005,-3.5581666717911613,-13.51545415258532,0.865158614731266,10.439495383926552
69,1.3800000000000001,-22.683057578477346,2.765319128883133,-1.6473009865437305,-12.393837327398586,0.049740889161549395,6.431954501303522
70,1.4000000000000001,-15.688687419670629,1.0186965298539206,-1.8056641339733392,-11.844516961524121,-1.5983991076796715,1.2706331708770162
71,1.42,-4.2909125671460036,-0.29275944062757675,-5.996161652311271,-12.188142142462876,-3.7360511517973753,-4.232478169418362
72,1.44,10.429548447121503,-0.5152435638793547,-14.599760081296207,-13.310942778762623,-5.793987807428103,-8.754030152204757
73,1.46,25.210284879575468,0.8425674064200792,-26.324259511429375,-14.885999117209337,-7.09434794603162,-10.995586959230911
74,1.48,35.207053618313225,3.655405811725262,-38.78468515906899,-16.402163926880924,-7.187659480030266,-10.523133462620471
75,1.5,36.28529585994511,7.270129380232782,-49.07036705284084,-17.129835404487345,-6.081611492793958,-7.972747024074132
76,1.52,27.66029838426215,10.938863331665706,-54.48388764529106,-16.408665326396154,-4.095282857604632,-4.313679071612775
77,1.54,12.977095934154402,13.935463161384202,-53.659506666032144,-14.163046473724307,-1.5839473841648015,0.021078945148204853
78,1.56,-1.3101978846310596,15.355238347791925,-47.32720460088271,-11.020951545676423,1.097306221013637,5.111408168610676
79,1.58,-9.769969324123435,14.16294953815595,-37.87411311901587,-7.761413412085495,3.4871039479775496,10.692611701720732
80,1.6,-11.591593732800359,9.735493554724277,-28.050118906720126,-4.580503290953465,5.105319268004701,15.514475270989802
81,1.62,-10.680600655536455,2.5430983240281932,-19.849036220941827,-0.8435867642767009,5.72226178474024,17.664632945351045
82,1.6400000000000001,-11.502307398809785,-5.657987902660846,-13.924155226009507,4.425500413221734,5.487013338738549,15.633455744694697
83,1.6600000000000001,-14.497647532774899,-12.510527264513332,-9.45649564215313,11.591666839757359,4.745852230514678,9.311053306428258
84,1.68,-15.929261826367505,-16.273762070365017,-4.810632685403034,19.75327224759448,3.693643480221861,0.10233647072659902
85,1.7,-12.270091713410203,-16.631425613311926,1.0110395470362432,27.18115589290493,2.1761012210971145,-10.003358366484802
86,1.72,-4.226563261057663,-14.518052466554181,7.288016747650125,32.6496557207485,-0.10289569529419951,-19.537565985712522
87,1.74,3.703485295470773,-11.339923099497575,12.066722780110286,36.28279472525469,-3.1112763187871035,-27.772173578734833
88,1.76,7.068174395498637,-8.281526923627542,13.888210049557768,38.94129451710223,-6.273072244805814,-34.0880686487268
89,1.78,4.549008537768673,-5.924609513169348,13.20799618682709,40.924283694507324,-8.771118357943639,-37.50971597960669
90,1.8,-2.0303465941566303,-4.10256046281941,12.215575913223862,41.512756359431286,-9.99896684192246,-37.08047861495276
91,1.82,-9.712921241626328,-2.06154408999986,13.18696433695747,39.68600897688705,-9.703909351064317,-32.64829133622438
92,1.84,-16.29788534206222,1.0048790576453794,16.874693707682482,35.017973312955135,-7.895471127126083,-25.145590296165828
93,1.86,-21.08600506005786,5.305147438124575,22.318562973046355,27.930909308258762,-4.843699137632449,-16.092134982278477
94,1.8800000000000001,-24.53888328354752,10.104205371938086,27.92109174867828,19.436327135525282,-1.1325374661114431,-6.870227037820406
95,1.9000000000000001,-27.316599827482285,13.918763253363494,32.60301863386805,10.782708486248382,2.524139403773099,1.7301931404696798
96,1.92,-29.41945862308988,15.162921031568654,36.27623415446455,3.0595655441801117,5.675115368581148,9.691531016800683
97,1.94,-30.148358653302783,12.870985001251448,39.65263967749499,-3.2236606188358357,8.291494914404707,17.6069189123186
98,1.96,-29.05375965491553,7.069615135515594,43.795614326020896,-8.17891403703995,10.444772506084906,25.868493762350546
99,1.98,-27.106759695442214,-1.30431545856943,49.85075900851149,-11.957035186859857,11.900469397329488,33.5353351373451
100,2.0,-26.618363980135104,-10.631356728082615,58.9248735320397,-14.129029505202677,12.190426644191877,38.12470938475588
101,2.02,-29.29274807768914,-18.765880523531028,71.63242815784966,-13.893917693807648,11.084081411227672,37.03748318991799
102,2.04,-34.11126281246401,-23.409695324507567,87.19802315384362,-11.04670085357216,8.857776794545705,29.545819904050493
103,2.06,-37.53523856738255,-23.026443887624875,102.72404322475418,-6.616938889761568,6.100987915508843,17.525611563394094
104,2.08,-36.05451785067319,-17.888340797040122,113.40983193801546,-2.416753157506799,3.3831491840527983,4.423361674760653
105,2.1,-28.396482196099996,-10.283168512443613,114.07308018137395,-0.024792675340749692,1.104605133917112,-6.472159284978343
106,2.12,-15.375186727516983,-3.3910300285466395,101.4584484155107,-0.1819903919424699,-0.5172925750651476,-13.300943896834369
107,2.14,1.7778565015146022,0.5255565628099474,75.91837450319531,-2.7496485186683683,-1.4845255042608465,-16.006956170538405
108,2.16,22.55221587536719,1.319619443069448,41.13817861130168,-6.8986995723869065,-2.055798637498145,-15.692037981462512
109,2.18,46.94277917065354,0.6984118954038238,2.0597680043430437,-11.639974433317757,-2.6743238361437096,-13.27650705562789
110,2.2,74.4442658394596,0.8068578250434171,-37.3090178722862,-16.62360145438231,-3.761047721062853,-8.581343525295278
111,2.22,103.17448846819494,2.782213925085883,-74.58756491333565,-22.334722127010895,-5.445827990384128,-0.6729510399146466
112,2.24,129.77814570311858,6.2009740076826105,-108.08005291786199,-29.30859291230184,-7.360254261275833,10.975965332875585
113,2.2600000000000002,150.06882737592542,9.512547388372068,-135.29799648818846,-37.27900062314983,-8.658244694011511,25.430832850182952
114,2.2800000000000002,159.7425043541559,11.021128532454668,-152.23352948177765,-45.00530398860611,-8.374709374462086,39.86693433034524
115,2.3000000000000003,154.99950277089516,9.88561679484221,-154.20297807992426,-50.51826436349396,-5.976875004726267,50.24170860662993
116,2.32,133.76000839398685,6.597413668528321,-138.16242419564463,-51.67013536076776,-1.7252135446853165,53.16942920637035
